	88d2f686-ae1a-4375-93d9-febc927f0082
	tumor
WASHC4	4.913806051
WASHC5	8.796898309
WASHC5-AS1	0.421178686
WASIR1	0
WASIR2	1.720145969
WASL	20.96035855
WBP1	12.41680528
WBP11	22.3638002
WBP11P1	0
WBP1L	10.71601272
WBP1LP1	0
WBP1LP10	0
WBP1LP11	0
WBP1LP12	0
WBP1LP2	0.203267938
WBP1LP3	0
WBP1LP4	0
WBP1LP5	0
WBP1LP6	0
WBP1LP7	0
WBP1LP8	0
WBP2	38.7096419
WBP2NL	0.271146084
WBP2P1	0
WBP4	7.697523541
WDCP	7.683375568
WDFY1	12.65940418
WDFY2	3.425932205
WDFY3	6.44709007
WDFY3-AS1	0.111441014
WDFY3-AS2	0.876850162
WDFY4	1.005448213
WDHD1	6.453455723
WDPCP	1.007738677
WDR1	34.90018741
WDR11	4.479086539
WDR11-AS1	0.120248973
WDR12	3.312246672
WDR13	10.47380148
WDR17	0.0527732
WDR18	18.30958833
WDR19	1.616076811
WDR20	3.943594538
WDR24	11.58057867
WDR25	2.715760434
WDR26	12.59630079
WDR27	1.606272521
WDR3	4.002229116
WDR31	1.47012678
WDR33	4.544454471
WDR34	17.0897619
WDR35	1.784371723
WDR36	5.525616926
WDR37	3.020945993
WDR38	0.079221946
WDR4	5.367626836
WDR41	4.52517565
WDR43	29.46562462
WDR44	7.616086266
WDR45	9.504202073
WDR45B	106.3598131
WDR45BP1	0.026696025
WDR45P1	0.12694182
WDR46	15.4150648
WDR47	4.15500122
WDR48	4.725110884
WDR49	0.021179807
WDR5	19.38583837
WDR53	8.361827932
WDR54	18.82573823
WDR55	3.307162725
WDR59	6.644513721
WDR5B	3.249164607
WDR6	19.97080114
WDR60	4.107964487
WDR61	8.755445374
WDR62	2.363421636
WDR63	0.070023477
WDR64	0.027809486
WDR66	2.272279848
WDR7	2.840840487
WDR70	7.145610777
WDR72	4.611482967
WDR73	0.941737924
WDR74	11.45508398
WDR75	8.610875101
WDR76	4.243803878
WDR77	11.67361503
WDR78	0.110634795
WDR7-OT1	0
WDR81	5.047603329
WDR82	23.96806994
WDR82P1	0.02925475
WDR82P2	0
WDR83	8.41566175
WDR83OS	47.75224357
WDR86	0.190199277
WDR86-AS1	0.060864571
WDR87	0.011944868
WDR88	1.984539876
WDR89	4.425708476
WDR90	6.091742001
WDR91	8.698292579
WDR92	0.626312703
WDR93	0.175571646
WDR95P	0
WDR97	0.750552182
WDSUB1	10.01022167
WDTC1	15.19434583
WDYHV1	6.042930781
WEE1	5.426251001
WEE2	0.0897426
WEE2-AS1	0.595815054
WFDC1	0.641023679
WFDC10A	0
WFDC10B	0.043603508
WFDC11	0.042003379
WFDC12	0.212672592
WFDC13	0
WFDC2	11.86665361
WFDC21P	2.074638233
WFDC3	0.011422125
WFDC5	4.131056464
WFDC6	0
WFDC8	0
WFDC9	0
WFIKKN1	0.653248123
WFIKKN2	0.089930176
WFS1	18.26680696
WHAMM	4.02696225
WHAMMP2	0.321868164
WHAMMP3	0.343897248
WHRN	0.8773416
WIF1	32.73688017
WIPF1	6.800540935
WIPF2	7.291120579
WIPF3	33.95616873
WIPI1	44.61284817
WIPI2	12.47588789
WISP1	2.479750994
WISP2	0.85482484
WISP3	0.154423416
WIZ	12.07792529
WIZP1	0
WLS	19.2518902
WNK1	21.82132537
WNK2	3.340633947
WNK3	0.181985351
WNK4	0.172734666
WNT1	0.040787246
WNT10A	0.958075901
WNT10B	0.177631635
WNT11	4.805284524
WNT16	0.252715822
WNT2	1.023848088
WNT2B	2.165075055
WNT3	5.38122016
WNT3A	0.890064781
WNT4	0.461174276
WNT5A	18.91654606
WNT5A-AS1	5.054518615
WNT5B	4.007268709
WNT6	0.177435296
WNT7A	0.119983446
WNT7B	13.56379002
WNT8A	0
WNT8B	0.052026913
WNT9A	1.459635931
WNT9B	0.099499704
WRAP53	2.230233276
WRAP73	2.662486148
WRB	5.080852058
WRBP1	0
WRN	4.490604062
WRNIP1	28.15041109
WSB1	18.95323129
WSB2	16.09173472
WSCD1	0.238950295
WSCD2	0.879784058
WSPAR	0
WT1	0.013357749
WT1-AS	0.004939797
WTAP	15.56802288
WTAPP1	0.140196208
WTIP	1.216186383
WWC1	4.02402042
WWC2	0.716662108
WWC2-AS1	0
WWC2-AS2	0.03775109
WWC3	16.91692289
WWC3-AS1	0.047526315
WWOX	6.589252141
WWOX-AS1	0
WWP1	10.53544981
WWP1P1	0
WWP2	7.468606142
WWTR1	14.05346288
WWTR1-AS1	0.464344692
WWTR1-IT1	0.182728669
XAB2	14.41994967
XACT	0
XAF1	0.988346175
XAGE1A	0
XAGE1B	0
XAGE2	0.088900356
XAGE3	0
XAGE5	0
XBP1	0
XBP1P1	0.33705779
XCL1	1.808572705
XCL2	0.632057926
XCR1	0.711795184
XDH	2.229650958
XG	0.415915218
XGY1	0
XIAP	10.01711475
XIAP-AS1	0.17097641
XIAPP1	0
XIAPP2	0
XIAPP3	0
XIRP1	0.093450536
XIRP2	0.010540331
XIRP2-AS1	0
XIST	7.415068439
XK	0.955072606
XKR3	0
XKR4	0.041443616
XKR5	0.054601888
XKR6	0.416614816
XKR7	0.059535131
XKR8	3.124573634
XKR9	0.084415498
XKRX	0.961294414
XKRY	0
XKRY2	0
XKRYP1	0
XKRYP2	0
XKRYP3	0
XKRYP4	0
XKRYP5	0
XKRYP6	0
XPA	8.961912437
XPC	9.41246874
XPNPEP1	12.17294459
XPNPEP2	0.102032208
XPNPEP3	3.055752403
XPO1	27.38105134
XPO4	3.422003286
XPO5	15.85935608
XPO6	26.37373439
XPO7	18.61167352
XPOT	21.80382627
XPOTP1	0.103099203
XPR1	12.57032854
XRCC1	12.93696787
XRCC2	4.664218613
XRCC3	2.777393005
XRCC4	1.981222161
XRCC5	53.45201004
XRCC6	131.4693499
XRCC6P1	0.045656858
XRCC6P2	0.211077353
XRCC6P3	0
XRCC6P4	0
XRCC6P5	0.091822429
XRN1	3.624637105
XRN2	45.74904895
XRRA1	2.47310496
XXYLT1	17.56183873
XXYLT1-AS1	1.019775772
XXYLT1-AS2	0.140154132
XYLB	1.485848896
XYLT1	1.045984908
XYLT2	22.47014973
YAE1D1	4.565893192
YAF2	1.363499668
YAP1	27.39167368
YAP1P1	0
YAP1P2	0
YARS	11.22625722
YARS2	9.190776534
YBEY	2.006678308
YBX1	149.9474927
YBX1P1	0.457836831
YBX1P10	2.169442215
YBX1P2	0.274977076
YBX1P3	0
YBX1P4	0.067995569
YBX1P5	0
YBX1P6	0.137076896
YBX1P7	0
YBX1P8	0.029130657
YBX1P9	0
YBX2	0.719769466
YBX2P1	0
YBX3	29.27603318
YBX3P1	0
YDJC	29.17730956
YEATS2	200.5847179
YEATS2-AS1	13.10104781
YEATS4	11.9721393
YES1	9.96468397
YES1P1	0.185609526
YIF1A	30.16518203
YIF1B	12.1736132
YIPF1	9.88927555
YIPF2	36.54694322
YIPF3	54.166611
YIPF4	6.615485838
YIPF5	15.34947149
YIPF6	12.05274858
YIPF7	0
YJEFN3	2.543709869
YKT6	34.73236407
YLPM1	10.45182763
YME1L1	14.6769942
YME1L1P1	0
YOD1	1.571290949
YPEL1	0.856804763
YPEL2	2.424681037
YPEL3	14.95705862
YPEL4	0.443465271
YPEL5	56.94788902
YPEL5P1	0
YPEL5P2	0.153037381
YPEL5P3	0
YRDC	8.394511009
YRDCP1	0.085443888
YRDCP2	0
YRDCP3	0
YTHDC1	17.02043578
YTHDC2	2.958838248
YTHDF1	34.23582047
YTHDF1P1	0
YTHDF2	15.87420782
YTHDF2P1	0.90774887
YTHDF3	11.33486024
YTHDF3-AS1	3.022488272
YWHAB	72.69313688
YWHABP1	0.075571416
YWHABP2	0.077055287
YWHAE	109.1596304
YWHAEP1	0.072005793
YWHAEP2	0
YWHAEP3	0
YWHAEP4	0
YWHAEP5	0.143635084
YWHAEP7	0.009168962
YWHAG	96.57793249
YWHAH	50.69614352
YWHAQ	173.9746207
YWHAQP5	0
YWHAQP6	0.36145013
YWHAQP7	0.041748039
YWHAQP9	0
YWHAZ	144.3767441
YWHAZP1	0
YWHAZP2	0.830143705
YWHAZP3	0.967785171
YWHAZP4	3.530775561
YWHAZP5	3.574890325
YWHAZP6	0.22333504
YWHAZP7	0
YWHAZP8	0
YY1	16.8822081
YY1AP1	11.34292809
YY1P1	0
YY1P2	0
YY2	0.541186185
Z68323.1	0
Z68694.1	0
Z68868.1	0
Z68871.1	1.188032024
Z69666.1	0.308654043
Z69706.1	0.652856907
Z69720.1	0.116399194
Z69720.2	0.295378601
Z69733.1	0.521586263
Z69890.1	1.134462944
Z69908.1	0
Z70280.1	0
Z73361.1	0
Z73417.1	0.211852518
Z73429.1	0.23887139
Z73495.1	0
Z73965.1	0.394652558
Z74021.1	1.754853701
Z74696.1	0
Z74696.2	0
Z75741.1	0
Z75741.2	0
Z75746.1	0
Z77249.1	0
Z80107.1	0
Z80107.2	0
Z82170.1	0
Z82173.1	0.056756632
Z82180.1	0
Z82185.1	0.250184061
Z82186.1	0.006294732
Z82188.1	0
Z82188.2	0.218017539
Z82190.1	0.112123306
Z82195.1	0
Z82195.2	0.001531568
Z82196.1	0
Z82196.2	0
Z82198.1	0
Z82198.2	0
Z82198.3	0.138041256
Z82202.1	0
Z82205.1	0
Z82206.1	0.064033123
Z82209.1	0
Z82209.2	0
Z82210.1	0.118918657
Z82214.1	0
Z82214.2	0.051732975
Z82217.1	0.023596941
Z82243.1	1.103454519
Z82246.1	0
Z82249.1	0.096726091
Z83313.1	0
Z83818.1	0
Z83820.1	0.01832569
Z83836.1	0.016729726
Z83838.1	0
Z83839.1	0.654052616
Z83839.2	1.102818644
Z83841.1	0
Z83843.1	2.601656239
Z83844.1	0.003387202
Z83844.2	0.127111511
Z83846.1	0
Z83847.1	0.131436411
Z83851.1	12.39939748
Z83851.2	5.585748288
Z84468.1	0
Z84478.1	0.06760511
Z84480.1	0.088328649
Z84484.1	2.282842925
Z84485.1	0.957608136
Z84488.1	0
Z84492.1	1.759738901
Z84492.2	0
Z84721.1	0
Z84723.1	0
Z85994.1	0
Z85994.2	0
Z85995.1	0
Z85996.1	0
Z86062.1	0.282833564
Z86062.2	0
Z92544.1	0.25874609
Z92544.2	0.471492066
Z92544.3	0
Z92545.1	0
Z92846.1	0.205001566
Z93015.1	0
Z93019.1	0
Z93022.1	0
Z93241.1	0.082741596
Z93242.1	0
Z93242.2	0
Z93403.1	1.197096301
Z93929.1	0
Z93929.2	0
Z93930.1	0.112123306
Z93930.2	0.93436088
Z93930.3	0.733516952
Z94057.1	0.032432361
Z94160.1	0
Z94160.2	0
Z94721.1	0.499458361
Z94721.2	0.025866488
Z94722.1	0
Z95114.1	0.003769756
Z95114.2	0
Z95114.3	0.071499765
Z95114.4	0.015355064
Z95115.1	3.62303949
Z95118.1	0
Z95152.1	0.16750128
Z95327.1	0
Z95327.2	0
Z95331.1	0.02733709
Z95624.1	0.043742372
Z96811.1	0.254353795
Z97055.1	0
Z97055.2	0.734942515
Z97056.1	0
Z97180.1	0.055607712
Z97192.1	0
Z97192.2	0.057734783
Z97192.3	0.018467368
Z97198.1	0
Z97200.1	0.013432865
Z97205.1	0.061317433
Z97205.2	0.016760348
Z97206.1	0
Z97206.2	0
Z97353.1	0.237631573
Z97633.1	0.33176582
Z97634.1	0.971229594
Z97652.1	0
Z97653.1	0.554331589
Z97653.2	0.290587551
Z97832.1	0.08375064
Z97832.2	0.496410739
Z97985.1	0.348459322
Z97986.1	0
Z97987.1	0
Z97989.1	0.29501258
Z98043.1	0
Z98048.1	0.223789897
Z98200.1	0.175341765
Z98257.1	0.041637302
Z98259.1	0.016187513
Z98742.1	0
Z98742.2	0
Z98742.3	0.084264447
Z98747.1	0
Z98749.1	0
Z98749.2	1.21265533
Z98751.1	0
Z98751.2	0.060909556
Z98751.3	0
Z98752.1	0
Z98752.2	0
Z98752.3	0
Z98755.1	0
Z98884.1	0.264773107
Z98884.2	0.97858254
Z98885.1	0
Z98885.2	0
Z98885.3	0.078173619
Z98941.1	0
Z98949.1	0
Z98949.2	0
Z98949.3	0
Z99127.1	0.028290638
Z99127.2	0.082246137
Z99127.3	0
Z99129.1	0.32317894
Z99129.2	0
Z99129.3	0.046994138
Z99129.4	1.883993859
Z99289.1	0.054612743
Z99289.2	0.028451797
Z99289.3	0
Z99496.1	0.018598653
Z99497.1	0
Z99497.2	0
Z99714.1	0.034039913
Z99716.1	0
Z99755.1	0
Z99755.2	0.07546761
Z99756.1	0
Z99758.1	0
Z99774.1	0.115641909
Z99916.1	0.455937093
Z99916.2	0.22333504
Z99916.3	0
Z99943.1	0.038259345
Z99943.2	0.206542931
ZACN	0.274255636
ZACNP1	0
ZADH2	7.853442368
ZAN	0.027964245
ZAP70	0.800833745
ZAR1	0.018815212
ZAR1L	0
ZBBX	0.006915964
ZBED1	22.11481879
ZBED1P1	0.014233269
ZBED2	2.329797115
ZBED3	2.85919593
ZBED3-AS1	0.364314606
ZBED4	4.395711806
ZBED5	6.376958674
ZBED5-AS1	7.06376825
ZBED6	0.743311561
ZBED6CL	2.510063499
ZBED8	2.150659165
ZBED9	0.268853359
ZBP1	0.43708382
ZBTB1	8.309179512
ZBTB10	2.667428366
ZBTB11	4.267217066
ZBTB11-AS1	1.792623976
ZBTB12	10.59251292
ZBTB12BP	0.195866024
ZBTB14	4.793951673
ZBTB16	4.923254812
ZBTB17	7.295154789
ZBTB18	5.591094941
ZBTB2	8.063262248
ZBTB20	0.132722357
ZBTB20-AS1	0.013498875
ZBTB20-AS2	0
ZBTB20-AS3	0
ZBTB20-AS4	0
ZBTB20-AS5	0
ZBTB21	2.381751016
ZBTB22	11.49962598
ZBTB24	2.588242277
ZBTB25	2.064365268
ZBTB26	4.488673689
ZBTB3	1.944575788
ZBTB32	1.338800842
ZBTB33	15.19056589
ZBTB34	3.102146012
ZBTB37	0.784701844
ZBTB38	15.33048557
ZBTB39	3.837815381
ZBTB4	15.23488904
ZBTB40	3.507095298
ZBTB40-IT1	0.603740876
ZBTB41	3.615852197
ZBTB42	7.266767423
ZBTB43	3.743458831
ZBTB44	7.285212557
ZBTB45	9.11387302
ZBTB45P1	0.07546761
ZBTB45P2	0.017942658
ZBTB46	1.399698399
ZBTB46-AS1	0
ZBTB47	3.763440547
ZBTB48	3.757861265
ZBTB49	2.082373126
ZBTB5	6.269406011
ZBTB6	3.726475132
ZBTB7A	6.995906721
ZBTB7B	20.51168587
ZBTB7C	19.82682511
ZBTB8A	0.469808536
ZBTB8B	0.017123397
ZBTB8OS	4.076576032
ZBTB8OSP1	0
ZBTB8OSP2	0
ZBTB9	0.045571018
ZC2HC1A	3.285124356
ZC2HC1B	0
ZC2HC1C	0.764964281
ZC3H10	1.372861386
ZC3H11A	12.01609283
ZC3H11B	0.011276769
ZC3H12A	4.186188542
ZC3H12B	0.119298395
ZC3H12C	2.314857689
ZC3H12D	0.318235017
ZC3H13	7.217453093
ZC3H14	2.733008914
ZC3H15	24.72758411
ZC3H18	14.71346116
ZC3H3	12.41350143
ZC3H4	17.12768852
ZC3H6	1.575644504
ZC3H7A	9.546247322
ZC3H7B	21.64991837
ZC3H8	2.297508461
ZC3HAV1	6.811678025
ZC3HAV1L	9.746988325
ZC3HC1	7.23476467
ZC4H2	0.302687408
ZCCHC10	5.893374449
ZCCHC11	2.759061142
ZCCHC12	0.28319804
ZCCHC13	0
ZCCHC14	17.43373265
ZCCHC17	13.72795495
ZCCHC18	0.397179192
ZCCHC2	3.524023991
ZCCHC23	0.014080067
ZCCHC24	4.073487861
ZCCHC3	13.66139238
ZCCHC4	1.823023018
ZCCHC6	3.784475013
ZCCHC7	5.133461061
ZCCHC8	3.116873064
ZCCHC9	3.638048078
ZCRB1	27.14452054
ZCWPW1	1.780016613
ZCWPW2	0.170799232
ZDBF2	1.912819255
ZDHHC1	9.628472822
ZDHHC11	0.296313209
ZDHHC11B	0.760538868
ZDHHC12	17.07235992
ZDHHC13	5.753775761
ZDHHC14	1.052271325
ZDHHC15	1.168088103
ZDHHC16	9.835013407
ZDHHC17	3.499330143
ZDHHC18	8.252180409
ZDHHC19	0.869739375
ZDHHC2	12.43195244
ZDHHC20	18.24447738
ZDHHC20-IT1	0.12486459
ZDHHC20P1	0.194824183
ZDHHC20P2	0
ZDHHC20P3	0
ZDHHC20P4	0.081837765
ZDHHC21	2.49464244
ZDHHC22	0.007112949
ZDHHC23	1.323865536
ZDHHC24	6.374351283
ZDHHC3	16.05828538
ZDHHC4	14.69660089
ZDHHC4P1	0.053082531
ZDHHC5	36.86138863
ZDHHC6	6.559721939
ZDHHC7	23.30826775
ZDHHC8	18.65218328
ZDHHC8P1	2.478957452
ZDHHC9	15.61343227
ZEB1	2.53424595
ZEB1-AS1	2.086617351
ZEB2	1.743544714
ZEB2-AS1	0.112624789
ZEB2P1	0
ZER1	19.54345136
ZFAND1	7.907300561
ZFAND2A	12.2116584
ZFAND2B	3.437820728
ZFAND3	34.75975267
ZFAND4	0.925664966
ZFAND5	18.80811618
ZFAND6	13.43390818
ZFAND6P1	0
ZFAS1	38.18640854
ZFAT	1.63586643
ZFAT-AS1	0
ZFC3H1	3.962868951
ZFHX2	0.509913058
ZFHX2-AS1	0.528169623
ZFHX3	4.750747029
ZFHX4	0.021013739
ZFHX4-AS1	0
ZFP1	4.871744211
ZFP14	2.041728531
ZFP2	0.218430294
ZFP28	1.670113132
ZFP3	1.994571519
ZFP30	2.424366347
ZFP36	85.06198318
ZFP36L1	56.22875127
ZFP36L2	28.82290959
ZFP37	0.877628675
ZFP41	2.373330722
ZFP42	0
ZFP57	0
ZFP62	6.571382107
ZFP64	6.383673179
ZFP64P1	0
ZFP69	2.165139694
ZFP69B	1.819066705
ZFP82	0.516027124
ZFP90	7.079991366
ZFP91	19.72382118
ZFP91-CNTF	0.011365416
ZFP92	0.607449358
ZFPL1	4.094876829
ZFPM1	1.443197605
ZFPM2	0.731361214
ZFPM2-AS1	5.039722189
ZFR	28.06879512
ZFR2	0.009243005
ZFRP1	0
ZFX	4.401556255
ZFX-AS1	0.263503212
ZFY	0
ZFY-AS1	0
ZFYVE1	6.50773724
ZFYVE16	2.550240232
ZFYVE19	6.024017563
ZFYVE21	5.92623121
ZFYVE26	2.866654397
ZFYVE27	8.687039949
ZFYVE28	0.879138055
ZFYVE9	5.764535346
ZFYVE9P1	0
ZFYVE9P2	0
ZG16	0
ZG16B	0.412310842
ZGLP1	0.949196885
ZGPAT	3.978444187
ZGRF1	1.747253819
ZHX1	6.744280867
ZHX1-C8orf76	0.86293853
ZHX2	12.23228175
ZHX3	3.628497732
ZIC1	0.125121438
ZIC2	4.290664199
ZIC3	0.444996146
ZIC4	0
ZIC4-AS1	0
ZIC5	0.704668026
ZIK1	0.250821775
ZIK1P1	0
ZIM2	0
ZIM2-AS1	0.027442767
ZIM3	0
ZKSCAN1	11.11692958
ZKSCAN2	2.033553804
ZKSCAN3	1.594202596
ZKSCAN4	2.787503401
ZKSCAN5	4.608608524
ZKSCAN7	1.078992927
ZKSCAN7P1	0
ZKSCAN8	6.274755141
ZMAT1	2.226425047
ZMAT2	50.83201637
ZMAT3	3.611053919
ZMAT4	0.044654906
ZMAT5	5.45111977
ZMIZ1	8.297256545
ZMIZ1-AS1	0.285437012
ZMIZ2	14.76631393
ZMPSTE24	10.25134091
ZMYM1	2.076766073
ZMYM2	7.372860702
ZMYM3	11.1135985
ZMYM4	6.731943675
ZMYM4-AS1	0.059847952
ZMYM5	5.829928729
ZMYM6	1.096975329
ZMYND10	0.157599109
ZMYND10-AS1	0
ZMYND11	14.44000088
ZMYND12	0.31287255
ZMYND15	1.971068646
ZMYND19	13.70036183
ZMYND19P1	0.17452484
ZMYND8	11.32673309
ZNF10	0.877499936
ZNF100	0.810146843
ZNF101	1.888576928
ZNF101P1	0
ZNF101P2	0
ZNF106	5.380182813
ZNF107	3.22953319
ZNF112	1.035130049
ZNF114	0.91656353
ZNF114P1	0
ZNF117	4.709839555
ZNF12	8.800631704
ZNF121	4.21278077
ZNF123P	0
ZNF124	0.827086239
ZNF131	6.512723545
ZNF132	0.80699794
ZNF133	4.348859247
ZNF134	4.196986131
ZNF135	0.192608203
ZNF136	3.686324936
ZNF137P	0.744633584
ZNF138	4.125350814
ZNF14	4.787957907
ZNF140	2.085568594
ZNF141	0.93257154
ZNF142	5.844391232
ZNF143	3.309663839
ZNF146	35.52707797
ZNF148	4.93081694
ZNF154	0.447178281
ZNF155	0.214735283
ZNF157	0.296270598
ZNF16	1.935556127
ZNF160	6.232519709
ZNF165	1.095157868
ZNF169	0.867863233
ZNF17	2.066472459
ZNF174	9.446466465
ZNF175	1.21454281
ZNF177	0
ZNF18	3.192089459
ZNF180	1.458798517
ZNF181	2.082404993
ZNF182	2.657419242
ZNF184	3.818728725
ZNF185	13.4496705
ZNF189	11.42658307
ZNF19	0.351380462
ZNF192P1	0.36843674
ZNF192P2	0
ZNF195	5.47575737
ZNF197	2.220512013
ZNF197-AS1	0.396840913
ZNF2	2.289184155
ZNF20	0.158940462
ZNF200	2.967574018
ZNF202	4.085108164
ZNF204P	6.704243959
ZNF205	12.57970555
ZNF207	9.614746941
ZNF208	0.032002574
ZNF209P	0
ZNF211	3.196533511
ZNF212	9.738025369
ZNF213	9.985291246
ZNF213-AS1	5.794235353
ZNF214	0.326028262
ZNF215	0.320770152
ZNF217	24.39475521
ZNF219	10.85811559
ZNF22	9.196220785
ZNF221	0.262872822
ZNF222	1.083448117
ZNF223	0.478603837
ZNF224	0.839109733
ZNF225	0.634863693
ZNF226	1.765998756
ZNF227	1.978028526
ZNF229	0.104790991
ZNF23	0.486298487
ZNF230	0.63245164
ZNF232	2.104017506
ZNF233	0.061029842
ZNF234	1.56596014
ZNF235	0.412809966
ZNF236	4.692252871
ZNF236-DT	1.16668845
ZNF239	1.160558886
ZNF24	13.15123405
ZNF248	1.481107487
ZNF25	1.954760457
ZNF250	1.47115165
ZNF251	2.402739555
ZNF252P	3.351197443
ZNF252P-AS1	0.19524562
ZNF253	3.022783711
ZNF254	0.368582137
ZNF256	4.835059916
ZNF257	0.032774162
ZNF259P1	0.02787156
ZNF26	0.879552327
ZNF260	5.861419107
ZNF263	9.295175403
ZNF264	2.404629765
ZNF266	4.05246878
ZNF267	3.960256056
ZNF268	0.442407779
ZNF271P	8.261435089
ZNF273	2.038358152
ZNF274	1.513119684
ZNF275	5.373212201
ZNF276	4.948854288
ZNF277	6.884661465
ZNF28	3.802789347
ZNF280A	1.138197708
ZNF280B	1.300790996
ZNF280C	4.949854388
ZNF280D	1.919094909
ZNF281	3.687012846
ZNF282	16.02189954
ZNF283	0.437000157
ZNF284	0.467201914
ZNF285	0.03600814
ZNF285B	0.015546242
ZNF286A	0.866324356
ZNF286B	0.308129478
ZNF287	2.056799224
ZNF292	3.885754092
ZNF295-AS1	0.100771129
ZNF296	1.26010137
ZNF299P	0
ZNF29P	0.327026308
ZNF3	8.827539784
ZNF30	2.932157191
ZNF300	0.622766036
ZNF300P1	0.087848449
ZNF302	7.195098688
ZNF304	5.048224724
ZNF30-AS1	0.30766635
ZNF311	1.764459324
ZNF316	10.22510135
ZNF317	5.325912356
ZNF317P1	0
ZNF318	7.661426874
ZNF319	8.310477621
ZNF32	12.96991803
ZNF320	4.493512746
ZNF321P	1.502002077
ZNF322	4.441714107
ZNF322P1	0.090885723
ZNF324	3.191277911
ZNF324B	2.487406435
ZNF326	2.888573597
ZNF329	0.38887974
ZNF32-AS1	0.696249559
ZNF32-AS2	0.455307346
ZNF32-AS3	0
ZNF330	19.46528672
ZNF331	3.455104035
ZNF333	1.003132287
ZNF334	2.108783772
ZNF335	4.887001834
ZNF337	1.896974994
ZNF337-AS1	0.683132574
ZNF33A	1.657779513
ZNF33B	1.431876835
ZNF33BP1	0.029956608
ZNF33CP	0
ZNF34	4.030282815
ZNF341	1.943100789
ZNF341-AS1	0.117227069
ZNF343	3.697799088
ZNF345	1.739354782
ZNF346	5.39321235
ZNF346-IT1	0.479345944
ZNF347	1.814098844
ZNF35	2.310674806
ZNF350	0.423642805
ZNF350-AS1	0.080953467
ZNF354A	4.427672102
ZNF354B	2.1902914
ZNF354C	1.492559915
ZNF355P	0
ZNF358	17.26168593
ZNF362	15.85866514
ZNF365	1.053635295
ZNF366	0.511395102
ZNF367	6.517205576
ZNF37A	2.011894655
ZNF37BP	1.312441774
ZNF37CP	0
ZNF382	0.084949403
ZNF383	1.465382467
ZNF384	7.025290111
ZNF385A	35.15219054
ZNF385B	0.175892116
ZNF385C	0.54640433
ZNF385D	0.112206576
ZNF385D-AS1	0
ZNF385D-AS2	0
ZNF391	1.920755261
ZNF394	6.567770575
ZNF395	16.31973114
ZNF396	0.462981065
ZNF397	6.471741749
ZNF398	4.983835459
ZNF402P	0
ZNF404	0.842168596
ZNF407	1.685620753
ZNF408	7.916204077
ZNF41	1.958056347
ZNF410	0.361394186
ZNF414	3.555788586
ZNF415	2.158373632
ZNF415P1	0
ZNF416	3.132097337
ZNF417	1.666247268
ZNF418	0.128165831
ZNF419	1.303531437
ZNF420	2.471840907
ZNF423	0.946511621
ZNF425	0.715253634
ZNF426	1.558360517
ZNF426-DT	0.635149361
ZNF428	9.38527414
ZNF429	0.760947642
ZNF43	0.323963627
ZNF430	2.066787155
ZNF431	1.230444583
ZNF432	1.487109105
ZNF433	0.597760332
ZNF433-AS1	0.167899415
ZNF436	6.435984961
ZNF436-AS1	1.614068828
ZNF438	1.590143388
ZNF439	0.543389978
ZNF44	1.921690972
ZNF440	1.850723646
ZNF441	1.405910067
ZNF442	0.321998198
ZNF443	1.307154919
ZNF444	3.72265173
ZNF444P1	0
ZNF445	3.353492951
ZNF446	3.593502976
ZNF449	1.994553699
ZNF45	2.645094189
ZNF451	2.956862867
ZNF454	0.092874489
ZNF460	1.277501914
ZNF460-AS1	1.488900264
ZNF461	1.28072339
ZNF462	3.670462824
ZNF467	1.356429529
ZNF468	4.754359366
ZNF469	0.436231977
ZNF470	1.209864857
ZNF471	1.263556756
ZNF473	1.624796408
ZNF474	0.116202241
ZNF479	0
ZNF48	6.691461377
ZNF480	3.334369973
ZNF483	0.248945785
ZNF484	1.431095031
ZNF485	0.997041409
ZNF486	2.320881378
ZNF487	0.452684327
ZNF488	0.424311022
ZNF490	0.424250345
ZNF491	0.37146392
ZNF492	0.019413576
ZNF493	0.401740183
ZNF496	5.939575335
ZNF497	0.352453296
ZNF500	5.268841489
ZNF501	1.749381651
ZNF502	0.167859516
ZNF503	7.846286414
ZNF503-AS1	0.067164327
ZNF503-AS2	4.529138544
ZNF506	1.511612451
ZNF507	4.489970239
ZNF510	2.468189773
ZNF511	3.826495509
ZNF512	9.725128867
ZNF512B	15.22676196
ZNF513	11.89407818
ZNF514	6.386733072
ZNF516	7.91979155
ZNF517	4.176424144
ZNF518A	1.959815725
ZNF518B	2.199128217
ZNF519	0.254047675
ZNF519P1	0
ZNF519P2	0
ZNF519P3	0
ZNF519P4	0
ZNF521	0.785746
ZNF524	9.210599777
ZNF525	2.966248893
ZNF526	4.778826019
ZNF527	1.195099248
ZNF528	3.590771864
ZNF528-AS1	3.480000144
ZNF529	2.177988008
ZNF529-AS1	2.17644061
ZNF530	1.362837668
ZNF532	12.23069088
ZNF534	0
ZNF536	0.155954152
ZNF540	0.453156343
ZNF541	0.418987089
ZNF542P	0.222573129
ZNF543	3.581112354
ZNF544	5.617330432
ZNF546	0.533727848
ZNF547	0.569729689
ZNF548	3.605203038
ZNF549	0.393742635
ZNF550	2.27343392
ZNF551	1.948407325
ZNF552	4.034600913
ZNF554	1.489313406
ZNF555	0.857139889
ZNF556	1.036296326
ZNF557	1.241591406
ZNF558	2.983995182
ZNF559	2.323062145
ZNF559-ZNF177	0.057818496
