	88d2f686-ae1a-4375-93d9-febc927f0082
	tumor
TSC22D2	6.062926586
TSC22D3	76.01858957
TSC22D4	21.22933311
TSEN15	22.90496009
TSEN15P1	0.106680427
TSEN15P2	0
TSEN15P3	0
TSEN2	1.502693675
TSEN2P1	0
TSEN34	19.48973387
TSEN54	26.27238094
TSFM	9.100505853
TSG101	22.03913685
TSGA10	0.636936391
TSGA10IP	0
TSGA13	0.024320682
TSHB	0
TSHR	0.084615613
TSHZ1	7.633009648
TSHZ2	5.312377442
TSHZ3	3.475687547
TSIX	0.019289315
TSKS	0.022978009
TSKU	34.94455406
TSLP	2.636678247
TSN	23.00092453
TSNARE1	6.249978951
TSNAX	6.413090173
TSNAX-DISC1	0.030891436
TSNAXIP1	0.413622059
TSPAN1	4.528056571
TSPAN10	0.573140311
TSPAN11	0.467298663
TSPAN12	2.634464901
TSPAN13	46.28186886
TSPAN14	10.68064119
TSPAN15	6.924652297
TSPAN16	0.087989141
TSPAN17	10.49820293
TSPAN18	15.50141463
TSPAN19	0.006724654
TSPAN2	0.926414702
TSPAN3	19.43518963
TSPAN31	7.503932908
TSPAN32	0.311420781
TSPAN33	31.60572509
TSPAN4	3.99284509
TSPAN5	9.298462692
TSPAN6	23.80549609
TSPAN7	16.98559922
TSPAN8	0.828795534
TSPAN9	10.51406177
TSPAN9-IT1	0.048879377
TSPEAR	1.284114037
TSPEAR-AS1	3.744347077
TSPEAR-AS2	3.358882237
TSPO	90.69889222
TSPO2	0.139019281
TSPOAP1	4.081578654
TSPOAP1-AS1	0.556880122
TSPY1	0
TSPY10	0
TSPY11P	0
TSPY12P	0
TSPY13P	0
TSPY14P	0
TSPY15P	0
TSPY16P	0
TSPY17P	0
TSPY18P	0
TSPY19P	0
TSPY2	0
TSPY20P	0
TSPY21P	0
TSPY22P	0
TSPY23P	0
TSPY24P	0
TSPY25P	0
TSPY26P	11.91438132
TSPY3	0
TSPY4	0
TSPY5P	0
TSPY6P	0
TSPY7P	0
TSPY8	0
TSPY9P	0
TSPYL1	24.21607195
TSPYL2	9.493544637
TSPYL4	7.327579903
TSPYL5	22.57071351
TSPYL6	0.044464568
TSR1	8.555645164
TSR2	48.2788043
TSR3	74.38835591
TSSC2	2.899883038
TSSC4	19.6702819
TSSK1A	0.286148019
TSSK1B	0
TSSK2	0
TSSK3	0.275830496
TSSK4	0.82810404
TSSK5P	0.636024705
TSSK6	2.440330768
TST	15.18874278
TSTA3	12.14999343
TSTD1	40.09288481
TSTD2	2.32853864
TSTD3	0.885214663
TTBK1	0.578474365
TTBK2	3.111319736
TTC1	15.83293314
TTC12	4.828788305
TTC13	2.804413637
TTC14	4.4154224
TTC16	0.090561131
TTC17	7.585711975
TTC19	4.489348746
TTC21A	0.307729328
TTC21B	3.884749763
TTC21B-AS1	0.021477881
TTC22	4.001440974
TTC23	5.040077541
TTC23L	0.096072079
TTC24	0.087391972
TTC25	0.846082464
TTC26	2.873958743
TTC27	12.43706205
TTC28	2.961004037
TTC28-AS1	1.876546967
TTC29	0
TTC3	9.533198814
TTC30A	2.675759354
TTC30B	3.070481511
TTC31	8.407156886
TTC32	8.893929981
TTC33	7.035823276
TTC34	0.470252745
TTC36	0.626179214
TTC37	7.621184026
TTC38	3.124755566
TTC39A	1.109136865
TTC39A-AS1	0.044959427
TTC39B	5.321678107
TTC39C	3.569445744
TTC39C-AS1	0.336232679
TTC39CP1	0
TTC39DP	0.146464389
TTC3-AS1	0.125206061
TTC3P1	1.694018862
TTC4	0.887894506
TTC41P	0.229676782
TTC4P1	0
TTC5	3.436252939
TTC6	0.335122761
TTC7A	9.13565333
TTC7B	2.274545776
TTC8	2.796631562
TTC9	6.255435943
TTC9B	0.175940712
TTC9C	8.52951567
TTF1	4.913023537
TTF2	4.352170564
TTI1	14.1920218
TTI2	4.13809888
TTK	2.207695398
TTL	2.792071292
TTLL1	6.188257682
TTLL10	0.250805872
TTLL10-AS1	0.062220181
TTLL11	1.321056768
TTLL11-IT1	0.026112367
TTLL12	34.72705241
TTLL13P	0.098560466
TTLL2	0.223480393
TTLL3	1.78629247
TTLL4	3.620991879
TTLL5	2.803905328
TTLL6	0
TTLL7	0.427308586
TTLL7-IT1	0
TTLL8	0.010147843
TTLL9	0.009272645
TTN	0.017643783
TTN-AS1	0.034580491
TTPA	0
TTPAL	7.179536678
TTR	0.012641606
TTTY1	0
TTTY10	0
TTTY11	0
TTTY12	0
TTTY13	0
TTTY14	0
TTTY15	0
TTTY16	0
TTTY17A	0
TTTY17B	0
TTTY17C	0
TTTY18	0
TTTY19	0
TTTY1B	0
TTTY2	0
TTTY20	0
TTTY21	0
TTTY21B	0
TTTY22	0
TTTY23	0
TTTY23B	0
TTTY23B	0
TTTY25P	0
TTTY2B	0
TTTY3	0
TTTY3B	0
TTTY4	0
TTTY4B	0
TTTY4C	0
TTTY5	0
TTTY6	0
TTTY6B	0
TTTY7	0
TTTY7B	0
TTTY8	0
TTTY8B	0
TTTY9B	0
TTYH1	0.089390892
TTYH2	0.945486293
TTYH3	31.62054668
TUB	4.871242213
TUBA1A	62.25563784
TUBA1B	99.50457103
TUBA1C	39.91514622
TUBA3C	0.017711289
TUBA3D	0.240665168
TUBA3E	0.017814663
TUBA3FP	0.651061107
TUBA3GP	0
TUBA4A	13.26031949
TUBA4B	0
TUBA8	0.060357506
TUBAL3	0.04583461
TUBAP	0
TUBAP2	0.187335591
TUBAP4	0
TUB-AS1	0
TUBB	354.0868343
TUBB1	0.078576115
TUBB1P1	0
TUBB1P2	0
TUBB2A	6.314807942
TUBB2B	2.654368501
TUBB2BP1	0
TUBB3	0.20463136
TUBB3P1	0
TUBB3P2	0
TUBB4A	1.141289735
TUBB4AP1	0
TUBB4B	181.1133969
TUBB4BP1	0
TUBB4BP2	0
TUBB4BP3	0
TUBB4BP4	0
TUBB4BP5	0
TUBB4BP6	0
TUBB4BP7	0
TUBB6	9.648268997
TUBB7P	0.021049969
TUBB8	0.119796286
TUBB8P1	0.075571416
TUBB8P10	0
TUBB8P11	0
TUBB8P12	0.319202712
TUBB8P2	0.221981494
TUBB8P3	0
TUBB8P4	0
TUBB8P5	0
TUBB8P6	0
TUBB8P7	0.24507081
TUBB8P8	0.129821408
TUBB8P9	0.021528378
TUBBP1	0.967966083
TUBBP10	0
TUBBP11	0
TUBBP2	0.066837494
TUBBP5	2.370217223
TUBBP6	0.164986245
TUBBP8	0
TUBBP9	0
TUBD1	4.487625875
TUBE1	1.638836556
TUBG1	19.7908563
TUBG1P	0.121370588
TUBG2	8.720701544
TUBGCP2	8.911668705
TUBGCP3	3.732408041
TUBGCP4	2.218076206
TUBGCP5	3.532368758
TUBGCP6	6.734470749
TUFM	110.9211028
TUFMP1	0.020393623
TUFT1	21.54831831
TUG1	35.61462362
TULP1	1.05868963
TULP2	0.31885065
TULP3	10.68237963
TULP3P1	0
TULP4	4.653276901
TUNAR	0.726641549
TUSC1	2.610473159
TUSC2	8.391772339
TUSC3	13.1158343
TUSC5	0.007639102
TUSC7	0
TUSC8	0
TUT1	5.821100326
TVP23A	0.156051183
TVP23B	2.914785147
TVP23BP1	0.133566661
TVP23BP2	0
TVP23C	0.328530569
TVP23C-CDRT4	0.053219651
TVP23CP1	0.042989374
TVP23CP2	0.044093435
TWF1	20.0088202
TWF1P1	0.104748179
TWF2	17.22912285
TWIST1	0.459413249
TWIST2	1.023916236
TWISTNB	8.302230051
TWNK	6.499508035
TWSG1	14.16558511
TXK	0.110766975
TXLNA	15.63804814
TXLNB	0.578671628
TXLNG	11.01888014
TXLNGY	0
TXN	204.0541071
TXN2	44.95734346
TXNDC11	21.18508729
TXNDC12	16.52753122
TXNDC12-AS1	0.070256291
TXNDC15	9.923711141
TXNDC16	5.703879828
TXNDC17	7.303126618
TXNDC2	0.008098529
TXNDC5	2.442074731
TXNDC8	0
TXNDC9	10.1745131
TXNIP	148.6270968
TXNL1	10.08067712
TXNL1P1	0
TXNL4A	11.9364915
TXNL4B	5.719349687
TXNP1	0.074043692
TXNP2	0
TXNP3	0
TXNP4	0.797522222
TXNP5	0.348828062
TXNP6	0.443067901
TXNP7	0
TXNRD1	52.08201089
TXNRD2	3.706014796
TXNRD3	3.122762108
TXNRD3NB	0
TYK2	14.40634659
TYMP	16.10973191
TYMS	9.942658954
TYMSOS	1.210265394
TYMSP1	0
TYMSP2	0
TYR	0.109297917
TYRL	0
TYRO3	2.675490517
TYRO3P	0
TYROBP	48.73160713
TYRP1	1.211597067
TYSND1	10.58890839
TYW1	7.513702646
TYW1B	0.910614692
TYW3	4.451411823
TYW5	0.994538848
U2AF1	0.135966661
U2AF1L4	2.684914425
U2AF1L5	0.009805536
U2AF2	53.23813454
U2SURP	10.42919193
U40455.1	0.254059744
U47924.1	0.189886243
U47924.2	2.97990426
U47924.3	0.059588308
U51244.1	0
U52111.1	0.884505377
U52112.1	0
U62317.1	0.524908469
U62317.2	1.186421024
U62317.3	4.498046059
U62317.4	0.306587164
U62317.5	0.379422788
U62631.1	0.442049354
U73023.1	0.156972628
U73166.1	1.904601217
U73169.1	0
U73479.1	0
U82695.1	0.039243157
U85056.1	0
U91319.1	0
U91324.1	0
U91328.1	1.616285956
U91328.2	0
U91328.3	0.478204814
U95743.1	0.02711768
UACA	3.456499981
UAP1	10.85381001
UAP1L1	3.057445277
UBA1	75.09178386
UBA2	45.22458018
UBA3	7.412808701
UBA5	5.291244466
UBA52	135.3797779
UBA52P3	0
UBA52P5	0.520762272
UBA52P6	0.143823088
UBA52P7	0
UBA52P8	0.500759034
UBA52P9	0
UBA6	8.595253733
UBA6-AS1	2.995854277
UBA7	5.095134635
UBAC1	18.11060496
UBAC2	13.06371701
UBAC2-AS1	1.302934855
UBALD1	11.78053764
UBALD2	87.28708866
UBAP1	18.28374358
UBAP1L	0.460196815
UBAP2	4.427508876
UBAP2L	25.22587578
UBASH3A	0.311050581
UBASH3B	1.807772106
UBB	233.1832743
UBBP1	0.232306214
UBBP2	0
UBBP3	0
UBBP5	0
UBC	201.0089266
UBD	0.783419049
UBDP1	0
UBE2A	18.95215389
UBE2B	11.61077542
UBE2C	29.17908761
UBE2CP1	0
UBE2CP2	3.016336769
UBE2CP3	0
UBE2CP4	0
UBE2D1	4.507446942
UBE2D2	19.09627637
UBE2D3	27.39109217
UBE2D3P1	0.494958736
UBE2D3P2	0.185192426
UBE2D3P3	0.064635788
UBE2D3P4	0
UBE2D4	4.587111216
UBE2DNL	0
UBE2E1	16.11216278
UBE2E1-AS1	0.211852518
UBE2E2	2.357705856
UBE2E2-AS1	0.051635733
UBE2E3	15.8371812
UBE2F	4.699363414
UBE2FP1	0.860364515
UBE2FP2	0.118918657
UBE2FP3	0.314544388
UBE2F-SCLY	0.025793624
UBE2G1	9.09621622
UBE2G2	8.432923114
UBE2H	56.52623128
UBE2HP1	0.076306139
UBE2I	18.94448299
UBE2J1	12.14708348
UBE2J2	8.377481233
UBE2K	10.1972352
UBE2L2	0
UBE2L3	36.21658726
UBE2L4	0.059203038
UBE2L5	0.354454321
UBE2L6	49.82648443
UBE2M	51.05468278
UBE2MP1	0.599350033
UBE2N	15.56893534
UBE2NL	0
UBE2NP1	0
UBE2O	24.26139054
UBE2Q1	20.20159629
UBE2Q1-AS1	0.445119141
UBE2Q2	9.021239739
UBE2Q2L	0.385353645
UBE2Q2P1	1.589034746
UBE2Q2P10	0
UBE2Q2P11	0.134001024
UBE2Q2P12	0
UBE2Q2P2	2.591529232
UBE2Q2P4Y	0
UBE2Q2P5Y	0
UBE2Q2P6	0.601098684
UBE2Q2P8	0
UBE2Q2P9	0
UBE2QL1	0.674505964
UBE2R2	18.34942607
UBE2R2-AS1	0.254746923
UBE2S	12.49362486
UBE2SP1	1.806710365
UBE2SP2	0.165816156
UBE2T	20.04164607
UBE2U	0.014945707
UBE2V1	2.970522901
UBE2V1P1	0.246923235
UBE2V1P10	0
UBE2V1P11	0
UBE2V1P12	0
UBE2V1P13	0
UBE2V1P14	0
UBE2V1P15	0
UBE2V1P2	0.062432295
UBE2V1P3	0
UBE2V1P4	0
UBE2V1P5	0
UBE2V1P6	0
UBE2V1P7	0
UBE2V1P8	0
UBE2V1P9	0
UBE2V2	6.715771863
UBE2V2P1	0
UBE2V2P2	0.054504385
UBE2V2P3	0
UBE2V2P4	0
UBE2W	3.511593384
UBE2WP1	0
UBE2Z	50.10340902
UBE3A	6.756653692
UBE3AP2	0
UBE3B	4.921387473
UBE3C	11.66441124
UBE3D	0.71747342
UBE4A	7.560991461
UBE4B	7.547686934
UBFD1	7.572713613
UBFD1P1	0
UBIAD1	4.837827199
UBL3	12.07461095
UBL4A	31.7944178
UBL4B	0.130102482
UBL5	35.65010146
UBL5P1	0
UBL5P2	0
UBL5P3	0
UBL5P4	0.116399194
UBL7	23.8123729
UBL7-AS1	2.345409731
UBLCP1	12.19529496
UBN1	19.75053798
UBN2	2.893542184
UBOX5	7.19513095
UBOX5-AS1	0.365908074
UBP1	7.472685162
UBQLN1	16.23432664
UBQLN1P1	0
UBQLN2	14.60531962
UBQLN3	0
UBQLN4	15.94518886
UBQLN4P1	0.106769278
UBQLN4P2	0
UBQLNL	0.33254037
UBR1	3.314797685
UBR2	6.096894994
UBR3	6.049287991
UBR4	6.526053504
UBR5	9.325385725
UBR5-AS1	2.006316814
UBR7	20.33122733
UBTD1	8.485815122
UBTD2	9.719844023
UBTF	33.68469177
UBTFL1	0
UBTFL10	0.048879377
UBTFL11	0
UBTFL2	0
UBTFL3	0
UBTFL5	0
UBTFL6	0.053652754
UBTFL7	0
UBTFL8	0
UBTFL9	0
UBXN1	45.3171669
UBXN10	0.133135104
UBXN10-AS1	0.053863157
UBXN11	3.305301612
UBXN2A	5.614553352
UBXN2B	6.100527125
UBXN4	32.98897072
UBXN6	30.72497406
UBXN7	8.396040584
UBXN7-AS1	0.355831734
UBXN8	1.870057805
UCA1	1.027593757
UCHL1	40.35063254
UCHL1-AS1	0.031216148
UCHL3	3.460813841
UCHL5	4.136409021
UCK1	12.35546269
UCK2	5.050029699
UCKL1	16.63414896
UCKL1-AS1	0.312681456
UCMA	0
UCN	0.967504247
UCN2	1.76209989
UCN3	0.824106296
UCP1	2.085631529
UCP2	51.46951585
UCP3	0.611443325
UEVLD	5.215106025
UFC1	22.60191849
UFD1	10.69124468
UFL1	8.460752013
UFL1-AS1	0
UFM1	11.34039471
UFSP1	3.337244371
UFSP2	10.28280779
UGCG	10.84522695
UGDH	17.57550139
UGDH-AS1	1.113790353
UGGT1	9.713450716
UGGT2	1.699188239
UGP2	19.41312752
UGT1A1	0.368975284
UGT1A10	20.90938052
UGT1A11P	0
UGT1A12P	0
UGT1A13P	0
UGT1A2P	0.285487169
UGT1A3	0.055570216
UGT1A4	0.076245626
UGT1A5	0.02342875
UGT1A6	7.29710594
UGT1A7	10.44883193
UGT1A8	1.871671964
UGT1A9	0.1137012
UGT2A1	0.083521465
UGT2A2	0
UGT2A3	0.008971329
UGT2A3P7	0
UGT2B10	0
UGT2B11	0
UGT2B15	0.062688749
UGT2B17	0.608391745
UGT2B24P	0
UGT2B25P	0
UGT2B26P	0
UGT2B27P	0
UGT2B28	0.021171645
UGT2B29P	0.028232487
UGT2B4	0
UGT2B7	0
UGT3A1	0.17158764
UGT3A2	2.916288055
UGT8	24.91552127
UHMK1	10.12232371
UHRF1	8.916472395
UHRF1BP1	5.766858752
UHRF1BP1L	2.852484005
UHRF2	3.237491212
UHRF2P1	0
UIMC1	6.85740837
ULBP1	4.563796801
ULBP2	4.194857844
ULBP3	5.950025213
ULK1	12.10306828
ULK2	3.53878148
ULK3	11.69593406
ULK4	0.421719288
ULK4P1	0.016283468
ULK4P2	0.01757531
ULK4P3	0
UMAD1	4.775745135
UMOD	0
UMODL1	0.026420922
UMODL1-AS1	0.012830551
UMPS	5.33891267
UNC119	8.72639857
UNC119B	8.137950525
UNC13A	0.078416299
UNC13B	7.524610747
UNC13C	0
UNC13D	3.60741404
UNC45A	22.08461257
UNC45B	0.06288303
UNC50	20.42403944
UNC5A	0.107206971
UNC5B	4.461248817
UNC5B-AS1	0.233127665
UNC5C	0.442197108
UNC5CL	2.058513813
UNC5D	0.04317618
UNC79	0.149282688
UNC80	0.473575121
UNC93A	0.020355843
UNC93B1	7.184992884
UNC93B2	0.150521698
UNC93B3	0.079971499
UNC93B4	0
UNC93B5	0.117897896
UNC93B6	0
UNC93B7	0
UNC93B8	0
UNCX	0
UNG	28.62594912
UNGP1	0
UNGP3	0.28487625
UNK	14.81174006
UNKL	4.963259161
UOX	0.030153908
UPB1	0.056614594
UPF1	29.93933454
UPF2	6.381498126
UPF3A	2.655643989
UPF3AP1	0.048792557
UPF3AP2	0.055985482
UPF3AP3	0.357219894
UPF3B	8.975844945
UPK1A	0.201099633
UPK1A-AS1	0.069107446
UPK1B	186.4846594
UPK2	0.198699529
UPK3A	0.078411636
UPK3B	0.66093738
UPK3BL1	0.04093921
UPK3BP1	0.215875912
UPP1	9.146733631
UPP2	0.027869675
UPP2-IT1	0
UPRT	10.08375491
UQCC1	5.221041066
UQCC2	5.993180782
UQCC3	12.68120197
UQCR10	77.05746049
UQCR11	21.42957329
UQCRB	13.01265114
UQCRBP1	0.490539462
UQCRBP2	0
UQCRBP3	0
UQCRC1	50.38185894
UQCRC2	24.4583333
UQCRC2P1	0
UQCRFS1	18.2686777
UQCRFS1P1	0.100500768
UQCRFS1P2	0
UQCRFS1P3	0
UQCRH	43.52701577
UQCRHL	0.567045616
UQCRHP1	0.10025624
UQCRHP2	0
UQCRHP3	0
UQCRHP4	0.100993419
UQCRQ	46.26267001
URAD	0
URAHP	1.26785584
URB1	3.391531887
URB1-AS1	10.18149776
URB2	5.012477887
URGCP	8.837478754
URGCP-MRPS24	0.172768615
URI1	24.0819476
URM1	13.90951896
UROC1	0.024755371
UROD	14.36801554
UROS	4.035966405
USB1	9.243152284
USE1	5.68388135
USF1	18.73289568
USF1P1	0.052224734
USF2	28.05822324
USF3	2.333508146
USH1C	1.607657062
USH1G	3.582399487
USH2A	0.024113127
USHBP1	0.403427237
USO1	28.52399298
USP1	12.559099
USP10	27.7458307
USP11	45.36833673
USP12	11.12027937
USP12-AS1	0
USP12-AS2	0.689216735
USP12PX	0
USP12PY	0
USP13	4.781248612
USP14	9.295915347
USP15	2.273386922
USP16	5.35992328
USP17L1	0
USP17L10	0
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L2	0.028764618
USP17L20	0
USP17L21	0
USP17L22	0
USP17L23	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L3	0
USP17L30	0
USP17L4	0
USP17L5	0
USP17L6P	0
USP17L7	0.040636405
USP17L8	0
USP17L9P	0
USP18	6.077251689
USP19	10.32469587
USP2	1.14408763
USP20	6.806601538
USP21	7.714137042
USP22	29.0236809
USP24	3.824431335
USP24P1	0.070526855
USP25	3.135740433
USP26	0.019881937
USP27X	3.305239155
USP27X-AS1	1.88186725
USP28	10.92275874
USP29	0
USP2-AS1	0.201902004
USP3	3.66552517
USP30	4.622056732
USP30-AS1	0.795631078
USP31	4.928498998
USP32	10.67636525
USP32P1	0.010736142
USP32P2	0.119398615
USP32P3	2.233810169
USP33	7.357950112
USP34	6.068453533
USP35	4.703479464
USP36	11.82691439
USP37	1.747566634
USP38	6.265197472
USP39	36.17281683
USP3-AS1	0.606406399
USP4	8.155669755
USP40	7.798696234
USP41	0.034510314
USP42	5.453644605
USP43	0.780526878
USP44	0.362121222
USP45	1.040667496
USP46	5.428115933
USP46-AS1	4.560893622
USP47	12.17670353
USP48	5.099503
USP49	1.662650739
USP5	39.36073944
USP50	0
USP51	1.651827913
USP53	4.156162295
USP54	5.038229688
USP6	0.0463118
USP6NL	2.439088483
USP7	36.05702035
USP8	1.915288143
USP8P1	0
USP9X	15.44289337
USP9Y	0
USP9YP1	0
USP9YP10	0
USP9YP11	0
USP9YP12	0
USP9YP13	0
USP9YP14	0
USP9YP15	0
USP9YP16	0
USP9YP17	0
USP9YP18	0
USP9YP19	0
USP9YP2	0
USP9YP20	0
USP9YP21	0
USP9YP22	0
USP9YP23	0
USP9YP24	0
USP9YP25	0
USP9YP26	0
USP9YP27	0
USP9YP28	0
USP9YP29	0
USP9YP3	0
USP9YP30	0
USP9YP31	0
USP9YP32	0
USP9YP33	0
USP9YP34	0
USP9YP35	0
USP9YP36	0
USP9YP4	0
USP9YP5	0
USP9YP6	0
USP9YP7	0
USP9YP8	0
USP9YP9	0
USPL1	4.668595666
UST	16.37496621
UST-AS1	0.038473683
UTF1	0
UTP11	6.037765476
UTP14A	7.534647726
UTP14C	3.855468051
UTP15	4.128571329
UTP18	22.81612433
UTP20	4.625869338
UTP23	4.367407699
UTP3	23.83931864
UTP4	13.19111644
UTP6	5.391827238
UTRN	7.627478841
UTS2	0.030675835
UTS2B	0.071351194
UTS2R	0.040486676
UTY	0
UVRAG	8.381181787
UVSSA	1.627864288
UXS1	8.609131697
UXT	34.78528586
UXT-AS1	0.284481138
VAC14	8.792724254
VAC14-AS1	0.118869649
VAMP1	1.841578315
VAMP2	14.32351212
VAMP3	32.6656626
VAMP4	9.483319202
VAMP5	12.175441
VAMP7	14.28615714
VAMP8	101.417795
VANGL1	3.461816339
VANGL2	17.63443435
VAPA	7.08028473
VAPB	8.779567309
VARS	31.57651158
VARS2	9.225021944
VASH1	3.18556417
VASH1-AS1	1.222223119
VASH2	0.26000859
VASN	4.953644401
VASP	18.46858597
VAT1	47.72174133
VAT1L	0.219124227
VAV1	6.457573143
VAV2	2.794400088
VAV3	0.381583165
VAV3-AS1	0
VAX1	0.654956628
VAX2	6.729842172
VBP1	34.58959527
VCAM1	1.766558379
VCAN	12.34686932
VCAN-AS1	0.125291721
VCL	14.2299646
VCP	65.19502179
VCPIP1	2.82659673
VCPKMT	5.574246965
VCX	1.536248703
VCX2	0
VCX3A	0.165649507
VCX3B	0.046757804
VCY	0
VCY1B	0
VDAC1	52.30890737
VDAC1P1	0.064788231
VDAC1P10	0
VDAC1P11	0.064484061
VDAC1P12	0
VDAC1P13	0
VDAC1P2	0
VDAC1P3	0
VDAC1P4	0
VDAC1P5	0
VDAC1P6	0.064257801
VDAC1P7	0.064864722
VDAC1P8	0.449279133
VDAC1P9	0
VDAC2	22.32015283
VDAC2P1	0
VDAC2P2	0
VDAC2P3	0.033176582
VDAC2P4	0
VDAC3	26.3070332
VDAC3P1	0.064635788
VDR	3.088825148
VEGFA	22.12312238
VEGFB	59.95439978
VEGFC	1.316753861
VEGFD	0.357253078
VENTX	0.198170528
VENTXP1	0
VENTXP2	0
VENTXP3	0
VENTXP4	0
VENTXP5	0
VENTXP6	0
VENTXP7	0
VEPH1	0.058679118
VEZF1	20.73824718
VEZF1P1	0
VEZT	9.865685739
VGF	0.050795506
VGLL1	8.253541315
VGLL2	0
VGLL3	0.712032397
VGLL4	9.940655935
VHL	10.04785032
VHLL	0.040636405
VIL1	0.206423542
VILL	2.040329052
VIM	77.75203609
VIM2P	0.02122891
VIM-AS1	0.717093832
VIP	0.312161476
VIPAS39	8.014312918
VIPR1	2.2470215
VIPR1-AS1	0.052857822
VIPR2	0.010520954
VIRMA	6.273950075
VIT	0.140683015
VKORC1	14.81962029
VKORC1L1	15.20896854
VLDLR	1.417779329
VLDLR-AS1	0.099614669
VMA21	22.01273031
VMAC	3.351511851
VMO1	1.676264363
VMP1	32.99126129
VN1R1	0.221816399
VN1R104P	0
VN1R105P	0
VN1R107P	0
VN1R108P	0.297869745
VN1R10P	0
VN1R110P	0.056581277
VN1R11P	0.031647707
VN1R12P	0
VN1R13P	0
VN1R17P	0
VN1R2	0
VN1R20P	0.142185351
VN1R21P	0
VN1R25P	0
VN1R28P	0
VN1R3	0
VN1R31P	0
VN1R32P	0
VN1R33P	0
VN1R34P	0
VN1R35P	0
VN1R36P	0
VN1R37P	0
VN1R38P	0
VN1R4	0
VN1R40P	0
VN1R42P	0.63884209
VN1R46P	0
VN1R48P	0
VN1R5	0.025625196
VN1R51P	0
VN1R53P	0
VN1R54P	0.052374089
VN1R64P	0
VN1R65P	0.033997784
VN1R66P	0
VN1R67P	0.030087853
VN1R68P	0
VN1R69P	0
VN1R6P	0
VN1R70P	0
VN1R71P	0
VN1R74P	0
VN1R76P	0
VN1R78P	0
VN1R79P	0
VN1R7P	0
VN1R80P	0
VN1R81P	1.698426954
VN1R82P	0
VN1R83P	0.802500513
VN1R84P	0
VN1R85P	0
VN1R87P	0
VN1R88P	0
VN1R8P	0
VN1R90P	0
VN1R91P	0.16254562
VN1R92P	0
VN1R93P	0
VN1R96P	0
VN1R9P	0
VN2R10P	0.032204232
VN2R17P	0
VN2R19P	0
VN2R1P	0
VN2R3P	0
VN2R9P	0
VNN1	0.539498648
VNN2	0.521652295
VNN3	0
VOPP1	18.2417762
VPREB1	0
VPREB3	8.511261744
VPS11	9.561325796
VPS13A	2.347671926
VPS13A-AS1	0
VPS13B	3.007327354
VPS13C	3.044692068
VPS13D	3.583488396
VPS16	15.008991
VPS18	9.912071279
VPS25	26.44179102
VPS25P1	0.054075216
VPS26A	13.34597573
VPS26AP1	0.056118917
VPS26B	15.52958802
VPS26BP1	0
VPS26C	3.945833822
VPS28	25.77199843
VPS29	18.11955917
VPS33A	2.458551002
VPS33B	6.251321437
VPS33B-DT	0.120167147
VPS35	17.14030458
VPS35L	6.640438772
VPS35P1	0
VPS36	7.648011759
VPS37A	5.616329758
VPS37B	20.29925301
VPS37C	13.88078029
VPS37D	6.605690071
VPS39	10.71976109
VPS41	9.486571641
VPS45	4.57544377
VPS4A	15.77962496
VPS4B	23.01386064
VPS50	2.22283801
VPS51	20.65615617
VPS52	11.0234664
VPS53	1.622002917
VPS54	14.55257435
VPS72	9.894110791
VPS8	6.545573834
VPS9D1	12.23658415
VPS9D1-AS1	17.14341677
VRK1	10.95204431
VRK2	8.49392354
VRK3	3.735230659
VRTN	0.00735284
VSIG1	0.670538421
VSIG10	1.756777493
VSIG10L	0.954282019
VSIG2	0.441211471
VSIG4	8.15835156
VSIG8	0.135991138
VSIR	5.946164771
VSNL1	22.95514798
VSTM1	0
VSTM2A	0
VSTM2A-OT1	0
VSTM2B	0.018461163
VSTM2L	0.729173513
VSTM4	1.479630208
VSTM5	3.661267254
VSX1	0.064232759
VSX2	0
VTA1	8.794855127
VTA1P1	0.126883186
VTA1P2	0
VTCN1	1.188833
VTI1A	2.47323369
VTI1B	12.32339523
VTI1BP1	0
VTI1BP2	0.078937385
VTI1BP3	0
VTI1BP4	0
VTN	0.147141627
VTRNA1-1	0
VTRNA1-2	0
VTRNA1-3	0
VTRNA2-1	0.216300865
VTRNA2-2P	0
VTRNA3-1P	0
VWA1	8.975952087
VWA2	0.241331744
VWA3A	0.02180608
VWA3B	0.142195621
VWA5A	3.741062471
VWA5B1	0.017230804
VWA5B2	0.139028985
VWA7	2.30302749
VWA8	3.267778142
VWA8-AS1	0.255536836
VWA8P1	0
VWC2	0.012156036
VWC2L	0
VWC2L-IT1	0
VWCE	0.428341393
VWDE	4.562848418
VWF	23.41748811
VWFP1	0.066147736
WAC	8.839691753
WAC-AS1	7.915303419
WAPL	8.229742817
WARS	31.0778892
WARS2	2.170767819
WARS2-IT1	0.6000774
WARS2P1	0
WARSP1	0
WAS	4.672589246
WASF1	6.530494676
WASF1P1	0
WASF2	39.13875743
WASF3	0.659881058
WASF3-AS1	0
WASF4P	0.018387021
WASF5P	0
WASH2P	0.807947349
WASH3P	1.811094227
WASH4P	0.661401522
WASH6P	2.278278557
WASH7P	0.853996162
WASHC1	1.999747078
WASHC2A	3.445091254
WASHC2C	1.888516707
WASHC3	11.04952907
