	779250be-012c-4e5b-9b4e-258192607c4b
	normal
AC006272.1	0.028387315
AC006272.2	0.444533276
AC006273.1	0.891777122
AC006277.1	0.165457494
AC006288.1	0
AC006296.1	0
AC006296.2	0
AC006299.1	0.077669383
AC006305.1	0.005204184
AC006305.2	0
AC006305.3	0
AC006326.1	0
AC006328.1	0
AC006329.1	0.200039974
AC006329.2	0.039771061
AC006330.1	0.346990997
AC006333.1	0
AC006333.2	4.0910192
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0
AC006355.1	0
AC006355.2	0
AC006357.1	0
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.657674003
AC006369.2	0
AC006372.1	0
AC006372.2	0.053663692
AC006372.3	0.015480166
AC006372.4	0.02031082
AC006378.1	0.936245792
AC006378.2	0.227832281
AC006380.1	0
AC006386.1	0
AC006386.2	0.077191123
AC006387.1	0.035775795
AC006390.1	0
AC006427.1	0.022008143
AC006435.1	0
AC006435.2	1.117457231
AC006435.3	0
AC006435.4	0
AC006435.5	0
AC006441.1	0.502007258
AC006441.2	0
AC006441.3	0
AC006441.4	0.015940791
AC006441.5	0
AC006445.1	0
AC006445.2	0
AC006449.1	0
AC006449.2	0.902786716
AC006449.3	0.027832678
AC006449.5	0.104564906
AC006449.6	1.269417433
AC006449.7	0
AC006450.1	0
AC006450.2	0.620319026
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.306431605
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.041454492
AC006480.2	0.351603545
AC006482.1	0
AC006483.1	0.100126505
AC006483.2	0
AC006484.1	0
AC006486.1	0
AC006486.2	0.14251749
AC006487.1	0.038500732
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.149602545
AC006504.2	0.034213533
AC006504.3	0.119845491
AC006504.4	0
AC006504.5	0.569977091
AC006504.6	0
AC006504.7	0.067834623
AC006504.8	1.135134973
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0
AC006511.3	0.641556508
AC006512.1	0.053848103
AC006512.2	0
AC006517.1	0
AC006518.1	0
AC006518.2	0.072882781
AC006529.1	0
AC006530.1	0
AC006538.1	0.118635695
AC006538.2	0
AC006538.3	0
AC006539.1	0
AC006539.2	0.438316028
AC006539.3	0
AC006547.1	1.617438346
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.057768841
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	0.181363403
AC006566.1	0.06109083
AC006581.1	0
AC006600.1	0
AC006600.2	0.018758737
AC006840.1	0
AC006924.1	0
AC006927.1	0.125861831
AC006942.1	1.054697942
AC006946.1	0.477737744
AC006946.2	0.03841982
AC006946.3	0.145090722
AC006947.1	0.097126847
AC006960.1	0
AC006960.2	0
AC006960.3	0.066679991
AC006963.1	0
AC006965.1	0.032679454
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.040282257
AC006970.2	0.06034582
AC006971.1	0.03842349
AC006978.1	4.825383499
AC006978.2	0.164697577
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0.037353511
AC006994.2	0.012194395
AC007000.1	0.355234715
AC007000.2	0.09652853
AC007000.3	0.050793511
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0.009349521
AC007014.1	0.07706458
AC007014.2	0.22899496
AC007016.1	0
AC007029.1	0.050063252
AC007032.1	0.259004926
AC007036.1	0.371983335
AC007036.2	0.286861291
AC007036.3	0
AC007038.1	0.505937088
AC007038.2	0.762314497
AC007040.1	0
AC007040.2	0.028164094
AC007041.1	0.013566925
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.041128079
AC007066.2	0.750087563
AC007068.1	0
AC007068.2	0
AC007091.1	0
AC007098.1	0
AC007099.1	0.039670375
AC007099.2	0
AC007100.1	0
AC007106.1	0
AC007114.1	1.374543684
AC007114.2	0.040263438
AC007115.1	0
AC007126.1	0
AC007128.1	0
AC007128.2	0
AC007136.1	0
AC007151.1	0.064885292
AC007159.1	0
AC007160.1	0
AC007161.1	0
AC007161.2	0
AC007163.1	0.017867501
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.261284265
AC007182.2	0.428775567
AC007191.1	0.361007032
AC007192.1	0.018284478
AC007192.2	0
AC007193.1	0
AC007193.2	0.531179593
AC007193.3	0
AC007204.1	0
AC007204.2	0
AC007207.1	0.018115373
AC007207.2	0.719531541
AC007215.1	0
AC007216.1	0
AC007216.2	0.65290825
AC007216.3	1.152961725
AC007216.4	0.613408462
AC007216.5	0.143759615
AC007218.1	0
AC007220.1	0.178234669
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.061450188
AC007225.1	0
AC007225.2	0
AC007228.1	0.11035069
AC007228.2	0.731571894
AC007229.1	0.570502354
AC007237.1	0
AC007238.1	0.189009625
AC007249.1	0.126880955
AC007249.2	0.143021545
AC007250.1	0
AC007253.1	0
AC007255.1	0.054409021
AC007255.2	0
AC007256.1	0.011334393
AC007262.1	0
AC007271.1	0.410204136
AC007272.1	0.185222199
AC007274.1	0.047340779
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0.252484157
AC007278.1	0.614038806
AC007278.2	0.091407155
AC007279.1	0.243377986
AC007283.1	0
AC007283.2	1.034047583
AC007285.1	0.263081603
AC007285.2	0
AC007292.1	0.441106914
AC007292.2	0.31132049
AC007292.3	0.087785983
AC007298.1	0
AC007298.2	0.01817842
AC007308.1	0
AC007312.1	0
AC007314.1	0
AC007318.1	0.853746088
AC007318.2	0.128969531
AC007319.1	0.766457511
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0.034213533
AC007326.2	0
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.114617122
AC007336.2	0.984637217
AC007336.3	0.014509072
AC007342.1	0.066585544
AC007342.2	0
AC007342.3	0.101516507
AC007342.4	0.325863792
AC007342.5	0.182887465
AC007342.6	0.096652571
AC007342.7	0.878366939
AC007342.8	0.231117965
AC007342.9	0.260220472
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0.446115245
AC007347.2	0
AC007349.1	0.026694715
AC007349.2	0
AC007349.3	0
AC007349.4	0.029454508
AC007359.1	0
AC007362.1	0.154477368
AC007363.1	0
AC007364.1	0.490639468
AC007365.1	0.124958517
AC007365.2	0.75269772
AC007368.1	0
AC007368.2	0
AC007370.1	0.049587968
AC007370.2	0
AC007375.1	0
AC007375.2	0
AC007375.3	0
AC007376.1	0
AC007376.2	0.174108867
AC007378.1	0.262256033
AC007381.1	0
AC007382.1	0.730219769
AC007383.1	0.024638047
AC007383.2	1.621536156
AC007383.3	0
AC007383.4	0
AC007384.1	0.666799915
AC007386.1	0.053848103
AC007387.1	1.775910439
AC007388.1	1.271529373
AC007389.1	0.06394096
AC007389.2	0
AC007389.3	0
AC007389.4	0.059280446
AC007389.5	0.126369339
AC007390.1	0
AC007390.2	0.35023214
AC007391.1	0
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0.027636328
AC007405.1	0.582353842
AC007405.2	0
AC007405.3	8.94491054
AC007406.1	0.04974539
AC007406.2	0
AC007406.3	0.555854321
AC007406.4	0.040966792
AC007406.5	1.30499264
AC007422.1	0
AC007422.2	0
AC007423.1	0
AC007424.1	0.017901521
AC007431.1	0
AC007431.2	0
AC007431.3	0
AC007435.1	0.037758549
AC007448.1	0
AC007448.2	0.041236311
AC007448.3	0.090971251
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0
AC007485.1	0.760669806
AC007485.2	1.616799793
AC007490.1	0.044579795
AC007493.1	0
AC007493.2	0.065564008
AC007494.1	0
AC007494.2	0
AC007494.3	0.042179806
AC007495.1	0.019484951
AC007495.2	0
AC007496.1	0.127224341
AC007496.2	0
AC007496.3	0.050063252
AC007497.1	0
AC007513.1	0.041345113
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0.072045048
AC007536.1	0
AC007537.1	1.293836532
AC007537.2	0.122659867
AC007540.1	0
AC007541.1	0.640018979
AC007546.1	0.504573102
AC007546.2	0.043527217
AC007547.1	0
AC007547.2	0
AC007551.1	0.030192289
AC007551.2	0
AC007552.1	0.016903773
AC007552.2	0.337823174
AC007556.1	0
AC007557.1	0
AC007557.2	0
AC007557.3	0.004998341
AC007557.4	0
AC007559.1	0
AC007560.1	0
AC007562.1	0
AC007563.1	0.045485626
AC007563.2	0.017333847
AC007563.3	0.295656566
AC007566.1	2.39182366
AC007566.2	0
AC007568.1	0
AC007569.1	0.145935255
AC007570.1	0.12993199
AC007595.1	0
AC007598.1	0.069954455
AC007598.2	0.029071981
AC007598.3	0.102722156
AC007599.1	0
AC007599.2	0
AC007601.1	0.047628565
AC007601.2	0
AC007603.1	0
AC007603.2	0
AC007608.1	0.038079704
AC007608.2	0
AC007608.3	0.139617157
AC007608.4	0.055880409
AC007610.1	0
AC007610.2	0.164697577
AC007610.3	0
AC007610.4	0.02949609
AC007611.1	0.424169441
AC007613.1	0.060338075
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.760669806
AC007619.2	0.12403534
AC007620.1	0
AC007620.2	0
AC007620.3	0.126115074
AC007621.1	0
AC007622.1	0.029289342
AC007622.2	0.137133588
AC007631.1	0
AC007637.1	0.275512932
AC007638.1	0
AC007638.2	0
AC007639.1	0.037622564
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.404381884
AC007663.2	0.112529968
AC007663.3	0.067396981
AC007663.4	0.521498824
AC007666.1	0.047968769
AC007671.1	0.415344043
AC007673.1	0.014245271
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.442108902
AC007683.1	0.371196568
AC007683.2	0.021946496
AC007684.1	0.295656566
AC007685.1	0.104003084
AC007686.1	0.033844056
AC007686.2	0.033411083
AC007686.3	0.301083013
AC007687.1	0.56699927
AC007688.1	0.412906403
AC007688.2	0.127396732
AC007690.1	0
AC007718.1	0
AC007728.1	0.019250366
AC007728.2	0.613166008
AC007728.3	0.084020365
AC007731.1	0
AC007731.2	0.248434848
AC007731.3	0
AC007731.4	0.048066865
AC007731.5	0
AC007738.1	0
AC007741.1	0.00896698
AC007742.1	0
AC007742.2	0
AC007743.1	1.894893428
AC007744.1	0
AC007749.1	0
AC007750.1	0.037694968
AC007751.1	0
AC007751.2	0
AC007773.1	0.274060253
AC007780.1	0.09252162
AC007785.1	0
AC007785.2	0
AC007785.3	0.101095471
AC007786.1	0.019179679
AC007786.2	0.039028139
AC007786.3	0.026291607
AC007787.1	0
AC007787.2	0.156959579
AC007790.1	0.100190524
AC007792.1	0.194897985
AC007795.1	0
AC007823.1	0.110068824
AC007834.1	0.064573343
AC007834.2	0.319791796
AC007842.1	0.368881954
AC007848.1	0
AC007848.2	0.009073421
AC007849.1	0.274908737
AC007849.2	0.133076841
AC007861.1	0.092995834
AC007861.2	0
AC007876.1	0
AC007878.1	0.533646371
AC007879.1	0.056569668
AC007879.2	0.284388348
AC007879.3	0.12879286
AC007879.4	0.043406643
AC007881.1	0
AC007881.2	0.027490874
AC007881.3	0.051630306
AC007899.1	0
AC007906.1	0.184350565
AC007906.2	5.023592928
AC007907.1	0
AC007919.1	0.216633152
AC007919.2	0
AC007920.1	0.011720118
AC007922.1	0.034138993
AC007922.2	0
AC007922.3	0
AC007923.1	0
AC007923.2	0
AC007923.3	0
AC007923.4	0.11035069
AC007938.1	0.043197238
AC007938.2	0.029745251
AC007938.3	0.855173566
AC007948.1	0.064751231
AC007950.1	0.050958693
AC007950.2	0.040059134
AC007952.1	0
AC007952.2	0.03541769
AC007952.3	0.067252352
AC007952.4	0.073798107
AC007952.5	0
AC007952.6	0.128969531
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0
AC007953.2	0.081190663
AC007954.1	0
AC007956.1	0.346932797
AC007966.1	0.021290486
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	6.835817917
AC007969.2	0.082040827
AC007991.1	0
AC007991.2	0.614501882
AC007991.3	0.062429474
AC007991.4	0.129502463
AC007992.1	0
AC007992.2	0
AC007993.1	0.02064532
AC007993.2	0
AC007996.1	0.194414367
AC007998.1	0
AC007998.2	0.137756466
AC007998.3	0.992192449
AC007998.4	0
AC007998.5	0.132234582
AC008011.1	0
AC008011.2	0.118710591
AC008013.1	0.111077049
AC008013.2	0.810506793
AC008013.3	0
AC008014.1	0.879535137
AC008015.1	0
AC008026.1	1.787829301
AC008026.2	0
AC008026.3	0.009179729
AC008033.1	0
AC008033.2	0
AC008033.3	0.24501461
AC008035.1	1.469043562
AC008040.1	0.001964372
AC008040.2	0.044264966
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.793407493
AC008055.1	0
AC008056.1	0
AC008056.2	0
AC008060.1	0
AC008060.2	0
AC008060.3	0
AC008060.4	0
AC008063.1	0.195872475
AC008063.2	0
AC008065.1	0.045028155
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0.028857823
AC008073.2	0.05267159
AC008073.3	0.054957643
AC008074.1	0.866932116
AC008074.2	0.073052671
AC008074.3	0.295811603
AC008079.1	0
AC008079.2	0.050706348
AC008080.1	0.222161597
AC008080.2	0.108629449
AC008080.3	0
AC008080.4	0.03285073
AC008083.1	0
AC008083.2	0.460876412
AC008083.3	0.070584676
AC008088.1	0
AC008103.1	0
AC008105.1	0.314352685
AC008105.2	1.007657094
AC008105.3	1.356728947
AC008109.1	0
AC008114.1	0
AC008115.1	0
AC008115.2	0
AC008115.3	0.59939118
AC008115.4	0.262848224
AC008121.1	0.292346977
AC008121.2	0.239690983
AC008121.3	0.18094455
AC008124.1	1.339904618
AC008125.1	0.02037685
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0.096429526
AC008147.2	0.04987205
AC008147.3	0.088529932
AC008147.4	0
AC008149.1	0.059694469
AC008154.1	0
AC008154.2	0
AC008155.1	0.142885696
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.075882799
AC008250.1	0.06003754
AC008250.2	0
AC008264.1	0.042696997
AC008264.2	0.075598061
AC008267.1	0.01465837
AC008267.2	0.539452062
AC008267.3	1.232456022
AC008267.4	0.030076388
AC008267.5	1.973233821
AC008267.6	0
AC008267.7	0
AC008267.8	0.026247568
AC008268.1	32.94998631
AC008269.1	0.048513306
AC008269.2	0.014180813
AC008277.1	0.010363623
AC008277.2	0.019660976
AC008278.1	0
AC008278.2	0
AC008280.1	0.03803349
AC008280.2	0
AC008280.3	1.048934565
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0.143430645
AC008393.1	0.484966238
AC008395.1	0.051630306
AC008403.1	0
AC008403.2	0
AC008403.3	0.069029947
AC008406.1	0
AC008406.2	0
AC008406.3	0
AC008410.1	0.046223593
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0
AC008429.1	0.355106933
AC008429.2	0.290181444
AC008429.3	0
AC008429.4	0.086097791
AC008432.1	0
AC008434.1	0.028542437
AC008438.1	0.9989853
AC008438.2	0.082472621
AC008440.1	0.785274615
AC008440.2	0
AC008440.3	0.621145146
AC008443.1	0.288604371
AC008443.2	0
AC008443.3	0.057084874
AC008443.4	0.034363592
AC008443.5	2.38593632
AC008443.6	0.063354978
AC008443.7	0.700682024
AC008446.1	0
AC008448.1	0.026831846
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.088788839
AC008474.1	0
AC008481.1	0.712263545
AC008481.2	0.236079819
AC008481.3	0
AC008489.1	0
AC008494.1	0.098428379
AC008494.2	0.127052416
AC008494.3	0.398384695
AC008496.1	0
AC008496.2	0.374712561
AC008498.1	0.295099774
AC008498.2	0.006748406
AC008507.1	0.512363967
AC008507.2	0.026649316
AC008507.3	0
AC008514.1	0
AC008514.2	0.222682245
AC008517.1	0
AC008521.1	0
AC008521.2	0
AC008522.1	0.016187808
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0.016154431
AC008537.1	0
AC008537.2	1.430437991
AC008537.3	1.182940625
AC008539.1	0
AC008543.1	0.199172721
AC008543.2	0
AC008543.3	0
AC008543.4	0.177260158
AC008543.5	0.024922144
AC008549.1	0
AC008549.2	0
AC008549.3	0
AC008550.1	0
AC008551.1	0
AC008554.1	0
AC008555.1	0.380803941
AC008555.2	0.133106076
AC008555.3	0
AC008555.4	0.11035069
AC008555.5	1.972682408
AC008555.6	0
AC008555.7	0
AC008555.8	0.390299397
AC008556.1	0.91407155
AC008560.1	3.031834642
AC008562.1	0
AC008565.1	0
AC008567.1	0
AC008567.2	0.023886887
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.423031667
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0.221220678
AC008592.2	0.054885457
AC008592.3	0.59980088
AC008592.4	0.069643547
AC008592.5	0.343761565
AC008601.1	0
AC008608.1	0
AC008608.2	0.640352322
AC008609.1	0.086753207
AC008610.1	0.996806488
AC008619.1	0.027636328
AC008620.1	0
AC008620.2	0.009987124
AC008622.1	0
AC008622.2	0.127500391
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.187802822
AC008629.2	0
AC008629.3	0
AC008632.1	0
AC008635.1	0.083646609
AC008637.1	0.623053598
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0.189554008
AC008649.1	0
AC008649.2	0.194253694
AC008652.1	0
AC008655.1	0
AC008655.2	0
AC008659.1	0.021494922
AC008662.1	0
AC008662.2	0
AC008663.1	0
AC008663.2	0.119577092
AC008663.3	0.034288398
AC008667.1	0
AC008667.2	0
AC008667.3	0.028335982
AC008667.4	0
AC008669.1	2.014482754
AC008676.1	0.12065292
AC008676.2	0.029532224
AC008676.3	0
AC008677.1	0
AC008677.2	0.153625471
AC008677.3	0
AC008680.1	0
AC008686.1	0
AC008687.1	0
AC008687.2	0.120536908
AC008687.3	0.314444107
AC008687.4	0.12713832
AC008687.5	0
AC008687.6	0
AC008691.1	0.23622811
AC008694.1	0
AC008694.2	0.10241698
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0.030545415
AC008723.1	0
AC008725.1	0
AC008728.1	0
AC008731.1	0.054127109
AC008734.1	0.087540771
AC008734.2	0
AC008735.1	0.312614424
AC008735.2	2.876986084
AC008735.3	0
AC008735.4	1.237089315
AC008735.5	0
AC008736.1	0.717279486
AC008736.2	0.060735651
AC008737.1	0.295656566
AC008737.2	0.132794898
AC008737.3	0
AC008738.1	0.041786128
AC008738.2	0.077573257
AC008738.3	0
AC008738.4	0.044770851
AC008738.5	0
AC008738.6	0
AC008738.7	0
AC008739.1	0
AC008739.2	0.148294618
AC008739.3	0
AC008739.5	0
AC008740.1	0.184350565
AC008740.2	0
AC008741.1	0
AC008741.2	0.558378034
AC008742.1	0.026854838
AC008743.1	0
AC008745.1	0.173466398
AC008747.1	0.035452032
AC008749.1	0
AC008750.1	0.254793463
AC008750.2	0.187102066
AC008750.3	0
AC008750.4	0
AC008750.5	0.33128537
AC008750.6	0
AC008750.7	0
AC008750.8	0.255949514
AC008751.1	0
AC008751.2	0
AC008752.1	0.230438206
AC008752.2	0.062679192
AC008752.3	1.188439735
AC008753.1	0.44140276
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0.045092944
AC008758.3	0
AC008758.4	0.169207229
AC008758.5	0
AC008758.6	0.133246582
AC008759.1	0.063763166
AC008759.2	0.28727963
AC008759.3	0.030846059
AC008760.1	2.238542571
AC008760.2	0.404158386
AC008761.1	0
AC008761.2	0.074796172
AC008761.3	0
AC008763.1	0.483291516
AC008763.2	0
AC008763.3	0.625178556
AC008764.1	0
AC008764.10	0.017125462
AC008764.2	2.292124707
AC008764.3	0
AC008764.4	0.026469253
AC008764.5	0
AC008764.6	0.28779716
AC008764.7	0
AC008764.8	0.207623382
AC008764.9	0.03753245
AC008770.1	0
AC008770.2	0.049431539
AC008770.3	0.736614436
AC008771.1	3.839783965
AC008780.1	0
AC008780.2	0.038219019
AC008781.1	0.201865353
AC008781.2	0.025273868
AC008781.3	0.327428615
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.205730389
AC008799.2	0
AC008802.1	0.118860667
AC008805.1	0
AC008805.2	0
AC008806.1	0.006414162
AC008808.1	0
AC008808.2	0
AC008813.1	0.088529932
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.051715505
AC008850.1	0.08657347
AC008852.1	0
AC008868.1	0
AC008869.1	0
AC008870.1	0
AC008870.2	0.504983724
AC008870.3	0.048891725
AC008870.4	0.099966813
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.038643152
AC008878.1	0.02471577
AC008878.2	0
AC008878.3	0.027970683
AC008878.4	0
AC008883.1	0
AC008883.2	0.113549261
AC008885.1	0.05205913
AC008885.2	0
AC008892.1	0
AC008894.1	0.085393995
AC008894.2	0.079805439
AC008894.3	0.186845803
AC008895.1	0.071715323
AC008897.1	0.812842547
AC008897.2	0
AC008897.3	0.421754397
AC008906.1	0.688782329
AC008906.2	0.302931068
AC008914.1	0
AC008915.1	0.168492452
AC008915.2	1.135943648
AC008937.1	0.068576796
AC008937.2	0
AC008937.3	0.294960903
AC008938.1	0.00962814
AC008940.1	0.059884578
AC008945.1	0
AC008946.1	0.744408456
AC008948.1	0
AC008953.1	0.049276094
AC008957.1	0.29744224
AC008957.2	0.039570197
AC008957.3	0.20268695
AC008958.1	0
AC008962.1	0
AC008966.1	0.549473192
AC008966.2	0.415093987
AC008967.1	0
AC008969.1	0.556387501
AC008972.1	0.342776831
AC008972.2	0.888166688
AC008982.1	0.04881557
AC008982.2	1.239598624
AC008985.1	0.041991419
AC008991.1	0.116721028
AC008991.2	0
AC008992.1	0.210804457
AC009005.1	0.599192739
AC009019.1	0.217258898
AC009021.1	0
AC009021.2	0
AC009022.1	0.904716829
AC009022.2	0
AC009027.1	0
AC009032.1	0.181784199
AC009033.1	0
AC009034.1	0.087785983
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.04532118
AC009041.2	0.260828904
AC009041.3	0
AC009041.4	0.171925683
AC009044.1	0
AC009052.1	0
AC009053.1	0.843254542
AC009053.2	0.033128537
AC009053.3	0.047127212
AC009053.4	0.145090722
AC009054.1	0.036697419
AC009054.2	1.215037812
AC009055.1	0
AC009055.2	0
AC009060.1	0
AC009060.2	0
AC009061.1	0
AC009061.2	0.429963969
AC009063.1	0
AC009063.2	0.008548717
AC009063.3	0
AC009065.1	0
AC009065.2	0.362831791
AC009065.3	0.024991703
AC009065.4	1.407083901
AC009065.5	0.184041252
AC009065.6	0.034363592
AC009065.7	0
AC009065.8	0.855077809
AC009075.1	0.04007621
AC009075.2	0
AC009078.1	0.020012513
AC009078.2	0.054371263
AC009078.3	0.441240639
AC009081.1	0
AC009084.1	0
AC009084.2	0.105952371
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.233181518
AC009087.1	0.297259041
AC009088.1	0.338603078
AC009088.2	0
AC009088.3	0
AC009088.4	0
AC009090.1	0.787866938
AC009090.2	0
AC009090.3	0.915227139
AC009090.4	0.275951468
AC009090.5	0.130295913
AC009093.1	0.082118999
AC009093.2	0.403492191
AC009093.3	27.60184601
AC009093.4	0.391046652
AC009093.5	0.043648462
AC009093.6	0.538383656
AC009093.7	0.102500723
AC009094.1	0.147134253
AC009095.1	0.319068285
AC009097.1	0.154382246
AC009097.2	0
AC009097.3	0.015392729
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0
AC009102.3	0.01050959
AC009107.1	0.047484236
AC009107.2	0.48883252
AC009108.1	0.295285138
AC009108.2	0
AC009108.3	0.151571303
AC009108.4	0
AC009108.5	0.007914039
AC009110.1	0
AC009113.1	0.814598586
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0
AC009118.2	0.023923356
AC009118.3	1.1667089
AC009119.1	0.537641229
AC009119.2	0.164135364
AC009119.3	0.139163392
AC009120.1	3.710396142
AC009120.2	2.119723963
AC009120.3	1.252362023
AC009120.4	0
AC009120.5	0
AC009120.6	0
AC009121.1	0.042930953
AC009121.2	0.013818164
AC009123.1	0
AC009126.1	0.135936733
AC009127.1	0
AC009127.2	0.077765747
AC009132.1	0
AC009133.1	2.816606423
AC009133.2	0
AC009133.3	0.23656096
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.244458627
AC009139.1	0.048066865
AC009139.2	0
AC009142.1	0
AC009145.1	0.03618891
AC009145.2	0
AC009145.3	0
AC009145.4	0.181643717
AC009148.1	0.069824573
AC009152.1	0
AC009153.1	0.031592335
AC009154.1	0
AC009154.2	0.043286735
AC009158.1	0
AC009159.1	0
AC009159.2	0.025857752
AC009159.3	0.292346977
AC009159.4	0.007715312
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0
AC009163.4	0
AC009163.5	0.169913472
AC009163.6	0.045818123
AC009163.7	0.153204908
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.394208755
AC009185.1	0.086003282
AC009220.1	0.170943251
AC009220.2	0.017898113
AC009220.3	0.080220809
AC009226.1	0.134242818
AC009227.1	0.006634123
AC009227.2	0
AC009228.1	0.22492533
AC009229.1	0
AC009229.2	0.089286598
AC009229.3	0.05556666
AC009229.4	0
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	0.579998797
AC009237.15	0.344047461
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.248676987
AC009237.4	0
AC009237.5	0
AC009237.6	0.036957071
AC009237.7	0
AC009237.8	0.702866928
AC009237.9	0.090315839
AC009238.1	0
AC009238.2	0.044140276
AC009238.3	0
AC009244.1	0.182206953
AC009245.1	0.490817339
AC009248.1	0
AC009248.2	0.123384236
AC009262.1	0
AC009263.1	0
AC009264.1	0
AC009268.1	0.013025601
AC009268.2	0.068576796
AC009269.1	0
AC009269.2	0
AC009269.3	0
AC009269.4	0.166037595
AC009269.5	0.186545214
AC009271.1	0
AC009275.1	0.091027872
AC009276.1	0.06193596
AC009283.1	2.283660483
AC009292.1	0
AC009292.2	0
AC009296.1	0
AC009299.1	0
AC009299.2	0.643964301
