	779250be-012c-4e5b-9b4e-258192607c4b
	normal
TMEM222	9.550314774
TMEM223	6.680282303
TMEM225	0
TMEM225B	0.544553264
TMEM229A	0
TMEM229B	0.516019692
TMEM230	41.83235158
TMEM231	2.276875053
TMEM232	0.211377595
TMEM233	1.185445621
TMEM234	3.124305845
TMEM235	0.024088852
TMEM236	1.175808415
TMEM237	2.08602777
TMEM238	1.770687173
TMEM238L	0.03803349
TMEM239	0
TMEM240	0.374712561
TMEM241	1.481584983
TMEM242	3.937694715
TMEM243	22.03640195
TMEM244	0
TMEM245	13.06091872
TMEM246	1.378987252
TMEM246-AS1	0.091103477
TMEM248	18.35948216
TMEM248P1	0
TMEM249	0.049099636
TMEM25	2.462842188
TMEM250	5.587787212
TMEM251	16.34710062
TMEM251P1	0
TMEM252	0.176206564
TMEM253	0.071916462
TMEM254	4.994878867
TMEM254-AS1	0.454414155
TMEM255A	1.259107667
TMEM255B	2.627760827
TMEM256	62.6348644
TMEM256P1	0
TMEM256P2	0
TMEM256-PLSCR3	0.030640982
TMEM258	24.47001375
TMEM259	17.78061425
TMEM26	0.30400361
TMEM260	2.192258479
TMEM261P1	0
TMEM262	0.298899342
TMEM263	13.69464099
TMEM266	0.404765912
TMEM267	4.763459808
TMEM268	1.997964644
TMEM269	0.081613531
TMEM26-AS1	0
TMEM270	0.016038688
TMEM272	0.018874727
TMEM30A	50.08340276
TMEM30B	9.900957131
TMEM30CP	0
TMEM31	0.279817821
TMEM33	6.311657711
TMEM35A	2.011292625
TMEM35B	12.28770493
TMEM37	11.54724643
TMEM38A	2.424777393
TMEM38B	4.105896969
TMEM39A	7.939207609
TMEM39B	3.639616201
TMEM40	0.479508136
TMEM41A	3.44742787
TMEM41B	14.2452709
TMEM42	6.18518105
TMEM43	36.96352685
TMEM44	4.964450362
TMEM44-AS1	4.845174357
TMEM45A	1.393450812
TMEM45B	5.456216414
TMEM47	16.37327684
TMEM50A	45.07479429
TMEM50B	29.82664997
TMEM51	9.84958731
TMEM51-AS1	0.116971732
TMEM52	0.579998797
TMEM52B	0.754521657
TMEM53	4.418581277
TMEM54	24.8593549
TMEM56	2.034406359
TMEM56-RWDD3	0.15981436
TMEM59	53.47838808
TMEM59L	0.077573257
TMEM5-AS1	0.055665357
TMEM60	10.96732685
TMEM61	0.671358711
TMEM62	5.929112754
TMEM63A	5.29247844
TMEM63B	15.15278319
TMEM63C	0.059103434
TMEM64	7.850915826
TMEM65	2.027059924
TMEM67	1.381349177
TMEM68	2.375873267
TMEM69	5.422431122
TMEM70	20.8878092
TMEM71	1.796477441
TMEM72	0.039708072
TMEM72-AS1	0.047484236
TMEM74	0.021786302
TMEM74B	5.50924572
TMEM75	0
TMEM78	0
TMEM79	0.689736788
TMEM80	2.386459041
TMEM81	0.635262081
TMEM82	0
TMEM86A	1.026680142
TMEM86B	0.668323448
TMEM87A	26.21954202
TMEM87B	6.710942786
TMEM88	24.58815159
TMEM88B	0
TMEM89	0.118351949
TMEM8A	11.68804136
TMEM8B	2.754591602
TMEM9	28.36173399
TMEM91	3.682066267
TMEM92	3.239064984
TMEM92-AS1	1.086439328
TMEM94	5.944753949
TMEM95	0.012802123
TMEM97	16.59944982
TMEM97P1	0
TMEM97P2	0
TMEM98	15.3405117
TMEM99	3.748279368
TMEM9B	33.77905214
TMEM9B-AS1	1.56428276
TMF1	9.530837271
TMF1P1	0
TMIE	1.331589194
TMIGD1	0
TMIGD2	0.285582689
TMIGD3	0.509984509
TMLHE	1.622115754
TMLHE-AS1	0.042465577
TMOD1	5.003516943
TMOD2	1.255092105
TMOD3	9.945428599
TMOD4	0
TMPO	8.184109554
TMPO-AS1	0.168040729
TMPOP1	0
TMPOP2	0.039141877
TMPPE	0.300278529
TMPRSS11A	0
TMPRSS11B	0
TMPRSS11BNL	0.007224434
TMPRSS11CP	0.06882781
TMPRSS11D	0.004757073
TMPRSS11E	0.190558816
TMPRSS11F	0
TMPRSS11GP	0
TMPRSS12	0.009394363
TMPRSS13	1.611650548
TMPRSS15	0
TMPRSS2	21.55910085
TMPRSS3	1.259674574
TMPRSS4	0.097660583
TMPRSS5	0.270777877
TMPRSS6	0.495199398
TMPRSS7	0.071926942
TMPRSS9	0.078442374
TMSB10	4107.824907
TMSB10P1	2.136790636
TMSB10P2	0
TMSB15A	21.25144867
TMSB15B	0.010238352
TMSB15B	0.028361625
TMSB4X	3287.349
TMSB4XP1	2.321451555
TMSB4XP2	0.970035114
TMSB4XP3	0
TMSB4XP4	6.719249949
TMSB4XP6	0
TMSB4XP8	49.21477296
TMSB4Y	1.182980556
TMTC1	1.475333536
TMTC2	2.229129019
TMTC3	3.205817823
TMTC4	0.851945331
TMUB1	10.33972207
TMUB2	11.40757724
TMX1	10.81456385
TMX2	37.66053854
TMX2-CTNND1	0
TMX2P1	2.700162931
TMX3	7.017246188
TMX4	17.99442527
TNC	4.210160544
TNF	4.936547339
TNFAIP1	36.31573395
TNFAIP2	24.95825849
TNFAIP3	35.04996589
TNFAIP6	12.07735539
TNFAIP8	3.965238216
TNFAIP8L1	1.607640892
TNFAIP8L2	13.7676069
TNFAIP8L3	3.075769367
TNFRSF10A	4.263926733
TNFRSF10A-AS1	1.992548881
TNFRSF10B	22.54773957
TNFRSF10C	2.065428612
TNFRSF10D	15.2623301
TNFRSF11A	0.273563692
TNFRSF11B	2.499851042
TNFRSF12A	102.8203303
TNFRSF13B	0.22070138
TNFRSF13C	0.846264445
TNFRSF14	13.61123151
TNFRSF14-AS1	1.269005964
TNFRSF17	1.723958098
TNFRSF18	0.983651553
TNFRSF19	4.348805663
TNFRSF1A	51.28582075
TNFRSF1B	15.29115975
TNFRSF21	6.952246954
TNFRSF25	2.063709996
TNFRSF4	3.314239669
TNFRSF6B	0
TNFRSF8	0.486275165
TNFRSF9	1.022212379
TNFSF10	114.2997387
TNFSF11	0.005733552
TNFSF12	30.13871738
TNFSF12-TNFSF13	0.05177246
TNFSF13	21.91430888
TNFSF13B	5.240341075
TNFSF14	4.122422787
TNFSF15	0.989169654
TNFSF18	0.382380529
TNFSF4	0.465085329
TNFSF8	1.563744466
TNFSF9	2.823387026
TNIK	2.754119136
TNIP1	24.61237562
TNIP2	14.88805826
TNIP3	5.368818792
TNK1	1.319348277
TNK2	2.632670319
TNK2-AS1	0.104664681
TNKS	1.808223553
TNKS1BP1	17.46276131
TNKS2	11.50102601
TNKS2-AS1	0.535367606
TNMD	0.038931175
TNN	0.122029178
TNNC1	160.172704
TNNC2	2.057108184
TNNI1	0.222842688
TNNI2	10.48515134
TNNI3	0.10785505
TNNI3K	0.036526336
TNNT1	0.779520121
TNNT2	1.526180904
TNNT3	0.390676693
TNP1	0
TNP2	0.008773683
TNPO1	5.916241674
TNPO1P1	0.041308782
TNPO1P2	0
TNPO1P3	0
TNPO2	6.841742786
TNPO3	7.694152308
TNR	0.217636083
TNRC18	4.261457154
TNRC18P1	0.051517144
TNRC18P2	0.005773691
TNRC18P3	0
TNRC6A	3.491354129
TNRC6B	1.22236648
TNRC6C	1.078379117
TNRC6C-AS1	1.722894645
TNR-IT1	0
TNS1	39.00217242
TNS2	20.7388121
TNS3	15.878339
TNS4	0.122849664
TNXA	0.069199304
TNXB	3.412190538
TOB1	17.92609973
TOB1-AS1	0.641666926
TOB2	14.80821655
TOB2P1	0.23694251
TOE1	5.680444641
TOGARAM1	1.451980503
TOGARAM2	0.229321832
TOLLIP	9.226926012
TOLLIP-AS1	0.767636536
TOM1	11.98922374
TOM1L1	3.245963653
TOM1L2	9.204984984
TOMM20	60.15751359
TOMM20L	0.379108016
TOMM20P1	0
TOMM20P2	0.521085919
TOMM20P3	0
TOMM20P4	0.108067572
TOMM22	41.75990437
TOMM22P1	0
TOMM22P2	0
TOMM22P3	0
TOMM22P4	0
TOMM22P5	0.107082902
TOMM22P6	0
TOMM34	11.51296991
TOMM40	7.882646304
TOMM40L	4.654725643
TOMM5	6.893163058
TOMM6	0
TOMM7	128.1057443
TOMM70	8.740995539
TONSL	0.467163152
TONSL-AS1	0.439340131
TOP1	40.04224463
TOP1MT	1.807585765
TOP1P1	0
TOP2A	0.664572759
TOP2B	12.13864894
TOP3A	2.078498529
TOP3B	0.049550634
TOP3BP1	0.011354926
TOPAZ1	0
TOPBP1	3.073829906
TOPORS	6.12185129
TOPORSLP	0
TOR1A	11.20935629
TOR1AIP1	9.390470727
TOR1AIP2	3.127982562
TOR1B	10.25453974
TOR2A	3.50649934
TOR3A	17.70603164
TOR4A	5.243413601
TOX	3.030783974
TOX2	4.813248531
TOX3	0.155732439
TOX4	10.25796112
TOX4P1	0
TP53	6.091156232
TP53AIP1	0.068228438
TP53BP1	1.788800741
TP53BP2	15.11268449
TP53I11	8.08983989
TP53I13	3.922592758
TP53I3	16.74065789
TP53INP1	8.577530368
TP53INP2	18.00470167
TP53RK	8.106449473
TP53TG1	18.04400981
TP53TG3	0
TP53TG3B	0
TP53TG3C	0
TP53TG3D	0
TP53TG3E	0
TP53TG3F	0
TP53TG3GP	0
TP53TG3HP	0
TP53TG5	0.443290338
TP63	0.750485361
TP73	0.104264514
TP73-AS1	2.63809368
TPBG	1.386768044
TPBGL	0.056103824
TPCN1	5.366295395
TPCN2	2.292954127
TPD52	5.69480642
TPD52L1	2.49643918
TPD52L2	25.73465546
TPD52L3	0
TPGS1	0.452955098
TPGS2	5.665496919
TPH1	0.100268882
TPH2	0
TPI1	97.70409231
TPI1P1	0.459647408
TPI1P2	0.125024984
TPI1P3	0.042350805
TPI1P4	0
TPK1	1.197798022
TPM1	20.17555483
TPM1-AS	0.186878927
TPM2	71.18974695
TPM3	57.31645624
TPM3P1	0.020976972
TPM3P2	0
TPM3P3	0
TPM3P4	0
TPM3P6	0.760259741
TPM3P7	0.042813656
TPM3P8	0.097479303
TPM3P9	3.187623291
TPM4	98.85034424
TPM4P1	0
TPMT	11.48264669
TPMTP1	0.085046393
TPMTP2	0.107918719
TPMTP3	0
TPMTP4	0
TPO	0.029777426
TPP1	27.51246924
TPP2	5.349360838
TPPP	4.358504092
TPPP2	0.056981084
TPPP3	58.31582958
TPR	6.144844671
TPRA1	9.69557857
TPRG1	1.8652565
TPRG1-AS1	1.461315451
TPRG1-AS2	0.130854263
TPRG1L	28.80153012
TPRG1LP1	0.061854466
TPRKB	10.73997391
TPRKBP1	0
TPRKBP2	0.098967145
TPRN	3.393459438
TPRX1	0
TPRX1P1	0
TPRX2P	0
TPRXL	0.043096254
TPSAB1	20.13651951
TPSB2	30.14046875
TPSD1	4.623204108
TPSG1	0.224746107
TPSP2	0.025688193
TPST1	5.654444696
TPST2	9.158171431
TPST2P1	0
TPT1	1125.640769
TPT1-AS1	1.125296972
TPT1P1	0.030250575
TPT1P10	0.094777004
TPT1P11	0.062930916
TPT1P12	0.031849183
TPT1P13	0
TPT1P14	0.031029303
TPT1P2	0.03115268
TPT1P3	0
TPT1P4	1.569999028
TPT1P5	0.270687489
TPT1P6	0.518261801
TPT1P7	0
TPT1P8	0.056467741
TPT1P9	1.310897498
TPTE	0
TPTE2	0.068516826
TPTE2P1	0.284238583
TPTE2P2	0
TPTE2P3	0.079073833
TPTE2P4	0
TPTE2P5	0.36726089
TPTE2P6	0.008628743
TPTEP1	0.848278113
TPX2	0.465095253
TRA2A	33.11336721
TRA2B	13.83373279
TRABD	6.903060391
TRABD2A	1.043343066
TRABD2B	0.233910832
TRAC	9.817510633
TRADD	8.399548905
TRAF1	3.430881496
TRAF2	3.435120882
TRAF3	2.482363013
TRAF3IP1	3.326056321
TRAF3IP2	3.407517494
TRAF3IP2-AS1	0.861692565
TRAF3IP3	1.055436716
TRAF4	12.80586625
TRAF5	2.080737973
TRAF6	3.014288795
TRAF6P1	0
TRAF7	8.332325197
TRAFD1	9.298474038
TRAIP	0.292938301
TRAJ1	0.252738677
TRAJ10	0
TRAJ11	0
TRAJ12	0
TRAJ13	0
TRAJ14	0
TRAJ16	0
TRAJ17	0
TRAJ18	0.474842363
TRAJ19	0
TRAJ2	0.474842363
TRAJ20	0
TRAJ21	0
TRAJ22	0
TRAJ23	0
TRAJ24	0
TRAJ25	0
TRAJ26	0
TRAJ27	0
TRAJ28	0
TRAJ29	0
TRAJ3	0
TRAJ30	0
TRAJ31	0.82472621
TRAJ32	0
TRAJ33	0
TRAJ34	0.270168931
TRAJ35	0
TRAJ36	0
TRAJ37	0
TRAJ38	0
TRAJ39	0
TRAJ4	0
TRAJ40	0
TRAJ41	0
TRAJ42	0
TRAJ43	0
TRAJ44	0
TRAJ45	0
TRAJ46	0
TRAJ47	0
TRAJ48	0
TRAJ49	0
TRAJ5	0.2611633
TRAJ50	0
TRAJ51	0.248726952
TRAJ52	0
TRAJ53	0
TRAJ54	0
TRAJ55	0
TRAJ56	0
TRAJ57	0
TRAJ58	0
TRAJ59	0.290181444
TRAJ6	0.252738677
TRAJ60	0
TRAJ61	0
TRAJ7	0
TRAJ8	0
TRAJ9	0.513763869
TRAK1	4.933876534
TRAK2	13.96454923
TRAM1	119.95194
TRAM1L1	1.285806459
TRAM2	4.044477392
TRAM2-AS1	3.895908142
TRANK1	2.334276967
TRAP1	4.71263104
TRAPPC1	65.85061992
TRAPPC10	1.652146024
TRAPPC11	4.745740909
TRAPPC12	2.960778757
TRAPPC12-AS1	0.655784498
TRAPPC13	5.039499511
TRAPPC13P1	0.103284921
TRAPPC2	2.127110289
TRAPPC2B	5.254441215
TRAPPC2L	11.16512606
TRAPPC2P10	0
TRAPPC2P2	0
TRAPPC2P3	0
TRAPPC2P4	0
TRAPPC2P5	0
TRAPPC2P7	0
TRAPPC2P8	0
TRAPPC2P9	0
TRAPPC3	22.31624478
TRAPPC3L	0.244396559
TRAPPC4	9.481142366
TRAPPC5	0.099508331
TRAPPC6A	21.44730122
TRAPPC6B	7.846997892
TRAPPC8	5.370655748
TRAPPC9	2.168925171
TRAT1	1.171515752
TRAV10	0.165380454
TRAV11	0
TRAV1-1	0.239843847
TRAV1-2	0.116938791
TRAV12-1	0.553051694
TRAV12-2	0.246491204
TRAV12-3	0.314181413
TRAV13-1	0.304690517
TRAV13-2	0.420409214
TRAV14DV4	0.184350565
TRAV15	0
TRAV16	0.571542784
TRAV17	1.586405169
TRAV18	0
TRAV19	0.503312569
TRAV2	0.270168931
TRAV20	0.115786685
TRAV21	0.776637218
TRAV22	0.135084465
TRAV23DV6	0.153249858
TRAV24	1.187798099
TRAV25	0.11664862
TRAV26-1	0.087540771
TRAV26-2	0
TRAV27	1.216713727
TRAV28	0
TRAV29DV5	0.233877582
TRAV3	0.241538312
TRAV30	0
TRAV31	0
TRAV32	0
TRAV33	0.092720698
TRAV34	0.089798269
TRAV35	0
TRAV36DV7	0.220081432
TRAV37	0
TRAV38-1	0.133171088
TRAV38-2DV8	0
TRAV39	0.284044677
TRAV4	0.714066744
TRAV40	0.098863079
TRAV41	0.233181518
TRAV5	0.534197659
TRAV6	0.232719772
TRAV7	0
TRAV8-1	0.298156833
TRAV8-2	0.221481244
TRAV8-3	0.275714921
TRAV8-4	0.735043829
TRAV8-5	0.151399014
TRAV8-6	0.391046652
TRAV8-7	0
TRAV9-1	0
TRAV9-2	0.397710609
TRBC1	0.852864716
TRBC2	13.62837678
TRBJ2-1	1.25358384
TRBJ2-2	0.614501882
TRBJ2-2P	2.043886695
TRBJ2-3	3.837501549
TRBJ2-4	0.62679192
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	1.666999787
TRBV1	0
TRBV10-1	0.152133961
TRBV10-2	0.158681499
TRBV10-3	0.681295565
TRBV11-1	0.043048896
TRBV11-2	0.307250941
TRBV11-3	0
TRBV12-1	0
TRBV12-2	0
TRBV12-3	0.076624929
TRBV12-4	0.5017423
TRBV12-5	0.038126029
TRBV13	0.293284989
TRBV14	0.347360054
TRBV15	0.223322537
TRBV16	0.090315839
TRBV17	0.045551738
TRBV18	0.256281743
TRBV19	3.065830042
TRBV2	0.223322537
TRBV20-1	0.720886591
TRBV20OR9-2	0
TRBV21-1	0.09005631
TRBV21OR9-2	0
TRBV22-1	0
TRBV22OR9-2	0
TRBV23-1	0.361263354
TRBV23OR9-2	0
TRBV24-1	0.246768472
TRBV24OR9-2	0
TRBV25OR9-2	0
TRBV26	0
TRBV26OR9-2	0.053480539
TRBV27	0.080980868
TRBV28	6.406355383
TRBV29-1	0.818571537
TRBV29OR9-2	0
TRBV30	0
TRBV3-1	0.681295565
TRBV4-1	0.378091641
TRBV4-2	0.413269398
TRBV5-1	1.658306843
TRBV5-2	0
TRBV5-3	0
TRBV5-4	0.345657309
TRBV5-5	0.044770851
TRBV5-6	0.326454125
TRBV5-7	0.045684542
TRBV6-1	0.39076803
TRBV6-4	0.042930953
TRBV6-5	0.382190195
TRBV6-6	0.484632928
TRBV6-7	0
TRBV6-8	0.045952487
TRBV7-1	0
TRBV7-3	0.157882096
TRBV7-4	0.090315839
TRBV7-5	0.045419704
TRBV7-6	0.279817821
TRBV7-7	0.090315839
TRBV7-9	1.174105902
TRBV8-1	0
TRBV8-2	0.232145155
TRBV9	0.803579384
TRBVA	0
TRBVB	0
TRDC	2.348409691
TRDD1	0
TRDD2	0
TRDD3	0
TRDJ1	0
TRDJ2	0
TRDJ3	0
TRDJ4	0
TRDMT1	1.146788254
TRDN	0.070163275
TRDN-AS1	0
TRDV1	0.686895255
TRDV2	0.030134227
TRDV3	0
TREH	0.359489395
TREHP1	0.471778864
TREM1	49.69161166
TREM2	42.11526529
TREML1	1.468713366
TREML2	0.194567449
TREML3P	0.496690938
TREML4	0.034667695
TREML5P	0
TRERF1	1.023441281
TRERNA1	0
TREX1	0
TREX2	0.213547892
TRG-AS1	0.614650672
TRGC1	1.244547521
TRGC2	3.776175333
TRGJ1	0
TRGJ2	0
TRGJP	0
TRGJP1	1.0446532
TRGJP2	9.663042096
TRGV1	0
TRGV10	1.009967449
TRGV11	0
TRGV2	0.921752823
TRGV3	0.350163084
TRGV4	0.432741514
TRGV5	0.237421182
TRGV5P	0
TRGV6	0.681295565
TRGV7	1.242930152
TRGV8	0
TRGV9	0.054189503
TRGVA	0.054981747
TRGVB	0
TRH	0.095064497
TRHDE	0.664819045
TRHDE-AS1	0.078518519
TRHR	0.009338378
TRIAP1	23.10262866
TRIAP1P1	0
TRIB1	48.47110061
TRIB2	8.548714991
TRIB3	3.116619694
TRIL	0.876365602
TRIM10	0.030933047
TRIM11	2.077498239
TRIM13	4.097807322
TRIM14	5.506921145
TRIM15	0.037383216
TRIM16	2.806116307
TRIM16L	0.814438565
TRIM17	0.229658821
TRIM2	3.183321225
TRIM21	20.45440713
TRIM22	25.66254791
TRIM23	2.920769503
TRIM24	2.451644639
TRIM25	9.414572602
TRIM26	10.29617067
TRIM26BP	0.145668773
TRIM27	6.194534469
TRIM28	29.81301428
TRIM29	0.424792919
TRIM3	2.120443603
TRIM31	0.124117212
TRIM31-AS1	0.371051683
TRIM32	2.230251672
TRIM33	3.818428945
TRIM34	0.209707334
TRIM35	3.336576804
TRIM36	1.048412789
TRIM36-IT1	0.017786377
TRIM37	2.86984261
TRIM38	7.609332479
TRIM39	3.174005462
TRIM39-RPP21	0.036826787
TRIM4	6.397993579
TRIM40	0.025101799
TRIM41	1.6938999
TRIM42	0
TRIM43	0
TRIM43B	0
TRIM43CP	0
TRIM44	6.68036429
TRIM45	0.556048235
TRIM46	0.840009025
TRIM47	8.04934881
TRIM48	0
TRIM49	0
TRIM49B	0.01449565
TRIM49C	0
TRIM49D1	0
TRIM49D2	0
TRIM5	4.488268534
TRIM50	0.056637824
TRIM51	0
TRIM51BP	0
TRIM51CP	0
TRIM51DP	0
TRIM51EP	0
TRIM51FP	0
TRIM51GP	0
TRIM51HP	0
TRIM51JP	0
TRIM52	2.053646186
TRIM52-AS1	6.382227754
TRIM53AP	0
TRIM53BP	0
TRIM53CP	0.011572967
TRIM54	0.062361714
TRIM55	0.167836201
TRIM56	6.945031743
TRIM58	0.62679192
TRIM59	0.334714058
TRIM6	0.690789169
TRIM60	0
TRIM60P10Y	0
TRIM60P11Y	0
TRIM60P13	0
TRIM60P14	0.110428457
TRIM60P15	0
TRIM60P16	0
TRIM60P17	0.152557143
TRIM60P18	1.551839898
TRIM60P19	0.010718056
TRIM60P3Y	0
TRIM60P5Y	0
TRIM60P8Y	0
TRIM60P9Y	0
TRIM61	0.326866836
TRIM62	1.0615579
TRIM63	0.115711684
TRIM64	0
TRIM64B	0
TRIM64C	0
TRIM64DP	0
TRIM64EP	0
TRIM64FP	0
TRIM65	3.606540808
TRIM66	0.779433369
TRIM67	0.008401136
TRIM68	2.298139454
TRIM69	8.808236152
TRIM6-TRIM34	0
TRIM7	0.363023393
TRIM71	0.055931346
TRIM72	0.009217528
TRIM73	0.059355295
TRIM74	0.181092159
TRIM75P	0
TRIM77	0.011581521
TRIM77BP	0
TRIM8	21.50566926
TRIM80P	0.110040716
TRIM9	0.028028705
TRIML1	0.037079503
TRIML2	0.035963471
TRIO	3.030986641
TRIOBP	2.906556745
TRIP10	21.37184151
TRIP11	2.696740206
TRIP12	9.239631563
TRIP13	0.396146578
TRIP4	7.342562441
TRIP6	17.35756927
TRIQK	8.200776196
TRIR	80.99787879
TRIT1	5.054583731
TRMO	4.04141352
TRMT1	6.237175836
TRMT10A	1.971696436
TRMT10B	3.335162867
TRMT10BP1	0
TRMT10C	17.05584474
TRMT11	4.549484102
TRMT112	96.31381068
TRMT112P1	0
TRMT112P2	0
TRMT112P3	0
TRMT112P4	0
TRMT112P5	0
TRMT112P6	0.252738677
TRMT112P7	0
TRMT12	6.130783256
TRMT13	3.336419607
TRMT1L	4.474369013
TRMT2A	5.393289039
TRMT2B	2.902100689
TRMT2B-AS1	0.076438039
TRMT44	1.166511373
TRMT5	2.130784197
TRMT6	5.191450554
TRMT61A	4.53254609
TRMT61B	4.100365428
TRMT9B	0.760628318
TRMU	1.947985615
TRNAU1AP	7.640435023
TRNP1	7.612857325
TRNT1	3.58945717
TRO	0.695294789
TROAP	0.225892384
TROVE2	3.314036601
TRPA1	0.009828947
TRPC1	1.939006044
TRPC2	0.379495414
TRPC3	0.55732416
TRPC4	0.290664505
TRPC4AP	28.76034529
TRPC5	0.010734576
TRPC5OS	0.010641629
TRPC6	9.806005066
TRPC6P	0
TRPC7	0.004919874
TRPC7-AS1	0
TRPC7-AS2	0
TRPM1	0.121927594
TRPM2	0.670728117
TRPM2-AS	0.102551034
TRPM3	0.048791054
TRPM4	4.600808345
TRPM5	0.031640178
TRPM6	0.105681222
TRPM7	3.481330293
TRPM8	0.007931063
TRPS1	0.578842791
TRPT1	8.260323377
TRPV1	0.03764516
TRPV2	20.74754778
TRPV3	0.100940417
TRPV4	0.808709979
TRPV5	0.008502332
TRPV6	0.040734905
TRRAP	2.214494073
TRUB1	5.822324275
TRUB2	4.796876937
TSACC	0.182697196
TSC1	3.57317561
TSC2	4.432801411
TSC22D1	97.26553507
TSC22D1-AS1	0.108786564
TSC22D2	5.376259915
TSC22D3	103.2312877
TSC22D4	7.081989457
TSEN15	16.95263041
TSEN15P1	0.060853584
TSEN15P2	0.131311156
TSEN15P3	0
TSEN2	1.191756297
TSEN2P1	0
TSEN34	11.34755275
TSEN54	6.768988319
TSFM	5.211448654
TSG101	24.27818663
TSGA10	0.554551495
TSGA10IP	0.053195241
TSGA13	0
TSHB	0.379343341
TSHR	0.022713967
TSHZ1	1.57435961
TSHZ2	0.175617321
TSHZ3	1.220288549
TSIX	0.002115996
TSKS	0.150734151
TSKU	3.421485788
TSLP	1.496718211
TSN	17.73919269
TSNARE1	2.517947884
TSNAX	8.370951212
TSNAX-DISC1	0.004405341
TSNAXIP1	0.366116776
TSPAN1	10.3913411
TSPAN10	0.313726198
TSPAN11	1.442952015
TSPAN12	31.17210408
TSPAN13	230.7913233
TSPAN14	6.709245463
TSPAN15	30.80660966
TSPAN16	0.030114922
TSPAN17	7.4998688
TSPAN18	6.627168867
TSPAN19	0.145765563
TSPAN2	5.914085049
TSPAN3	40.14902157
TSPAN31	14.7386308
TSPAN32	2.292838884
TSPAN33	1.709432508
TSPAN4	19.23513981
TSPAN5	1.611268596
TSPAN6	4.947993545
TSPAN7	34.46347855
TSPAN8	5.374634961
TSPAN9	11.27106576
TSPAN9-IT1	0.027882203
TSPEAR	0.150704834
TSPEAR-AS1	0.499038153
TSPEAR-AS2	0.398735772
TSPO	115.051857
TSPO2	0.126880955
TSPOAP1	1.099949709
TSPOAP1-AS1	0.369878597
TSPY1	0
TSPY10	0
TSPY11P	0
TSPY12P	0.036105525
TSPY13P	0
TSPY14P	0
TSPY15P	0
TSPY16P	0
TSPY17P	0
TSPY18P	0
TSPY19P	0
TSPY2	0
TSPY20P	0
TSPY21P	0
TSPY22P	0
TSPY23P	0
TSPY24P	0
TSPY25P	0
TSPY26P	0.939955792
TSPY3	0
TSPY4	0
TSPY5P	0
TSPY6P	0
TSPY7P	0
TSPY8	0
TSPY9P	0
TSPYL1	25.09240653
TSPYL2	13.66832016
TSPYL4	4.067399718
TSPYL5	2.885531717
TSPYL6	0.005072774
TSR1	5.041464314
TSR2	25.67027533
TSR3	20.40981734
TSSC2	0.478728144
TSSC4	12.97664354
TSSK1A	0.061210148
TSSK1B	0
TSSK2	0
TSSK3	0.135885971
TSSK4	1.205369076
TSSK5P	0.328253762
TSSK6	0.413848206
TST	23.14470421
TSTA3	15.91639614
TSTD1	53.09600973
TSTD2	2.512502078
TSTD3	2.508470781
TTBK1	0.02088471
TTBK2	0.860098071
TTC1	32.75456743
TTC12	1.864889199
TTC13	3.467296232
TTC14	4.143446521
TTC16	0.258293374
TTC17	6.460111686
TTC19	11.04975531
TTC21A	0.902181935
TTC21B	2.355250879
TTC21B-AS1	0.024503202
TTC22	0.641801801
TTC23	1.758646815
TTC23L	0.135178952
TTC24	0.06646786
TTC25	1.391478062
TTC26	1.128451146
TTC27	4.152373472
TTC28	2.782024239
TTC28-AS1	1.064642404
TTC29	0.333900257
TTC3	5.583037641
TTC30A	1.518462433
TTC30B	1.572050931
TTC31	3.368360582
TTC32	4.300120799
TTC33	7.76890827
TTC34	0.087644633
TTC36	0.046590083
TTC37	6.719500623
TTC38	7.423227389
TTC39A	2.550819498
TTC39A-AS1	0.936084496
TTC39B	2.773790421
TTC39C	1.233876692
TTC39C-AS1	0.517851341
TTC39CP1	0
TTC39DP	0
TTC3-AS1	0.014284228
TTC3P1	0.538560727
TTC4	0.755278043
TTC41P	0.042023437
TTC4P1	0
TTC5	1.83419789
TTC6	0.223024275
TTC7A	8.24192138
TTC7B	0.998334412
TTC8	2.241404699
TTC9	2.646174436
TTC9B	0.013381553
TTC9C	5.756011608
TTF1	3.757827139
TTF2	0.798804161
TTI1	3.246611417
TTI2	1.866866033
TTK	0.112929315
TTL	3.269023456
TTLL1	2.714664833
TTLL10	0.250367049
TTLL10-AS1	0.079857408
TTLL11	0.944177361
TTLL11-IT1	0.02979049
TTLL12	2.83087004
TTLL13P	0.076300913
TTLL2	0.035694301
TTLL3	2.642624881
TTLL4	1.941138281
TTLL5	1.134418769
TTLL6	0.135269985
TTLL7	2.45978523
TTLL7-IT1	0.010729064
TTLL8	0
TTLL9	0.16132619
TTN	0.159443211
TTN-AS1	0.239743205
TTPA	0.485376748
TTPAL	1.959837029
TTR	0.05047795
TTTY1	0
TTTY10	0.108944134
TTTY11	0
TTTY12	0
TTTY13	0
TTTY14	1.509409378
TTTY15	1.304827993
TTTY16	1.305816499
TTTY17A	0
TTTY17B	0
TTTY17C	0
TTTY18	0
TTTY19	0
TTTY1B	0
TTTY2	0
TTTY20	0
TTTY21	0
TTTY21B	0
TTTY22	0
TTTY23	0
TTTY23B	0
TTTY23B	0
TTTY25P	0
TTTY2B	0
TTTY3	0
TTTY3B	0
TTTY4	0
TTTY4B	0
