	48a39e37-0380-4465-8311-6c5c6aff522a
	tumor
AL137076.1	0
AL137077.1	0
AL137078.1	0
AL137078.2	0
AL137100.1	0
AL137100.2	0
AL137127.1	0.054364479
AL137129.1	0.019759397
AL137141.1	0.002941846
AL137145.1	0.069767549
AL137145.2	0.124472678
AL137159.1	0.22229322
AL137161.1	0
AL137186.1	0.177834576
AL137186.2	0.287299213
AL137190.1	0
AL137191.1	0.034955199
AL137220.1	0
AL137222.1	0
AL137224.1	0
AL137230.1	0.012679827
AL137230.2	0
AL137244.1	0.049341385
AL137246.1	0
AL137246.2	0
AL137247.1	0
AL137779.1	0.071252585
AL137779.2	0.603367312
AL137779.3	0
AL137782.1	0.146421958
AL137783.1	0.007503569
AL137784.1	0.61108257
AL137784.2	0.142267661
AL137784.3	0.080833898
AL137786.1	0
AL137789.1	0.018893448
AL137792.1	0
AL137792.2	0
AL137793.1	0.023750862
AL137796.1	0.02465644
AL137798.1	0
AL137802.1	0
AL137802.2	0.012816906
AL137804.1	0.049398493
AL137843.1	0
AL137845.1	0
AL137845.2	0.028799122
AL137847.1	0.256338128
AL137847.2	0.026995761
AL137847.3	0
AL137849.1	0
AL137856.1	0.013172932
AL137918.1	0.051814445
AL138478.1	0
AL138479.1	0
AL138686.1	0.045164337
AL138688.1	0.008925198
AL138688.2	0
AL138689.1	0.021297554
AL138690.1	0.00634274
AL138693.1	0.220570017
AL138709.1	0
AL138713.1	0
AL138720.1	0.065598921
AL138721.1	0.317916561
AL138724.1	1.359911464
AL138725.1	0.032481201
AL138726.1	0
AL138729.1	0
AL138731.1	0
AL138733.1	0
AL138733.2	0.017694983
AL138737.1	0.006912909
AL138749.1	0
AL138752.1	0.121596291
AL138752.2	0.01098168
AL138756.1	0.417742098
AL138759.1	0.088228007
AL138760.1	0.065410419
AL138762.1	0.147742837
AL138767.1	0.019121997
AL138767.2	0
AL138767.3	0.71852354
AL138775.1	0
AL138781.1	0.127976906
AL138781.2	0.046316113
AL138785.1	0.128943499
AL138787.1	0.036880793
AL138787.2	0
AL138789.1	0.014819548
AL138799.1	0.093429509
AL138799.2	0
AL138799.3	0.040647903
AL138799.4	0
AL138807.1	0.030995133
AL138808.1	0
AL138812.1	0.060410896
AL138820.1	0.026817655
AL138825.1	0
AL138826.1	0
AL138827.1	0
AL138828.1	0.069135386
AL138828.2	0
AL138830.1	0
AL138830.2	0
AL138831.1	0
AL138831.2	0.08710265
AL138831.3	0.107334998
AL138847.1	0
AL138847.2	0.007821202
AL138878.1	0
AL138878.2	0.366846507
AL138880.1	0
AL138880.2	0
AL138881.1	0.036062778
AL138885.1	0
AL138885.2	0.026394742
AL138889.1	0.004117335
AL138889.2	0
AL138895.1	0
AL138895.2	0.079925652
AL138899.1	0.028467766
AL138899.2	0.142552766
AL138900.1	0
AL138900.2	0.091197219
AL138900.3	0.04523614
AL138902.1	0.099720323
AL138916.1	0
AL138916.2	0
AL138918.1	0.021588416
AL138921.1	0.134532067
AL138921.2	0.295365386
AL138930.1	0.044808712
AL138955.1	0.041038748
AL138957.1	0
AL138960.1	0.027732487
AL138960.2	0
AL138962.1	0.380765029
AL138963.1	0.045892794
AL138963.2	0
AL138963.3	0
AL138966.1	0
AL138966.2	0.122644535
AL138974.1	0.364788874
AL138976.1	0
AL138976.2	0.5534909
AL138995.1	0.168613524
AL138999.1	0.085190216
AL139002.1	0
AL139005.1	0.13052079
AL139008.1	0
AL139008.2	0
AL139010.1	0.006648022
AL139011.1	0.204334163
AL139011.2	0.019793762
AL139020.1	0
AL139021.1	0.13052079
AL139021.2	0.106968166
AL139022.1	0.123980532
AL139022.2	0.128458385
AL139023.1	0.728141571
AL139035.1	0.120736346
AL139039.1	0
AL139039.2	0
AL139039.3	0.048226326
AL139041.1	0.069967702
AL139042.1	0
AL139081.1	0
AL139082.1	0.041441206
AL139089.1	0.160507105
AL139093.1	0
AL139094.1	0
AL139095.1	0.509398274
AL139095.2	0.350796972
AL139095.3	0.094608586
AL139095.4	0.085360597
AL139098.1	0
AL139098.2	0
AL139099.1	0
AL139099.2	0.283825757
AL139099.3	0.499184775
AL139100.1	0.25711023
AL139109.1	0
AL139118.1	0
AL139120.1	0
AL139121.1	0
AL139123.1	0
AL139124.1	0.135171174
AL139125.1	0.076625311
AL139125.2	0.083731636
AL139128.1	0
AL139130.1	0
AL139132.1	0
AL139135.1	0
AL139135.2	0
AL139142.1	0.021014426
AL139147.1	0.578423881
AL139148.1	0
AL139156.1	0
AL139156.2	0.460277726
AL139156.3	0
AL139158.1	0
AL139158.2	0.540783506
AL139161.1	0.299510865
AL139161.2	0
AL139174.1	0
AL139184.1	0
AL139193.1	0.052789485
AL139193.2	0
AL139220.1	0.054718331
AL139220.2	0.21342817
AL139230.1	0
AL139231.1	0
AL139237.1	0
AL139237.2	0
AL139240.1	0
AL139241.1	0.048721802
AL139246.1	0.187605707
AL139246.2	0.054844896
AL139246.3	0.181811707
AL139246.4	0.138392666
AL139246.5	0.399949247
AL139247.1	0.08754933
AL139254.1	0
AL139260.1	0.874596276
AL139260.2	0
AL139260.3	0.00875224
AL139274.1	0.015199536
AL139274.2	0.075839315
AL139275.1	0
AL139275.2	0
AL139276.1	0
AL139280.1	0
AL139281.1	0
AL139286.1	0.029455002
AL139286.2	0.143704708
AL139287.1	2.06398679
AL139288.1	0
AL139289.1	0.350317086
AL139289.2	0.495031195
AL139294.1	0
AL139300.1	0
AL139300.2	0.128632605
AL139316.1	0
AL139317.1	0
AL139317.2	0.090042823
AL139317.3	0
AL139317.4	0.224633149
AL139327.1	0.040881512
AL139327.2	0
AL139327.3	0
AL139327.4	0
AL139339.1	0.151578939
AL139339.2	0.043308268
AL139344.1	0
AL139348.1	0
AL139349.1	0.172595083
AL139350.1	0
AL139351.1	0.088917288
AL139352.1	0.271273082
AL139353.1	0.122256244
AL139353.2	0.230360813
AL139354.1	0
AL139383.1	0.166828527
AL139384.1	0.238124408
AL139384.2	0.035665987
AL139385.1	0.165225279
AL139390.1	0
AL139393.1	0.024828562
AL139393.2	1.468342771
AL139395.1	0
AL139396.1	1.022282593
AL139397.1	0.066273755
AL139397.2	0
AL139400.1	0
AL139407.1	0.726473162
AL139412.1	0.18681612
AL139413.1	0
AL139415.1	0
AL139415.2	0
AL139418.1	0
AL139420.1	0
AL139420.2	0.069398859
AL139421.1	0
AL139423.1	0.053868861
AL139424.1	0
AL139805.1	0
AL139806.1	0
AL139807.1	0.040416949
AL139811.1	0.006188241
AL139811.2	0
AL139819.1	0.030205448
AL139824.1	0
AL139824.2	0
AL157359.1	0
AL157359.2	0
AL157359.3	0
AL157366.1	0
AL157371.1	0
AL157373.1	0
AL157373.2	0.39934782
AL157378.1	0
AL157384.1	0
AL157385.1	0
AL157387.1	0
AL157392.1	0.038141464
AL157392.2	0
AL157392.3	0.35157042
AL157392.4	0.041237003
AL157394.1	0.848491768
AL157395.1	0.032481201
AL157396.1	0
AL157398.1	0
AL157400.1	0
AL157400.2	0.047030632
AL157400.3	0.054802643
AL157400.4	0.063988453
AL157400.5	0
AL157401.1	0
AL157402.1	0
AL157402.2	0
AL157407.1	0
AL157413.1	0
AL157414.1	0
AL157414.2	0
AL157414.3	0
AL157687.1	0
AL157688.1	0
AL157698.1	0
AL157700.1	0.129153603
AL157702.1	0
AL157702.2	0.127959466
AL157709.1	0.033553694
AL157712.1	0
AL157713.1	0.009292466
AL157714.1	0
AL157714.2	0.042299602
AL157756.1	0.013532117
AL157762.1	0.068562728
AL157770.1	0
AL157777.1	0
AL157777.2	0
AL157778.1	0
AL157786.1	0.064270644
AL157788.1	0
AL157791.1	0.016747223
AL157791.2	0.029763109
AL157813.1	0.072709196
AL157817.1	0
AL157823.1	0
AL157823.2	0.085062876
AL157827.1	0
AL157831.1	0
AL157831.2	0
AL157832.1	0
AL157832.2	0.018200554
AL157834.1	0.033873253
AL157834.2	0
AL157834.3	0
AL157838.1	0.705083531
AL157871.1	0
AL157871.2	0.231958143
AL157871.3	0.194222063
AL157871.4	0
AL157871.5	0.346994295
AL157871.6	0
AL157882.1	0
AL157884.1	0
AL157884.2	0
AL157884.3	0.01201585
AL157895.1	0.257946944
AL157896.1	0
AL157899.1	0
AL157902.1	0
AL157902.2	0.038141464
AL157904.1	0.148582413
AL157911.1	0.024871969
AL157912.1	0.051922504
AL157931.1	0
AL157932.1	0.274345352
AL157935.1	0.163720721
AL157935.2	0.220760163
AL157937.1	0.032114596
AL157938.1	0.025450387
AL157938.2	0.014095211
AL157938.3	0.023065444
AL157955.1	0
AL157955.2	0.07648799
AL157996.1	0.006188241
AL158013.1	0
AL158032.1	0
AL158032.2	0
AL158042.1	0.061855505
AL158047.1	0
AL158050.1	0.031130779
AL158050.2	0
AL158053.1	0
AL158055.1	0.016916488
AL158058.1	0
AL158062.1	0.01909633
AL158063.1	0
AL158066.1	0.003747831
AL158068.1	0
AL158068.2	0.025269567
AL158069.1	0
AL158070.1	0
AL158070.2	0
AL158071.1	0
AL158071.2	0.401491558
AL158071.3	0.337393662
AL158071.4	0.037938043
AL158073.1	0
AL158077.1	0.081763023
AL158090.1	0
AL158147.1	0
AL158151.1	0.248719687
AL158151.2	0
AL158151.3	0
AL158151.4	0.280606826
AL158152.1	0.049570614
AL158152.2	0.484315441
AL158154.1	0
AL158154.2	0.006443282
AL158156.1	0.03007773
AL158163.1	0.310590406
AL158163.2	0.182915564
AL158166.1	0.460164941
AL158166.2	0.190197408
AL158168.1	0
AL158196.1	0.032780567
AL158198.1	0.037438858
AL158201.1	0.079797566
AL158206.1	1.853461638
AL158207.1	0.083441443
AL158207.2	0
AL158209.1	0
AL158209.2	0
AL158210.1	0.056907064
AL158211.1	0.055937481
AL158211.2	0
AL158211.3	0
AL158211.4	0.024360901
AL158211.5	0.141250656
AL158212.1	0
AL158212.2	0.247422019
AL158212.3	1.480765599
AL158212.4	0.033188412
AL158214.1	0
AL158801.1	0
AL158801.2	0.038039482
AL158801.3	0
AL158801.4	0
AL158801.5	0.979046268
AL158817.1	0
AL158819.1	0.085190216
AL158823.1	0
AL158824.1	0
AL158825.1	0
AL158825.2	0.106169896
AL158827.1	0.036385591
AL158827.2	0.258668474
AL158828.1	0
AL158829.1	0
AL158832.1	0.035041296
AL158834.1	0
AL158834.2	0.025656927
AL158835.1	0.024871969
AL158835.2	0.006242548
AL158835.3	0.094845107
AL158835.4	0
AL158837.1	0
AL158839.1	0.123711009
AL158840.1	0
AL158847.1	0.035214768
AL158850.1	0.077826948
AL158850.2	0
AL159153.1	0.403914495
AL159163.1	0.308246599
AL159166.1	0.04324245
AL159169.1	0
AL159169.2	0.033633017
AL159169.3	0.025359654
AL159174.1	0.02429849
AL159972.1	0
AL159987.1	0
AL159987.2	0
AL159990.1	0
AL159990.2	0
AL160004.1	0
AL160004.2	0
AL160006.1	1.484766859
AL160153.1	0
AL160162.1	0
AL160163.1	0
AL160175.1	0
AL160191.1	0
AL160191.2	0
AL160191.3	0
AL160236.1	0
AL160236.2	0
AL160237.1	0
AL160237.2	0
AL160237.3	0
AL160262.1	0
AL160270.1	0
AL160270.2	0
AL160271.1	0
AL160274.1	0.009390605
AL160275.1	0
AL160275.2	0
AL160279.1	0
AL160281.1	0
AL160286.1	0.195754774
AL160286.2	0.106624585
AL160286.3	0
AL160287.1	0
AL160290.1	0
AL160290.2	0
AL160290.3	0
AL160291.1	0.014198369
AL160313.1	0.095849242
AL160313.2	0
AL160314.1	0
AL160314.2	0.06194528
AL160314.3	0.018548587
AL160394.1	0.019650229
AL160408.1	0.006463774
AL160408.2	0
AL160408.3	0.019958987
AL160408.4	0
AL160408.5	0.027047084
AL160411.1	0
AL160412.1	0.013934149
AL160413.1	0
AL161420.1	0
AL161421.1	0.245511858
AL161423.1	0
AL161431.1	0.142098496
AL161447.1	0
AL161449.1	0
AL161452.1	0.089156099
AL161454.1	0
AL161457.1	0
AL161457.2	0.028403825
AL161616.1	0
AL161616.2	0
AL161618.1	0.037389661
AL161621.1	0
AL161629.1	0
AL161629.2	0
AL161630.1	0
AL161631.1	0
AL161636.1	0.018935359
AL161636.2	0.015347105
AL161637.1	0
AL161638.1	0
AL161638.2	0
AL161640.1	0
AL161644.1	0
AL161645.1	0.045344274
AL161646.1	0
AL161646.2	0
AL161651.1	0
AL161658.1	0
AL161668.1	0
AL161668.2	0
AL161668.3	0.047982348
AL161669.1	0
AL161669.2	0
AL161669.3	0.183098663
AL161670.1	0
AL161670.2	0
AL161672.1	0.017392135
AL161713.1	0
AL161716.1	0
AL161719.1	0.332573753
AL161722.1	0
AL161722.2	0
AL161722.3	0
AL161725.1	0.0991906
AL161725.2	0.070604298
AL161727.1	0
AL161729.1	0.091327314
AL161729.2	0.031199048
AL161729.3	0.084557302
AL161729.4	0.029888164
AL161733.1	0
AL161734.1	0
AL161740.1	0
AL161742.1	0.024360901
AL161747.1	0.278176991
AL161747.2	0
AL161751.1	0.013627171
AL161752.1	0
AL161756.1	0.038671367
AL161756.2	0
AL161757.1	0
AL161757.2	0.092581992
AL161757.3	0
AL161757.4	0
AL161757.5	0
AL161772.1	0.064491233
AL161773.1	0.032970489
AL161781.1	0
AL161781.2	0.019251375
AL161782.1	0
AL161785.1	0.463651039
AL161785.2	0.014727501
AL161785.3	0
AL161787.1	0.572341164
AL161788.1	0
AL161793.1	0
AL161798.1	0
AL161804.1	0.020094302
AL161891.1	0.082856489
AL161896.1	0
AL161901.1	0
AL161908.1	0
AL161908.2	0
AL161909.1	0.019981413
AL161909.2	0
AL161911.1	0.038347078
AL161912.1	0
AL161912.2	0
AL161912.3	0
AL161912.4	0
AL161931.1	0.057832382
AL161932.1	0
AL161932.2	0
AL161935.1	0.033792794
AL161935.2	0
AL161935.3	0.245995955
AL161937.1	0.046190799
AL161937.2	0.267420415
AL161938.1	0
AL162151.1	0
AL162151.2	0.360171293
AL162171.1	0.237773249
AL162171.2	0
AL162171.3	0.058196337
AL162231.1	0.194036635
AL162231.2	0.898532595
AL162231.3	0
AL162231.4	0.047945596
AL162233.1	0
AL162253.1	0.018768821
AL162254.1	0.044738258
AL162258.1	0
AL162258.2	0.161974566
AL162274.1	0.220268692
AL162274.2	0.599923871
AL162274.3	0.054911931
AL162293.1	0
AL162311.1	0.023671824
AL162311.2	0.300989409
AL162311.3	0.089320471
AL162373.1	0
AL162376.1	0
AL162377.1	0.44944826
AL162377.2	0
AL162384.1	0.17106332
AL162385.1	0
AL162385.2	0
AL162386.1	0
AL162386.2	0.062261558
AL162388.1	0
AL162389.1	0
AL162390.1	0.034253851
AL162391.1	0
AL162393.1	0
AL162394.1	0.033954096
AL162395.1	0
AL162399.1	0
AL162400.1	0
AL162400.2	0
AL162408.1	0
AL162411.1	0.243423754
AL162412.1	0.029485526
AL162413.1	2.586684743
AL162414.1	0.038243995
AL162419.1	0.01629641
AL162424.1	0.193123522
AL162425.1	0.009329027
AL162426.1	0
AL162427.1	0.032407212
AL162430.1	0.065410419
AL162430.2	0.098115628
AL162431.1	0.133138185
AL162431.2	0.199550349
AL162431.3	0.397395701
AL162431.4	0.242305019
AL162457.1	0.021340149
AL162457.2	0.052536064
AL162464.1	0
AL162464.2	0
AL162497.1	0.027464799
AL162511.1	0.097111031
AL162574.1	0.014975543
AL162574.2	0.281503743
AL162574.3	0.069739049
AL162578.1	0.037636947
AL162582.1	0.030464167
AL162584.1	0
AL162586.1	0.373555496
AL162591.1	0
AL162591.2	0
AL162595.1	0.480384309
AL162595.2	0
AL162615.1	0.017213268
AL162632.1	0
AL162632.2	0
AL162632.3	0.035019732
AL162713.1	0
AL162724.1	0.076282928
AL162724.2	0.184763196
AL162725.1	0
AL162725.2	0.299061149
AL162726.1	0
AL162726.2	0
AL162726.3	0
AL162726.4	0.021139326
AL162727.1	0.070128653
AL162727.2	0.036017129
AL162730.1	0.048721802
AL162731.1	0.007669416
AL162734.1	0.090616345
AL162739.1	0.046341258
AL162741.1	0.036525715
AL162742.1	0.044738258
AL162742.2	0
AL162872.1	0
AL163051.1	0.244640158
AL163051.2	0.638752763
AL163153.1	0
AL163192.1	0.020094302
AL163193.1	0.018054272
AL163195.1	0
AL163195.2	0.005298609
AL163195.3	0
AL163540.1	0.036856907
AL163636.1	0.093290269
AL163636.2	0.037988694
AL163642.1	0
AL163642.2	0
AL163932.1	0
AL163952.1	0.497373748
AL163953.1	0
AL163973.1	0.02465644
AL163973.2	0
AL163973.3	0
AL163974.1	0
AL352955.1	0.042851705
AL352977.1	0
AL352977.2	0
AL352979.1	0
AL352979.2	0
AL352979.3	0.057598243
AL352984.1	0.051546254
AL352984.2	0
AL353052.1	0
AL353052.2	0
AL353072.1	0
AL353093.1	0
AL353132.1	0
AL353133.1	0.354782197
AL353133.2	0
AL353135.1	0
AL353148.1	0
AL353149.1	0
AL353150.1	0.561943554
AL353151.1	0.023554248
AL353152.1	0
AL353193.1	0
AL353194.1	0.741985533
AL353572.1	0.034116945
AL353572.2	0
AL353581.1	0
AL353583.1	0.023008247
AL353588.1	0.089094465
AL353593.1	0.258995489
AL353593.2	0.297390255
AL353593.3	0.204835637
AL353596.1	0.054025694
AL353597.1	0
AL353597.2	0
AL353597.3	0.015195478
AL353600.1	0
AL353604.1	0
AL353608.1	0
AL353608.2	0
AL353608.3	0
AL353608.4	0
AL353611.1	0
AL353611.2	0
AL353612.1	0
AL353613.1	0.10737182
AL353614.1	0
AL353615.1	0
AL353616.1	0
AL353616.2	0
AL353621.1	0
AL353621.2	0
AL353622.1	0.226750513
AL353622.2	0
AL353625.1	0.817891375
AL353626.1	0
AL353626.2	0
AL353626.3	0
AL353633.1	0
AL353637.1	0
AL353649.1	0
AL353651.1	0
AL353653.1	0.029516112
AL353658.1	0
AL353658.2	0
AL353662.1	0
AL353662.2	0.044114003
AL353662.3	0
AL353678.1	0
AL353680.1	0
AL353681.1	0.038924121
AL353684.1	0
AL353689.1	0.071491287
AL353689.2	0
AL353691.1	0
AL353691.2	0
AL353692.1	0.018843399
AL353692.2	0
AL353693.1	0.482808804
AL353699.1	0
AL353705.1	0
AL353705.2	0.021490583
AL353705.3	0.011381413
AL353705.4	0
AL353706.1	0
AL353708.1	0.090544255
AL353708.2	0.031827217
AL353708.3	0.187005014
AL353718.1	0.027517923
AL353719.1	0.14819548
AL353726.1	0
AL353726.2	0
AL353729.1	0
AL353729.2	0
AL353732.1	0
AL353740.1	0
AL353742.1	0
AL353743.1	0.472507328
AL353743.2	0.014546796
AL353743.3	0
AL353743.4	0
AL353746.1	0.002067543
AL353747.1	0
AL353747.2	0
AL353747.3	0
AL353747.4	0
AL353748.1	0
AL353748.2	0.030205448
AL353751.1	0.112464554
AL353752.1	0
AL353753.1	0.030661134
AL353754.1	0
AL353763.1	0.052432799
AL353763.2	0.306514666
AL353764.1	0.420199842
AL353765.1	0
AL353768.1	0.116852288
AL353770.1	0
AL353770.2	0
AL353770.3	0
AL353770.4	0
AL353771.1	0
AL353778.1	0
AL353779.1	0
AL353779.2	0
AL353780.1	0
AL353784.1	0
AL353795.1	0.008015079
AL353795.2	0
AL353795.3	0.017465339
AL353796.1	0.263377342
AL353801.1	0.100424231
AL353801.2	0
AL353801.3	0
AL353803.1	0
AL353803.2	0
AL353803.3	0.042467958
AL353803.4	0
AL353803.5	0.201798101
AL353804.1	0.473174038
AL353804.2	0.040999326
AL353807.1	0
AL353807.2	0.064667119
AL353807.3	0.329402169
AL353807.4	0.664284798
AL353811.1	0
AL353813.1	0
AL353898.1	0
AL353898.2	0
AL353898.3	0.202660486
AL353996.1	0
AL353997.1	0
AL353997.2	0.002871194
AL353997.3	0
AL353997.4	0
AL353997.5	0
AL354674.1	0
AL354676.1	0
AL354685.1	0
AL354685.2	0.009831905
AL354692.1	0
AL354694.1	0.048721802
AL354695.1	0
AL354696.1	0.257627555
AL354696.2	0.088559144
AL354702.1	0.130653974
AL354707.1	0.91704762
AL354707.2	0.033712716
AL354707.3	0.042981166
AL354710.1	0.057832382
AL354710.2	0
AL354712.1	0
AL354714.1	0.013320942
AL354714.2	0.389063795
AL354714.3	0
AL354714.4	0
AL354718.1	1.038626387
AL354718.2	0
AL354718.3	0.269353575
AL354719.1	0
AL354719.2	0.704489105
AL354726.1	0.035389965
AL354732.1	0.174205299
AL354733.1	0
AL354733.2	0.030030113
AL354733.3	0.766056635
AL354740.1	0.04120217
AL354751.1	0.015272964
AL354751.2	0
AL354751.3	0.013852742
AL354754.1	0.022762826
AL354760.1	0.088502433
AL354761.1	0
AL354766.1	0
AL354766.2	1.681650838
AL354771.1	0
AL354793.1	0.039906777
AL354794.1	0
AL354794.2	0.011399652
AL354796.1	0
AL354798.1	0.04324245
AL354809.1	0.025890384
AL354810.1	0
AL354811.1	0.664990483
AL354813.1	0.046702556
AL354821.1	0
AL354824.1	0.203821864
AL354824.2	0.063797157
AL354836.1	0.731184747
AL354854.1	0
AL354861.1	0
AL354861.2	0.027786653
AL354861.3	0
AL354863.1	0
AL354864.1	0.026394742
AL354868.1	0.029516112
AL354872.1	0
AL354872.2	0.274765869
AL354877.1	0.034447376
AL354890.1	0.123353463
AL354892.1	0
AL354892.2	1.482690262
AL354892.3	0.148377315
AL354893.1	0.081763023
AL354893.2	0.026893698
AL354896.1	0
AL354919.1	0.012606793
AL354919.2	1.271666242
AL354920.1	0.915832385
AL354928.1	0.138347806
AL354936.1	0
AL354941.1	0
AL354943.1	0
AL354949.1	0
AL354950.1	0
AL354950.2	0
AL354956.1	0
AL354976.1	0
AL354977.1	0
AL354977.2	0.019542261
AL354979.1	0
AL354980.1	0
AL354983.1	0.031405665
AL354984.1	0.007673552
AL354984.2	0
AL354984.3	0.08754933
AL354989.1	0.044808712
AL354989.2	0.01847632
AL354993.1	0.026024572
AL354993.2	0.104994584
AL354994.1	0.806672304
AL355001.1	0.064084532
AL355001.2	2.030688694
AL355032.1	0.064962402
AL355073.1	0.055035846
AL355073.2	0.02554177
AL355075.1	0
AL355075.2	0.327394199
AL355075.3	0
AL355075.4	0.044598013
AL355075.5	0.043024494
AL355076.1	0
AL355076.2	0.178152706
AL355076.3	0.048472798
AL355095.1	0
AL355096.1	0.031827217
AL355097.1	0.026394742
AL355102.1	0.030927752
AL355102.2	0.06655797
AL355102.3	0
AL355102.4	0.154219687
AL355102.5	0.099487875
AL355103.1	0
AL355112.1	0.011510329
AL355140.1	0
AL355143.1	0
AL355149.1	0
AL355297.1	0
AL355297.2	0
AL355297.3	0
AL355297.4	0.039628875
AL355298.1	0
AL355300.1	0
AL355301.1	0
AL355303.1	0.04184343
AL355304.1	0.07704025
AL355306.1	0
AL355306.2	0
AL355309.1	0.182394437
AL355310.1	0
AL355310.2	0
AL355310.3	0
AL355312.1	0.032690179
AL355312.2	0.503367888
AL355312.3	0.273591656
AL355314.1	0
AL355314.2	0
AL355315.1	0
AL355333.1	0
AL355334.1	0
AL355336.1	0.008488524
AL355338.1	4.207258317
AL355339.1	0
AL355340.1	0
AL355353.1	0.689782598
AL355355.1	0.053821309
AL355355.2	0.252546144
AL355357.1	0
AL355365.1	0
AL355375.1	0
AL355375.2	0
AL355376.1	0
AL355376.2	0
AL355377.1	0.068853072
AL355377.2	0.040624689
AL355379.1	0
AL355385.1	0.208705615
AL355388.1	0
AL355388.2	0.14510378
AL355390.1	0
AL355390.2	0
AL355432.1	0.025224763
AL355433.1	0
AL355472.1	0.247422019
AL355472.2	0.194887207
AL355472.3	0.138797718
AL355472.4	0.090905854
AL355478.1	0
AL355480.1	0.287409416
AL355480.2	0
AL355480.3	0
AL355480.4	0
AL355482.1	0
AL355482.2	0.012425123
AL355483.1	0.060028549
AL355483.2	0
AL355483.3	0.018918572
AL355483.4	0
AL355488.1	0.274551626
AL355490.1	0
AL355490.2	0.103845008
AL355493.1	0
AL355493.2	0
AL355493.4	0
AL355497.1	0
AL355497.2	0
AL355499.1	0
AL355500.1	0
AL355512.1	0.271849034
AL355516.1	0
AL355526.1	0
AL355537.1	0
AL355537.2	0
AL355574.1	0.594687971
AL355578.1	0.010712926
AL355581.1	0.009791305
AL355592.1	0.184284535
AL355596.1	0.003560252
AL355598.1	0
AL355601.1	0.066635907
AL355607.1	3.906332383
AL355607.2	5.486738462
AL355613.1	0.088917288
AL355615.1	0.022194643
AL355674.1	0.021954886
AL355773.1	0
AL355796.1	0.044045715
AL355802.1	0.225821684
AL355802.2	0.26104158
AL355803.1	0.151348575
AL355810.1	0
AL355812.1	0
AL355816.1	0
AL355816.2	0
AL355834.1	0
AL355836.1	0
AL355838.1	0
AL355852.1	0
AL355862.1	0
AL355863.1	0.048555516
AL355864.1	0.108188335
AL355864.2	0.131881957
AL355870.1	0
AL355877.1	0.209544972
AL355877.2	0.15895828
AL355877.3	0
AL355916.1	0.391463974
AL355916.2	0.335876434
AL355916.3	0.018262858
AL355922.1	0.295511462
AL355922.2	0.132294677
AL355922.3	0.049227564
AL355922.4	0
AL355922.5	0
AL355974.1	0.008329488
AL355974.2	0.0534439
AL355974.3	0.091392502
AL355987.1	0
AL355987.2	0
AL355987.3	0.058068433
AL355987.4	0.036100214
AL355987.5	0.034615003
AL355989.1	0
AL355989.2	0
AL355990.1	0
AL355990.2	0
AL355994.1	0
AL355994.2	0.242501695
AL355994.3	0
AL355994.4	0
AL355994.5	0
AL355997.1	0.009838704
AL356000.1	0.011491734
AL356010.1	0
AL356010.2	0
AL356017.1	0
AL356019.1	0
AL356019.2	0.241509479
AL356020.1	0.013221902
AL356022.1	0
AL356052.1	0
AL356055.1	0
AL356056.1	0.227215139
AL356056.2	0.157915668
AL356056.3	0.103279609
AL356057.1	0
AL356057.2	0
AL356094.1	0
AL356095.1	0
AL356095.2	0
AL356102.1	0
AL356108.1	0.063230071
AL356121.1	0
AL356121.2	0
AL356124.1	0.181127809
AL356124.2	0
AL356130.1	0.007240085
AL356130.2	0
AL356131.1	0
AL356133.1	0
AL356133.2	0
AL356134.1	0.038141464
AL356157.1	0
AL356157.2	0.512676255
AL356215.1	0.117189177
AL356218.1	0
AL356218.2	0
AL356234.1	0.671752868
AL356234.2	0.217617837
AL356235.1	0.087711258
AL356258.1	0
AL356259.1	0
AL356266.1	0
AL356270.1	0.136271706
AL356272.1	0
AL356273.1	0.03704887
AL356273.2	0.073107739
AL356273.3	0.164512629
AL356274.1	0.277595436
AL356274.2	0.182005536
AL356276.1	0
AL356276.2	0.025495997
AL356277.1	0
AL356277.2	0
AL356277.3	0.213851705
AL356280.1	0
AL356289.1	0.025427643
AL356289.2	0
AL356289.3	0
AL356292.1	0.038141464
AL356299.1	0
AL356299.2	0.121388789
AL356309.1	0
AL356309.2	0
AL356309.3	0.007356136
AL356310.1	0
AL356311.1	0
AL356317.1	0.029721656
AL356320.1	0
AL356320.2	0.028060683
AL356321.1	0
AL356356.1	0.406479031
AL356361.1	0
AL356361.2	0.032114596
AL356364.1	0
AL356379.1	0
AL356387.1	0
AL356387.2	0
AL356390.1	0
AL356414.1	0.145171083
AL356417.1	0.067345638
AL356417.2	0.744222557
AL356421.1	0
AL356421.2	0
AL356423.1	0
AL356432.1	0.033954096
AL356432.2	0
AL356432.3	0
AL356441.1	0
