	62ff3cee-843e-4192-a4a6-8489cc2d0508
	tumor
AL132838.2	0
AL132855.1	0
AL132857.1	0
AL132875.1	0
AL132875.2	0
AL132989.1	1.026748591
AL132989.2	0.058358712
AL132994.1	0
AL132994.2	0
AL132996.1	0
AL133153.1	0.650612969
AL133153.2	0.108435495
AL133163.1	0.138486638
AL133163.2	0
AL133163.3	0
AL133166.1	0
AL133167.1	0
AL133173.1	0
AL133173.2	0
AL133215.1	0
AL133215.2	1.580583297
AL133215.3	0
AL133216.1	0
AL133216.2	0.782284641
AL133217.1	0
AL133227.1	0.110626111
AL133230.1	0.064465575
AL133232.1	0
AL133240.1	0
AL133241.1	0.067466027
AL133243.1	0.089770369
AL133243.2	1.053984982
AL133243.3	0.590619696
AL133243.4	0.021136028
AL133244.1	0
AL133245.1	0.096281187
AL133247.1	0
AL133247.2	0
AL133255.1	0
AL133260.1	3.407284215
AL133260.2	0
AL133264.1	0
AL133264.2	0
AL133268.1	0.046903576
AL133268.2	0
AL133268.3	0.05694273
AL133270.1	0
AL133271.1	0
AL133279.1	0
AL133279.2	0
AL133279.3	0
AL133284.1	0
AL133297.1	0.081326621
AL133297.2	0.067744237
AL133299.1	0
AL133304.1	0
AL133304.2	0
AL133304.3	0
AL133319.1	0
AL133320.1	0
AL133325.1	0
AL133325.2	0
AL133325.3	0.089428293
AL133329.1	0
AL133330.1	0.420033515
AL133330.2	0
AL133338.1	1.299510412
AL133338.2	0.044641243
AL133342.1	0.718162949
AL133343.1	0
AL133343.2	0
AL133346.1	0
AL133351.1	0.060957245
AL133351.2	0
AL133351.3	0
AL133351.4	0
AL133352.1	0.092162566
AL133353.1	1.301225938
AL133355.1	0.481557128
AL133367.1	0.226425483
AL133368.1	0
AL133368.2	0
AL133370.1	0
AL133370.2	0
AL133371.1	0
AL133371.2	0.558774744
AL133371.3	0
AL133372.1	0
AL133372.2	0
AL133372.3	0
AL133373.1	0
AL133373.2	0.011618089
AL133375.1	0
AL133380.1	0
AL133383.1	0
AL133383.2	0
AL133384.1	0
AL133384.2	0
AL133387.1	0
AL133387.2	0
AL133387.3	0
AL133393.1	0
AL133396.1	0
AL133396.2	0
AL133399.1	0
AL133406.1	0.043983875
AL133406.2	0.054851344
AL133406.3	0.182195684
AL133410.1	0.103537673
AL133410.2	0
AL133412.1	0
AL133415.1	0.04653818
AL133417.1	0
AL133419.1	0
AL133445.1	0
AL133445.2	0.187035797
AL133453.1	0
AL133456.1	0
AL133457.1	0
AL133464.1	0
AL133465.1	0
AL133466.1	0
AL133467.1	1.753641099
AL133467.2	0.13418418
AL133467.3	0.0089477
AL133467.4	0
AL133477.1	0.063922091
AL133480.1	0
AL133481.1	0
AL133481.2	0
AL133481.3	0
AL133485.1	0
AL133492.1	0
AL133499.1	0
AL133517.1	0.571025955
AL133520.1	0.375496628
AL133523.1	0.496313519
AL133547.1	0
AL133551.1	0.241983301
AL133553.1	0
AL135744.1	0.052235222
AL135746.1	0
AL135785.1	0
AL135786.1	0.1535325
AL135786.2	0.053424317
AL135787.1	0
AL135790.1	0
AL135790.2	0
AL135791.1	0.159108741
AL135818.1	0.308667635
AL135818.2	0
AL135838.1	0
AL135901.1	0
AL135902.1	0
AL135902.2	0
AL135903.1	0
AL135905.1	0.959468769
AL135908.1	0
AL135923.1	0
AL135923.2	0
AL135924.1	0.077673652
AL135924.2	0
AL135925.1	0.869205157
AL135929.1	0
AL135929.2	0.065061297
AL135934.1	0
AL135936.1	0.032921799
AL135937.1	0
AL135938.1	0
AL135960.1	0
AL135978.1	0
AL135999.1	1.084054017
AL135999.2	0.038975036
AL135999.3	0.040462999
AL136018.1	0
AL136038.1	0
AL136038.2	0
AL136038.3	0.089934183
AL136038.4	0.078166427
AL136038.5	0.059306778
AL136040.1	0.23260853
AL136084.1	0.103320613
AL136084.2	0.006876508
AL136084.3	0
AL136087.1	0
AL136088.1	0.07229033
AL136090.1	0
AL136097.1	0.035986807
AL136097.2	0
AL136097.3	0
AL136099.1	0.058987352
AL136100.1	0
AL136115.1	0
AL136115.2	0.111945332
AL136116.1	0
AL136116.2	0
AL136116.3	1.414711592
AL136126.1	1.634624623
AL136131.1	0
AL136131.2	0
AL136131.3	0
AL136139.1	0
AL136140.1	0
AL136140.2	0
AL136141.1	0.178081057
AL136146.1	0
AL136146.2	0
AL136162.1	1.706802853
AL136164.1	0
AL136164.2	0
AL136164.3	0.008259416
AL136164.4	0.092335236
AL136172.1	0.070708655
AL136181.1	0
AL136221.1	0.129100019
AL136226.1	0.040967525
AL136228.1	0
AL136231.1	0.045008157
AL136234.1	0
AL136295.1	0
AL136295.2	0.615774256
AL136295.3	0
AL136295.4	0.022654071
AL136295.5	0.109565502
AL136295.6	0.948728182
AL136295.7	2.053497183
AL136298.1	0
AL136298.2	0
AL136298.3	0
AL136301.1	0
AL136304.1	0.451850068
AL136307.1	0.159882992
AL136309.1	0
AL136309.2	0.057717971
AL136309.3	0
AL136309.4	0
AL136310.1	0.050238463
AL136311.1	0.080169064
AL136313.1	0
AL136317.1	0
AL136317.2	0
AL136317.3	0
AL136320.1	0
AL136322.1	0
AL136359.1	0
AL136360.1	0
AL136360.2	0
AL136361.1	0
AL136363.1	0
AL136363.2	0
AL136366.1	0.031172633
AL136368.1	0.327740199
AL136369.1	0
AL136369.2	0
AL136372.1	0
AL136376.1	0.063797971
AL136379.1	0.012436016
AL136380.1	1.622516293
AL136418.1	0.876158798
AL136439.1	0
AL136452.1	0.074842722
AL136454.1	2.115190231
AL136455.1	0
AL136460.1	0
AL136501.1	0
AL136520.1	0
AL136526.1	0.014914187
AL136528.1	0
AL136528.2	0.187213418
AL136529.1	0
AL136531.1	0.958298685
AL136531.2	0.238952399
AL136531.3	0.008981945
AL136537.1	0
AL136537.2	0.025932088
AL136964.1	0
AL136967.1	0
AL136967.2	0
AL136968.1	0.069462907
AL136968.2	0.46406716
AL136972.1	0
AL136979.1	0
AL136980.1	0.121016409
AL136981.1	0.006795441
AL136981.2	0.581917458
AL136982.1	0
AL136982.2	0
AL136982.3	0.047755748
AL136982.4	0
AL136982.5	0
AL136982.6	0
AL136982.7	0
AL136984.1	0.069426212
AL136985.1	0
AL136985.2	0
AL136987.1	0
AL136988.1	0
AL136988.2	0
AL137000.1	0.026411539
AL137001.1	0
AL137002.1	0.722108899
AL137003.1	1.647504903
AL137003.2	0.763790914
AL137005.1	0.045696738
AL137013.1	0.133778318
AL137014.1	0
AL137022.1	0
AL137024.1	0
AL137025.1	0
AL137026.1	0.022628068
AL137026.2	0
AL137027.1	0
AL137028.1	0
AL137028.2	0
AL137058.1	0
AL137058.2	0.333562994
AL137058.3	0
AL137060.1	0.148894056
AL137067.1	0
AL137067.2	0
AL137071.1	0
AL137072.1	0
AL137074.1	0
AL137076.1	0
AL137077.1	0
AL137078.1	0
AL137078.2	0
AL137100.1	0
AL137100.2	0
AL137127.1	0.154525361
AL137129.1	0
AL137141.1	0.013588071
AL137145.1	0.093989246
AL137145.2	0.276816211
AL137159.1	0.064171787
AL137161.1	0
AL137186.1	0.136899812
AL137186.2	0.386343028
AL137190.1	0
AL137191.1	0.040363581
AL137220.1	0
AL137222.1	0.028275348
AL137224.1	0
AL137230.1	0
AL137230.2	0
AL137244.1	0.075967526
AL137246.1	0
AL137246.2	0
AL137247.1	0.043005177
AL137779.1	0.109702688
AL137779.2	0.513374296
AL137779.3	0
AL137782.1	0.243785209
AL137783.1	0
AL137784.1	0.220509765
AL137784.2	0.098567865
AL137784.3	0.02872024
AL137786.1	0.043374198
AL137789.1	0
AL137792.1	0.058987352
AL137792.2	0
AL137793.1	0
AL137796.1	0.284713648
AL137798.1	0
AL137802.1	0
AL137802.2	0.147999797
AL137804.1	0
AL137843.1	0
AL137845.1	0
AL137845.2	0.033255015
AL137847.1	0
AL137847.2	0.062345266
AL137847.3	0
AL137849.1	0
AL137856.1	0.03042218
AL137918.1	0.068378678
AL138478.1	0
AL138479.1	0
AL138686.1	0
AL138688.1	0.020612268
AL138688.2	0.021715767
AL138689.1	0.245927806
AL138690.1	0
AL138693.1	0.764091975
AL138709.1	0
AL138713.1	0
AL138720.1	0.0378743
AL138721.1	0.550658462
AL138724.1	3.925803438
AL138725.1	0
AL138726.1	0
AL138729.1	0
AL138731.1	0
AL138733.1	0
AL138733.2	0
AL138737.1	0
AL138749.1	0
AL138752.1	0.187213418
AL138752.2	0.063404004
AL138756.1	0.176644919
AL138759.1	0.050939465
AL138760.1	0.075530931
AL138762.1	0.501770845
AL138767.1	0
AL138767.2	0
AL138767.3	0.862883665
AL138775.1	0
AL138781.1	0.197037211
AL138781.2	0.053482292
AL138785.1	1.786728667
AL138787.1	0.042587109
AL138787.2	0.199429165
AL138789.1	0.273799624
AL138799.1	0.156923964
AL138799.2	0
AL138799.3	0
AL138799.4	0
AL138807.1	0
AL138808.1	0
AL138812.1	0.069757866
AL138820.1	0.018580182
AL138825.1	0
AL138826.1	0
AL138827.1	0
AL138828.1	0.004989515
AL138828.2	0
AL138830.1	0
AL138830.2	0
AL138831.1	0.157205526
AL138831.2	0.402317815
AL138831.3	0.247884434
AL138847.1	0.120351483
AL138847.2	0
AL138878.1	0.189371498
AL138878.2	0.317704641
AL138880.1	0
AL138880.2	0
AL138881.1	0
AL138885.1	0
AL138885.2	0
AL138889.1	0
AL138889.2	0
AL138895.1	0.189918815
AL138895.2	0
AL138899.1	0
AL138899.2	0.065843597
AL138900.1	0
AL138900.2	0
AL138900.3	0.052235222
AL138902.1	0.191915625
AL138916.1	0
AL138916.2	0
AL138918.1	0
AL138921.1	0.349531435
AL138921.2	0.341065276
AL138930.1	0
AL138955.1	0.126369057
AL138957.1	0
AL138960.1	0
AL138960.2	0
AL138962.1	0.159882992
AL138963.1	0.105986951
AL138963.2	0
AL138963.3	0
AL138966.1	0
AL138966.2	0.778912725
AL138974.1	0
AL138976.1	0
AL138976.2	0.426085871
AL138995.1	0.243377444
AL138999.1	0.065580748
AL139002.1	0
AL139005.1	0.080381541
AL139008.1	0.288210131
AL139008.2	0.083179633
AL139010.1	0
AL139011.1	0.766835573
AL139011.2	0.022856316
AL139020.1	0.021780547
AL139021.1	0
AL139021.2	0
AL139022.1	0
AL139022.2	0.074166941
AL139023.1	0.905479073
AL139035.1	0.139417065
AL139039.1	0.047479704
AL139039.2	0
AL139039.3	0.022275224
AL139041.1	0.053862221
AL139042.1	0
AL139081.1	0
AL139082.1	0.038282499
AL139089.1	0.741365137
AL139093.1	0
AL139094.1	0.304221805
AL139095.1	0.588214027
AL139095.2	0.990179464
AL139095.3	0
AL139095.4	0.394271459
AL139098.1	0
AL139098.2	0
AL139099.1	0
AL139099.2	0.163870099
AL139099.3	1.152840524
AL139100.1	3.760621347
AL139109.1	0
AL139118.1	0
AL139120.1	0
AL139121.1	0
AL139123.1	0.30563679
AL139124.1	0.078042648
AL139125.1	0.176962055
AL139125.2	0.03515886
AL139128.1	0.034915999
AL139130.1	0.005881839
AL139132.1	0
AL139135.1	0
AL139135.2	0
AL139142.1	0
AL139147.1	0
AL139148.1	0
AL139156.1	0
AL139156.2	2.319243877
AL139156.3	0
AL139158.1	0
AL139158.2	0.672490306
AL139161.1	0
AL139161.2	0
AL139174.1	0
AL139184.1	0
AL139193.1	0
AL139193.2	0
AL139220.1	0
AL139220.2	0.16840782
AL139230.1	0
AL139231.1	0
AL139237.1	0
AL139237.2	0
AL139240.1	0
AL139241.1	0
AL139246.1	0.43326534
AL139246.2	0.101329082
AL139246.3	0.787283265
AL139246.4	0.127844183
AL139246.5	3.067875309
AL139247.1	0
AL139254.1	0
AL139260.1	0.403966659
AL139260.2	0.030268038
AL139260.3	0.02021283
AL139274.1	0.035102516
AL139274.2	0.16718562
AL139275.1	0
AL139275.2	0
AL139276.1	0
AL139280.1	0
AL139281.1	0
AL139286.1	0.068024751
AL139286.2	0.248908749
AL139287.1	6.383929066
AL139288.1	0.035215386
AL139289.1	0.539359041
AL139289.2	2.23678967
AL139294.1	0
AL139300.1	0
AL139300.2	0
AL139316.1	0
AL139317.1	0
AL139317.2	0.207949082
AL139317.3	0
AL139317.4	0
AL139327.1	0
AL139327.2	0.958831369
AL139327.3	0
AL139327.4	0
AL139339.1	0.250045319
AL139339.2	0.050009064
AL139344.1	0
AL139348.1	0
AL139349.1	0.227770918
AL139350.1	0
AL139351.1	0
AL139352.1	0.23203358
AL139353.1	0.364075484
AL139353.2	0.183450335
AL139354.1	0
AL139383.1	0.085618124
AL139384.1	0.301925414
AL139384.2	0.018304153
AL139385.1	0.030124653
AL139390.1	0
AL139393.1	0.172020706
AL139393.2	1.103311079
AL139395.1	0
AL139396.1	1.573937961
AL139397.1	0
AL139397.2	0.042559527
AL139400.1	0
AL139407.1	0.363512693
AL139412.1	0.265502666
AL139413.1	0
AL139415.1	0
AL139415.2	0.201570276
AL139418.1	0
AL139420.1	0
AL139420.2	0
AL139421.1	0.583241803
AL139423.1	0.269549043
AL139424.1	0.041224536
AL139805.1	0
AL139806.1	0
AL139807.1	0.093340781
AL139811.1	0.071457057
AL139811.2	0
AL139819.1	0
AL139824.1	0
AL139824.2	0
AL157359.1	0
AL157359.2	0
AL157359.3	0
AL157366.1	0
AL157371.1	0
AL157373.1	0
AL157373.2	2.843673292
AL157378.1	0
AL157384.1	0
AL157385.1	0.122596847
AL157387.1	0
AL157392.1	0
AL157392.2	0
AL157392.3	0.342186256
AL157392.4	0.095234652
AL157394.1	0.241587904
AL157395.1	0.450081574
AL157396.1	0
AL157398.1	0.176644919
AL157400.1	0.089282486
AL157400.2	0.108614727
AL157400.3	0.126563771
AL157400.4	0
AL157400.5	0
AL157401.1	0.095511497
AL157402.1	0
AL157402.2	0
AL157407.1	0
AL157413.1	0
AL157414.1	0
AL157414.2	0
AL157414.3	0
AL157687.1	0
AL157688.1	0
AL157698.1	0
AL157700.1	0.022944103
AL157702.1	0
AL157702.2	0.053730098
AL157709.1	0
AL157712.1	0
AL157713.1	0.064381362
AL157714.1	0
AL157714.2	0
AL157756.1	0.020834467
AL157762.1	0
AL157770.1	0.074842722
AL157777.1	0.108078799
AL157777.2	0
AL157778.1	0.045069897
AL157786.1	0.031806346
AL157788.1	0
AL157791.1	0.077353631
AL157791.2	0.412417844
AL157813.1	0.727644658
AL157817.1	0
AL157823.1	0.0523184
AL157823.2	0.147336121
AL157827.1	0
AL157831.1	0
AL157831.2	0
AL157832.1	0.066375667
AL157832.2	0
AL157834.1	0
AL157834.2	0
AL157834.3	0
AL157838.1	0.971758859
AL157871.1	0
AL157871.2	0.059521657
AL157871.3	0.112136365
AL157871.4	0
AL157871.5	0.123286885
AL157871.6	0
AL157882.1	0
AL157884.1	0
AL157884.2	0.059629682
AL157884.3	0.027749962
AL157895.1	0.09164841
AL157896.1	0.083179633
AL157899.1	0
AL157902.1	0.030115449
AL157902.2	0.022021418
AL157904.1	0.257357349
AL157911.1	0.057440481
AL157912.1	0
AL157931.1	0.112328051
AL157932.1	0
AL157935.1	0.143418851
AL157935.2	0.594806081
AL157937.1	0
AL157938.1	0.058776306
AL157938.2	0.021701423
AL157938.3	0.031961046
AL157955.1	0
AL157955.2	0
AL157996.1	0
AL158013.1	0
AL158032.1	0.309961839
AL158032.2	0
AL158042.1	0
AL158047.1	0
AL158050.1	0.718948685
AL158050.2	0
AL158053.1	0
AL158055.1	0.156270891
AL158058.1	0
AL158062.1	0
AL158063.1	0.122596847
AL158066.1	0
AL158068.1	0
AL158068.2	0
AL158069.1	0
AL158070.1	0
AL158070.2	0
AL158071.1	0
AL158071.2	0.282198386
AL158071.3	0.064932717
AL158071.4	0.10354604
AL158073.1	0
AL158077.1	0
AL158090.1	0
AL158147.1	0
AL158151.1	0.186681562
AL158151.2	0
AL158151.3	0
AL158151.4	0.12960929
AL158152.1	0
AL158152.2	0.978688019
AL158154.1	0
AL158154.2	0
AL158156.1	0.277851627
AL158163.1	0.099623878
AL158163.2	0.046937078
AL158166.1	0.354242102
AL158166.2	0
AL158168.1	0
AL158196.1	0.075704965
AL158198.1	0
AL158201.1	0.184288209
AL158206.1	1.220602906
AL158207.1	0.096351774
AL158207.2	0.123518628
AL158209.1	0
AL158209.2	0
AL158210.1	0.06571191
AL158211.1	0.04306154
AL158211.2	0
AL158211.3	0.137472615
AL158211.4	0
AL158211.5	0.313162398
AL158212.1	0.104304619
AL158212.2	0.214277967
AL158212.3	0.124072523
AL158212.4	0
AL158214.1	0
AL158801.1	0
AL158801.2	0
AL158801.3	0.090512273
AL158801.4	0
AL158801.5	2.826318703
AL158817.1	0.070430772
AL158819.1	0.065580748
AL158823.1	1.099780918
AL158824.1	0
AL158825.1	0
AL158825.2	0.441348648
AL158827.1	0
AL158827.2	0.398253999
AL158828.1	0
AL158829.1	0
AL158832.1	0
AL158834.1	0
AL158834.2	0.08887995
AL158835.1	0.162748028
AL158835.2	0.021625245
AL158835.3	0.438079399
AL158835.4	0
AL158837.1	0
AL158839.1	0
AL158840.1	0
AL158847.1	0
AL158850.1	0.071894869
AL158850.2	0
AL159153.1	0
AL159163.1	1.423758047
AL159166.1	0
AL159169.1	0
AL159169.2	0.569606784
AL159169.3	0.058566765
AL159174.1	0
AL159972.1	0.073339185
AL159987.1	0
AL159987.2	0
AL159990.1	0
AL159990.2	0
AL160004.1	0
AL160004.2	0
AL160006.1	0.47538265
AL160153.1	0
AL160162.1	0.933739394
AL160163.1	0
AL160175.1	0
AL160191.1	0.02962665
AL160191.2	0
AL160191.3	0
AL160236.1	0
AL160236.2	0
AL160237.1	0
AL160237.2	0
AL160237.3	0
AL160262.1	0
AL160270.1	0
AL160270.2	0
AL160271.1	0
AL160274.1	0
AL160275.1	0
AL160275.2	0
AL160279.1	0
AL160281.1	0
AL160286.1	0.079779737
AL160286.2	0.070355364
AL160286.3	0
AL160287.1	0
AL160290.1	0
AL160290.2	0.026390325
AL160290.3	0
AL160291.1	0.032790374
AL160313.1	0.063245342
AL160313.2	0.133289878
AL160314.1	0
AL160314.2	0.405334712
AL160314.3	0
AL160394.1	0
AL160408.1	0.01492774
AL160408.2	0
AL160408.3	0
AL160408.4	0
AL160408.5	0
AL160411.1	0
AL160412.1	0
AL160413.1	0
AL161420.1	0
AL161421.1	1.044467232
AL161423.1	0
AL161431.1	0.164084436
AL161447.1	0
AL161449.1	0
AL161452.1	0.441216942
AL161454.1	0
AL161457.1	0
AL161457.2	0.040998197
AL161616.1	0
AL161616.2	0
AL161618.1	0
AL161621.1	0
AL161629.1	0
AL161629.2	0
AL161630.1	0
AL161631.1	0.135209691
AL161636.1	1.078678201
AL161636.2	0.070886634
AL161637.1	0
AL161638.1	0
AL161638.2	0
AL161640.1	0
AL161644.1	0
AL161645.1	0.026180044
AL161646.1	0
AL161646.2	0
AL161651.1	0
AL161658.1	0
AL161668.1	0.275329231
AL161668.2	0
AL161668.3	0.055406332
AL161669.1	0
AL161669.2	0
AL161669.3	0.33828525
AL161670.1	0
AL161670.2	0.026777469
AL161672.1	0
AL161713.1	0
AL161716.1	0
AL161719.1	0.512040856
AL161722.1	0
AL161722.2	0
AL161722.3	0
AL161725.1	0.065450109
AL161725.2	0
AL161727.1	0
AL161729.1	0.39839603
AL161729.2	0.072052533
AL161729.3	0.195280564
AL161729.4	0
AL161733.1	0
AL161734.1	0
AL161740.1	0
AL161742.1	0.056260197
AL161747.1	0
AL161747.2	0
AL161751.1	0
AL161752.1	0
AL161756.1	0.168695631
AL161756.2	0
AL161757.1	0.20471
AL161757.2	0
AL161757.3	0
AL161757.4	0
AL161757.5	0.089525763
AL161772.1	0.268090294
AL161773.1	0
AL161781.1	0.081528424
AL161781.2	0.489060222
AL161782.1	0
AL161785.1	0.169070094
AL161785.2	0
AL161785.3	0
AL161787.1	9.063711704
AL161788.1	0
AL161793.1	0
AL161798.1	0
AL161804.1	0.046406716
AL161891.1	0.347269584
AL161896.1	0
AL161901.1	0
AL161908.1	0
AL161908.2	0
AL161909.1	0.323022029
AL161909.2	0
AL161911.1	0.088560525
AL161912.1	0
AL161912.2	0
AL161912.3	0
AL161912.4	0
AL161931.1	0
AL161932.1	0
AL161932.2	0
AL161935.1	0
AL161935.2	0
AL161935.3	0.378742996
AL161937.1	0
AL161937.2	0.463194853
AL161938.1	0
AL162151.1	0
AL162151.2	5.406676127
AL162171.1	0.137281149
AL162171.2	0
AL162171.3	0.020677127
AL162231.1	0.788686316
AL162231.2	0.395259608
AL162231.3	0
AL162231.4	0.060396976
AL162233.1	0
AL162253.1	0.086691174
AL162254.1	0
AL162258.1	0
AL162258.2	0.498762124
AL162274.1	0.059846912
AL162274.2	1.682383234
AL162274.3	0.073976097
AL162293.1	0.015556797
AL162311.1	0.05466881
AL162311.2	0.370730098
AL162311.3	0.171900706
AL162373.1	0
AL162376.1	0.187748314
AL162377.1	0.758521438
AL162377.2	0
AL162384.1	0
AL162385.1	0
AL162385.2	0.230568105
AL162386.1	0
AL162386.2	0
AL162388.1	0.093340781
AL162389.1	0
AL162390.1	0.026369145
AL162391.1	0
AL162393.1	0
AL162394.1	0
AL162395.1	0
AL162399.1	0
AL162400.1	0
AL162400.2	0
AL162408.1	0
AL162411.1	0.312318963
AL162412.1	0.034047622
AL162413.1	1.194761997
AL162414.1	0.220806149
AL162419.1	0
AL162424.1	0
AL162425.1	0
AL162426.1	0.088441332
AL162427.1	0
AL162430.1	0.41542012
AL162430.2	0.075530931
AL162431.1	0.043925073
AL162431.2	0.067772184
AL162431.3	0.061184274
AL162431.4	0
AL162457.1	0.049283932
AL162457.2	0.024265846
AL162464.1	0
AL162464.2	0
AL162497.1	0
AL162511.1	0
AL162574.1	0
AL162574.2	0.050009064
AL162574.3	0
AL162578.1	0.086920516
AL162582.1	0
AL162584.1	0
AL162586.1	0.438664285
AL162591.1	0
AL162591.2	0
AL162595.1	0.113786857
AL162595.2	0
AL162615.1	0.019876561
AL162632.1	0.059956122
AL162632.2	0
AL162632.3	0
AL162713.1	0
AL162724.1	0
AL162724.2	0.746726248
AL162725.1	0
AL162725.2	0
AL162726.1	0
AL162726.2	0
AL162726.3	0.008516318
AL162726.4	0
AL162727.1	0
AL162727.2	0.831796327
AL162730.1	0
AL162731.1	0
AL162734.1	0
AL162739.1	0
AL162741.1	0.105442731
AL162742.1	0.103320613
AL162742.2	0
AL162872.1	0
AL163051.1	1.716680185
AL163051.2	0.84933761
AL163153.1	0
AL163192.1	0
AL163193.1	0
AL163195.1	0
AL163195.2	0
AL163195.3	0
AL163540.1	0.680952434
AL163636.1	0.179540737
AL163636.2	0.043866428
AL163642.1	0
AL163642.2	0
AL163932.1	0
AL163952.1	0
AL163953.1	0.226280681
AL163973.1	0.170828189
AL163973.2	0
AL163973.3	0.076409198
AL163974.1	0
AL352955.1	0
AL352977.1	0
AL352977.2	0
AL352979.1	0
AL352979.2	0
AL352979.3	0
AL352984.1	0.119043315
AL352984.2	0
AL353052.1	0
AL353052.2	0
AL353072.1	0
AL353093.1	0
AL353132.1	0
AL353133.1	0
AL353133.2	0
AL353135.1	0.130380774
AL353148.1	0
AL353149.1	0
AL353150.1	0.284878222
AL353151.1	0.054397276
AL353152.1	3.215689206
AL353193.1	0
AL353194.1	2.458608872
AL353572.1	0.078791259
AL353572.2	0.043925073
AL353581.1	0
AL353583.1	0.017712105
AL353588.1	0.06546874
AL353593.1	0.116304265
AL353593.2	0.022155061
AL353593.3	0.043005177
AL353596.1	0.707026878
AL353597.1	0
AL353597.2	0
AL353597.3	0.008773286
AL353600.1	0
AL353604.1	0
AL353608.1	0
AL353608.2	0.096635162
AL353608.3	0
AL353608.4	0
AL353611.1	0.071116786
AL353611.2	0
AL353612.1	0
AL353613.1	0
AL353614.1	0
AL353615.1	0
AL353616.1	0
AL353616.2	0.018893591
AL353621.1	0.135209691
AL353621.2	0
AL353622.1	0.793948525
AL353622.2	0.154616258
AL353625.1	0.524687878
AL353626.1	0.064804645
AL353626.2	0
AL353626.3	0
AL353633.1	0
AL353637.1	0.044885184
AL353649.1	0
AL353651.1	0
AL353653.1	0.034082941
AL353658.1	0
AL353658.2	0
AL353662.1	0
AL353662.2	0.30563679
AL353662.3	0
AL353678.1	0.13302006
AL353680.1	0
AL353681.1	0
AL353684.1	0.029335674
AL353689.1	0
AL353689.2	0
AL353691.1	0.084899108
AL353691.2	0.556880592
AL353692.1	0.043517821
AL353692.2	0
AL353693.1	0.07433474
AL353699.1	0
AL353705.1	0.068449906
AL353705.2	0.099262704
AL353705.3	0
AL353705.4	0
AL353706.1	0
AL353708.1	0.156830334
AL353708.2	0
AL353708.3	0.730870585
AL353718.1	0.06355117
AL353719.1	0.684499061
AL353726.1	0
AL353726.2	0
AL353729.1	0
AL353729.2	0
AL353732.1	0
AL353740.1	0.057140791
AL353742.1	0
AL353743.1	2.321344642
AL353743.2	0
AL353743.3	0
AL353743.4	0.021238497
AL353746.1	0.014324642
AL353747.1	0
AL353747.2	0
AL353747.3	0
AL353747.4	0
AL353748.1	0
AL353748.2	0.139515732
AL353751.1	0
AL353752.1	0
AL353753.1	0.042486149
AL353754.1	0.096635162
AL353763.1	0.02018179
AL353763.2	0.621552484
AL353764.1	0.623847245
AL353765.1	0
AL353768.1	0
AL353770.1	0
AL353770.2	0
AL353770.3	0
AL353770.4	0
AL353771.1	0.071894869
AL353778.1	0
AL353779.1	0
AL353779.2	0
AL353780.1	0
AL353784.1	0
AL353795.1	0.018510397
AL353795.2	0.231924388
AL353795.3	0.017286542
AL353796.1	0.324403134
AL353801.1	0
AL353801.2	0
AL353801.3	0.363719058
AL353803.1	0
AL353803.2	0.015996083
AL353803.3	0
AL353803.4	0.016988601
AL353803.5	0.233020957
AL353804.1	0.072851341
AL353804.2	0
AL353807.1	0.049631352
AL353807.2	0.746726248
AL353807.3	0.327903742
AL353807.4	1.406286009
AL353811.1	0
AL353813.1	0
AL353898.1	0.138050231
AL353898.2	0
AL353898.3	0.280820128
AL353996.1	0
AL353997.1	0
AL353997.2	0
AL353997.3	0
AL353997.4	0
AL353997.5	0
AL354674.1	0
AL354676.1	0
AL354685.1	0
AL354685.2	0
AL354692.1	0
AL354694.1	0.112520394
AL354695.1	0
AL354696.1	1.652714031
AL354696.2	0.228584088
AL354702.1	0.134105938
AL354707.1	0.914272786
AL354707.2	0.155715426
AL354707.3	0
AL354710.1	0.53424317
AL354710.2	0
AL354712.1	0
AL354714.1	0
AL354714.2	0.928472746
AL354714.3	0
AL354714.4	0
AL354718.1	0.27891303
AL354718.2	0
AL354718.3	0.282753485
AL354719.1	0
AL354719.2	6.349740945
AL354726.1	0.081731231
AL354732.1	0.196000987
AL354733.1	0.033629432
AL354733.2	0.043345587
AL354733.3	1.179444536
AL354740.1	0.063436138
AL354751.1	0
AL354751.2	0
AL354751.3	0.031992166
AL354754.1	0
AL354760.1	0.255489541
AL354761.1	0
AL354766.1	0
AL354766.2	0.077673652
AL354771.1	0
AL354793.1	0
AL354794.1	0
AL354794.2	0.026326887
AL354796.1	0
AL354798.1	0.299598373
AL354809.1	0.029896228
AL354810.1	0
AL354811.1	0.04653818
AL354813.1	0
AL354821.1	0
AL354824.1	0
AL354824.2	0
AL354836.1	5.982582101
AL354854.1	0
AL354861.1	0
AL354861.2	0
AL354861.3	0
AL354863.1	0
AL354864.1	0
AL354868.1	0
AL354872.1	0
AL354872.2	0.634557069
AL354877.1	0.397771851
AL354890.1	0.379837629
AL354892.1	0
AL354892.2	3.505722238
AL354892.3	0.322512441
AL354893.1	0.377654654
AL354893.2	0
AL354896.1	0
AL354919.1	0
AL354919.2	0.183552821
AL354920.1	4.143211247
AL354928.1	0.372757998
AL354936.1	0
AL354941.1	0
AL354943.1	0
AL354949.1	0
AL354950.1	0.115689982
AL354950.2	0
AL354956.1	0
AL354976.1	0.084899108
AL354977.1	0.048388741
AL354977.2	0
