	54e1ee85-dbfa-499a-9bdd-6935a7661970
	tumor
TLR9	0.009877251
TLX1	0.003724541
TLX1NB	0
TLX2	0.009183174
TLX3	0.085342623
TM2D1	4.335765732
TM2D2	6.740874816
TM2D3	2.617106079
TM4SF1	5.891451602
TM4SF18	1.020583141
TM4SF19	0.335483243
TM4SF19-AS1	0.250538132
TM4SF19-TCTEX1D2	0.026434966
TM4SF1-AS1	0.191603813
TM4SF20	0
TM4SF4	0.14289705
TM4SF5	0.205069532
TM6SF1	2.542584762
TM6SF2	0.069881098
TM7SF2	41.27951796
TM7SF3	33.34524825
TM9SF1	3.567374731
TM9SF2	82.87486342
TM9SF3	15.45699963
TM9SF4	20.17252007
TMA16	4.584528929
TMA16P1	0
TMA16P2	0
TMA7	42.24098677
TMBIM1	81.73853252
TMBIM4	4.613729047
TMBIM6	121.8304763
TMBIM7P	0.049501374
TMC1	0.022087373
TMC2	0.020655163
TMC3	0.021025831
TMC3-AS1	0.103897842
TMC4	25.84949447
TMC5	0.141507493
TMC6	20.77702331
TMC7	0.436172249
TMC8	7.396647775
TMCC1	6.857255183
TMCC1-AS1	0.184661646
TMCC1P1	0
TMCC2	1.439325354
TMCC3	2.982505252
TMCO1	13.41022531
TMCO2	0.014332569
TMCO3	6.201256404
TMCO4	7.467727902
TMCO5A	0
TMCO5B	0
TMCO6	1.706406491
TMED1	9.196223207
TMED10	83.27672222
TMED10P1	0
TMED10P2	0.104098477
TMED11P	0
TMED2	61.34956494
TMED3	7.299455781
TMED4	57.2985637
TMED5	7.950856741
TMED6	0.279937109
TMED7	23.61492396
TMED7-TICAM2	0.064938685
TMED8	4.722465389
TMED9	89.65633212
TMEFF1	0.439199089
TMEFF2	1.258411203
TMEM100	0.092076643
TMEM101	16.63692305
TMEM102	7.989717019
TMEM104	11.7035016
TMEM105	0.040300433
TMEM106A	4.406325268
TMEM106B	5.107871369
TMEM106C	40.90529133
TMEM107	2.719132522
TMEM108	0.134600257
TMEM108-AS1	0
TMEM109	86.6179821
TMEM11	8.790932345
TMEM110-MUSTN1	0.05079594
TMEM114	0.044896595
TMEM115	29.94897547
TMEM116	0.537481194
TMEM117	1.589002729
TMEM119	15.37069343
TMEM120A	10.31072218
TMEM120B	1.441711543
TMEM121	0.67589654
TMEM121B	0.382073653
TMEM123	115.2397156
TMEM125	25.7169341
TMEM126A	17.40003363
TMEM126B	9.777742443
TMEM127	31.49491819
TMEM128	13.62924143
TMEM129	21.56678494
TMEM130	3.445684145
TMEM131	10.41214372
TMEM131L	12.51444437
TMEM132A	7.293462001
TMEM132B	0.034890856
TMEM132C	0.242109448
TMEM132D	0.001796117
TMEM132D-AS1	0
TMEM132D-AS2	0
TMEM132E	0.04170299
TMEM134	3.994201318
TMEM135	9.139539986
TMEM136	4.112234661
TMEM138	8.687126135
TMEM139	3.622724439
TMEM140	10.84665625
TMEM141	50.89597453
TMEM143	2.571741482
TMEM144	3.790927984
TMEM145	2.89583036
TMEM147	57.772715
TMEM147-AS1	1.953597843
TMEM14A	22.82451453
TMEM14B	12.70725244
TMEM14C	77.33730388
TMEM14DP	0.295458634
TMEM14EP	0.168540391
TMEM150A	13.37997172
TMEM150B	2.469485692
TMEM150C	26.51763372
TMEM151A	0.606745409
TMEM151B	0.053683464
TMEM154	1.740747184
TMEM155	0.223316018
TMEM156	1.661089889
TMEM158	1.026079108
TMEM159	47.52965539
TMEM160	16.45076239
TMEM161A	11.45234271
TMEM161B	0.853603173
TMEM161B-AS1	0.442039795
TMEM161BP1	0
TMEM163	0.943826191
TMEM164	11.04999245
TMEM165	19.35212113
TMEM167A	20.42351034
TMEM167AP1	0
TMEM167B	16.37138131
TMEM168	3.448772777
TMEM169	0.172089588
TMEM17	1.016939488
TMEM170A	5.037663827
TMEM170B	1.40185617
TMEM171	0.904781916
TMEM173	17.0738158
TMEM174	0
TMEM175	5.152228126
TMEM176A	16.63483489
TMEM176B	91.28406493
TMEM177	6.976399972
TMEM178A	4.85936748
TMEM178B	0.373066434
TMEM179	0.00522949
TMEM179B	52.43156381
TMEM18	2.230547207
TMEM181	4.117988969
TMEM182	3.684868458
TMEM183A	5.234648541
TMEM183AP1	0
TMEM183B	0.293690597
TMEM184A	0.979499315
TMEM184B	24.59134059
TMEM184C	10.00241439
TMEM185A	1.405583732
TMEM185AP1	0
TMEM185B	18.15879959
TMEM186	11.18276573
TMEM187	6.119172511
TMEM189	7.676159478
TMEM189-UBE2V1	0.009243129
TMEM19	6.459201392
TMEM190	0.12892061
TMEM191A	1.454440693
TMEM191B	0.080136186
TMEM191C	0.130410039
TMEM192	4.126947069
TMEM196	0.006235211
TMEM198	1.576643713
TMEM198B	2.116458732
TMEM199	5.733744112
TMEM2	9.016457408
TMEM200A	1.154368485
TMEM200B	1.096004306
TMEM200C	0.098215416
TMEM201	4.300262356
TMEM202	0
TMEM202-AS1	0.136199025
TMEM203	38.78961977
TMEM204	5.22862189
TMEM205	59.54303247
TMEM206	4.490623964
TMEM207	0
TMEM208	11.82898897
TMEM209	5.815270347
TMEM210	0.123053722
TMEM211	0.026824534
TMEM212	0.018744617
TMEM212-AS1	0
TMEM212-IT1	0
TMEM213	0.010589365
TMEM214	41.94106012
TMEM215	0.003558127
TMEM216	14.27776664
TMEM217	0.800717726
TMEM218	2.74377791
TMEM219	26.9789296
TMEM220	0.599308108
TMEM220-AS1	0.145480345
TMEM221	3.129046564
TMEM222	10.74045107
TMEM223	12.33369713
TMEM225	0
TMEM225B	0.063256436
TMEM229A	0.108799699
TMEM229B	2.325746397
TMEM230	42.28424862
TMEM231	0.67997852
TMEM232	0.034642162
TMEM233	0.117453259
TMEM234	2.950811401
TMEM235	0
TMEM236	0.18189037
TMEM237	5.578534876
TMEM238	9.645431762
TMEM238L	0.015463172
TMEM239	0
TMEM240	0.581684185
TMEM241	7.301975941
TMEM242	2.01660538
TMEM243	3.240921975
TMEM244	0
TMEM245	18.00813208
TMEM246	0.192223222
TMEM246-AS1	0
TMEM248	34.52221517
TMEM248P1	0
TMEM249	0.461984754
TMEM25	6.093132949
TMEM250	14.16739809
TMEM251	13.88046804
TMEM251P1	0
TMEM252	0.0511713
TMEM253	0.019492586
TMEM254	3.453345364
TMEM254-AS1	0.458829463
TMEM255A	2.242504609
TMEM255B	0.463364649
TMEM256	21.46436976
TMEM256P1	0
TMEM256P2	0.037365553
TMEM256-PLSCR3	0.014949144
TMEM258	24.76067101
TMEM259	13.88274437
TMEM26	0.121753169
TMEM260	1.544395055
TMEM261P1	0
TMEM262	0.215702767
TMEM263	10.99395194
TMEM266	0.435612088
TMEM267	2.767819619
TMEM268	6.708512519
TMEM269	0.037921588
TMEM26-AS1	0.014764373
TMEM270	0.052166443
TMEM272	0.024556307
TMEM30A	59.88303598
TMEM30B	12.81859938
TMEM30CP	0
TMEM31	0.175022714
TMEM33	9.936634214
TMEM35A	0.039647308
TMEM35B	6.992707932
TMEM37	3.580115579
TMEM38A	26.03876694
TMEM38B	3.914859647
TMEM39A	12.35460166
TMEM39B	8.964340677
TMEM40	1.244833084
TMEM41A	3.31330032
TMEM41B	6.52930507
TMEM42	4.791452474
TMEM43	49.90718793
TMEM44	1.17610966
TMEM44-AS1	2.470901544
TMEM45A	1.224302101
TMEM45B	7.016959538
TMEM47	1.294909047
TMEM50A	40.78450113
TMEM50B	6.970350648
TMEM51	5.221802674
TMEM51-AS1	0.046659577
TMEM52	1.510773229
TMEM52B	0.471101551
TMEM53	5.569872777
TMEM54	41.43510212
TMEM56	1.101683098
TMEM56-RWDD3	0.246906087
TMEM59	28.67394312
TMEM59L	0.014556345
TMEM5-AS1	0
TMEM60	14.09926868
TMEM61	0.650439928
TMEM62	6.495329436
TMEM63A	3.707021373
TMEM63B	20.7033874
TMEM63C	5.560831683
TMEM64	1.113538039
TMEM65	2.328466985
TMEM67	1.294014088
TMEM68	2.025527622
TMEM69	12.12520622
TMEM70	10.04548208
TMEM71	0.405346723
TMEM72	0.004036001
TMEM72-AS1	0.007722214
TMEM74	0.168294347
TMEM74B	0.132605445
TMEM75	0.00588529
TMEM78	0
TMEM79	10.61458262
TMEM80	2.303575789
TMEM81	0.449592882
TMEM82	0.251480005
TMEM86A	3.243220804
TMEM86B	0.528880518
TMEM87A	14.86376385
TMEM87B	13.0519526
TMEM88	0.80090394
TMEM88B	0.543851068
TMEM89	0.134730476
TMEM8A	74.3726337
TMEM8B	3.508401675
TMEM9	23.07492309
TMEM91	3.527195949
TMEM92	1.873651736
TMEM92-AS1	0.135910972
TMEM94	18.54404202
TMEM95	0
TMEM97	17.95758429
TMEM97P1	0
TMEM97P2	0
TMEM98	12.54759331
TMEM99	6.144260555
TMEM9B	16.51757442
TMEM9B-AS1	2.631666833
TMF1	8.148541426
TMF1P1	0
TMIE	0.139711114
TMIGD1	0
TMIGD2	0.343277513
TMIGD3	1.269620854
TMLHE	2.394339289
TMLHE-AS1	0.027624181
TMOD1	1.27485261
TMOD2	0.662487145
TMOD3	9.912172384
TMOD4	0
TMPO	8.748487855
TMPO-AS1	0.70597187
TMPOP1	0
TMPOP2	0.11670124
TMPPE	1.018432725
TMPRSS11A	0.032094845
TMPRSS11B	0
TMPRSS11BNL	0
TMPRSS11CP	0.037310845
TMPRSS11D	0.030945121
TMPRSS11E	1.287276508
TMPRSS11F	0
TMPRSS11GP	0
TMPRSS12	0.038194405
TMPRSS13	6.685391558
TMPRSS15	0
TMPRSS2	9.619250653
TMPRSS3	0.191349921
TMPRSS4	0.065322108
TMPRSS5	0.100516426
TMPRSS6	0.028092818
TMPRSS7	0.083551827
TMPRSS9	0.045560144
TMSB10	1371.089268
TMSB10P1	0.386110715
TMSB10P2	0
TMSB15A	1.041653432
TMSB15B	0.004162579
TMSB15B	0.018449453
TMSB4X	667.9316797
TMSB4XP1	0.566295715
TMSB4XP2	0.72809449
TMSB4XP3	0
TMSB4XP4	1.319523996
TMSB4XP6	0
TMSB4XP8	28.22040312
TMSB4Y	2.160508067
TMTC1	0.449213805
TMTC2	3.265402751
TMTC3	4.323154198
TMTC4	1.842582876
TMUB1	16.31312955
TMUB2	17.80057272
TMX1	15.44348455
TMX2	31.70663485
TMX2-CTNND1	0.043561209
TMX2P1	10.02415402
TMX3	4.015864891
TMX4	10.73327925
TNC	7.232964415
TNF	0.851470884
TNFAIP1	24.0351686
TNFAIP2	15.13593925
TNFAIP3	21.42948865
TNFAIP6	1.145861184
TNFAIP8	2.524151997
TNFAIP8L1	2.520810121
TNFAIP8L2	8.209605322
TNFAIP8L3	0.771709346
TNFRSF10A	2.517242982
TNFRSF10A-AS1	0.78010124
TNFRSF10B	6.360945711
TNFRSF10C	1.679471291
TNFRSF10D	0.572618123
TNFRSF11A	0.804765844
TNFRSF11B	1.600030782
TNFRSF12A	40.210673
TNFRSF13B	1.144954223
TNFRSF13C	3.560167913
TNFRSF14	9.500409658
TNFRSF14-AS1	0.44015489
TNFRSF17	5.345112281
TNFRSF18	5.236168589
TNFRSF19	0.515846331
TNFRSF1A	19.25087287
TNFRSF1B	28.12231136
TNFRSF21	49.47093205
TNFRSF25	1.187009586
TNFRSF4	4.427372947
TNFRSF6B	0
TNFRSF8	1.51345484
TNFRSF9	2.652582439
TNFSF10	15.07132534
TNFSF11	0.144526623
TNFSF12	13.14173744
TNFSF12-TNFSF13	0.028065316
TNFSF13	9.724188169
TNFSF13B	9.680157871
TNFSF14	0.549347141
TNFSF15	1.610271089
TNFSF18	0.831253297
TNFSF4	1.787451657
TNFSF8	3.095529054
TNFSF9	0.451506043
TNIK	9.801041991
TNIP1	25.16438092
TNIP2	15.04236169
TNIP3	0.436219032
TNK1	3.017065123
TNK2	3.40281215
TNK2-AS1	0.243161328
TNKS	2.841857602
TNKS1BP1	24.14836542
TNKS2	9.227713712
TNKS2-AS1	0.301379454
TNMD	0.007914071
TNN	0.076327797
TNNC1	45.66486464
TNNC2	1.250892932
TNNI1	0.108381955
TNNI2	0.859649456
TNNI3	14.11354254
TNNI3K	0
TNNT1	26.04086455
TNNT2	0.091275105
TNNT3	0.069490904
TNP1	0
TNP2	0
TNPO1	10.35864415
TNPO1P1	0
TNPO1P2	0.004781108
TNPO1P3	0
TNPO2	8.751842865
TNPO3	12.0876765
TNR	0.022612503
TNRC18	25.87654305
TNRC18P1	0.1745432
TNRC18P2	0.014084363
TNRC18P3	0.028409484
TNRC6A	3.563430031
TNRC6B	3.62026581
TNRC6C	2.969365282
TNRC6C-AS1	2.33587334
TNR-IT1	0
TNS1	17.76968412
TNS2	3.14251088
TNS3	32.24242119
TNS4	0.162983809
TNXA	0
TNXB	1.197257086
TOB1	62.24254815
TOB1-AS1	0.308313628
TOB2	29.15647609
TOB2P1	0.89910862
TOE1	6.356886251
TOGARAM1	2.284419496
TOGARAM2	0.049510866
TOLLIP	6.593374477
TOLLIP-AS1	1.01770396
TOM1	9.401608469
TOM1L1	6.89538009
TOM1L2	13.71554825
TOMM20	26.14521125
TOMM20L	0.328816867
TOMM20P1	0
TOMM20P2	0.544773787
TOMM20P3	0
TOMM20P4	0.058582315
TOMM22	22.82564597
TOMM22P1	0
TOMM22P2	0
TOMM22P3	0
TOMM22P4	0
TOMM22P5	0
TOMM22P6	0
TOMM34	23.22169455
TOMM40	40.80152782
TOMM40L	5.977613706
TOMM5	3.307794811
TOMM6	0
TOMM7	47.95402462
TOMM70	20.55174085
TONSL	3.972471663
TONSL-AS1	0.952646997
TOP1	26.49909442
TOP1MT	4.967286469
TOP1P1	0
TOP2A	40.48746037
TOP2B	30.32994211
TOP3A	3.698935876
TOP3B	0.193782113
TOP3BP1	0.009233082
TOPAZ1	0
TOPBP1	10.02708487
TOPORS	5.030745607
TOPORSLP	0
TOR1A	20.91241657
TOR1AIP1	6.428472338
TOR1AIP2	4.162165501
TOR1B	17.53892336
TOR2A	4.009893089
TOR3A	17.01272613
TOR4A	3.67689473
TOX	7.408727162
TOX2	1.877842213
TOX3	0.157022962
TOX4	16.97509539
TOX4P1	0.02052898
TP53	34.42124048
TP53AIP1	0.007397186
TP53BP1	4.508766186
TP53BP2	9.398325352
TP53I11	47.6948977
TP53I13	11.04369581
TP53I3	12.75267577
TP53INP1	13.89100641
TP53INP2	32.37549301
TP53RK	6.410644459
TP53TG1	9.515760838
TP53TG3	0
TP53TG3B	0
TP53TG3C	0
TP53TG3D	0.004360593
TP53TG3E	0
TP53TG3F	0
TP53TG3GP	0
TP53TG3HP	0
TP53TG5	0.373028674
TP63	0.74357651
TP73	0.770565772
TP73-AS1	3.163749932
TPBG	10.82043959
TPBGL	1.008201017
TPCN1	5.29783007
TPCN2	3.907717575
TPD52	13.07119251
TPD52L1	2.841917205
TPD52L2	47.66312213
TPD52L3	0
TPGS1	0.514311538
TPGS2	5.614475678
TPH1	0.015853462
TPH2	0
TPI1	103.9105445
TPI1P1	0.900410187
TPI1P2	0.49136696
TPI1P3	0
TPI1P4	0
TPK1	0.684044687
TPM1	6.305547747
TPM1-AS	0.037989426
TPM2	12.13086021
TPM3	42.56128462
TPM3P1	0
TPM3P2	0
TPM3P3	0
TPM3P4	0
TPM3P6	3.795020811
TPM3P7	0.017406631
TPM3P8	0.079263786
TPM3P9	5.965013852
TPM4	68.51345586
TPM4P1	0
TPMT	13.21430845
TPMTP1	0.103731237
TPMTP2	0
TPMTP3	0
TPMTP4	0
TPO	0.078226787
TPP1	78.15279501
TPP2	5.187619328
TPPP	0.361810489
TPPP2	0
TPPP3	0.734908209
TPR	9.685720149
TPRA1	11.12591553
TPRG1	0.207127038
TPRG1-AS1	0.914035408
TPRG1-AS2	0.026600529
TPRG1L	44.40577117
TPRG1LP1	0.050296001
TPRKB	6.560675563
TPRKBP1	0
TPRKBP2	0.080473602
TPRN	5.22985444
TPRX1	0.012281112
TPRX1P1	0
TPRX2P	0
TPRXL	0.035043052
TPSAB1	5.587113972
TPSB2	7.272566372
TPSD1	1.447159088
TPSG1	0.020305424
TPSP2	0.208879567
TPST1	10.67352033
TPST2	8.877216461
TPST2P1	0
TPT1	158.8824078
TPT1-AS1	0.382176112
TPT1P1	0
TPT1P10	0.051377635
TPT1P11	0
TPT1P12	0
TPT1P13	0.051068752
TPT1P14	0
TPT1P2	0
TPT1P3	0
TPT1P4	0.270054315
TPT1P5	0.073368447
TPT1P6	0.123946047
TPT1P7	0
TPT1P8	0
TPT1P9	0.099156837
TPTE	0
TPTE2	0.027856698
TPTE2P1	0.119289911
TPTE2P2	0
TPTE2P3	0
TPTE2P4	0.007938725
TPTE2P5	0.069680918
TPTE2P6	0.021048987
TPTEP1	2.109370678
TPX2	42.07043068
TRA2A	14.44488941
TRA2B	6.243615958
TRABD	10.6362297
TRABD2A	0.358817516
TRABD2B	0.027171567
TRAC	36.44449594
TRADD	6.824999484
TRAF1	5.506433329
TRAF2	6.894337265
TRAF3	8.474903557
TRAF3IP1	9.656280244
TRAF3IP2	3.881022517
TRAF3IP2-AS1	0.380742502
TRAF3IP3	2.346108344
TRAF4	35.51361671
TRAF5	1.889640046
TRAF6	1.634886777
TRAF6P1	0
TRAF7	49.35439352
TRAFD1	23.19045631
TRAIP	3.373824301
TRAJ1	0.616531625
TRAJ10	0
TRAJ11	0
TRAJ12	0
TRAJ13	0
TRAJ14	0.2450318
TRAJ16	0.424721786
TRAJ17	0.404496939
TRAJ18	0.386110715
TRAJ19	0.212360893
TRAJ2	0.386110715
TRAJ20	0
TRAJ21	0
TRAJ22	0
TRAJ23	0.20224847
TRAJ24	0
TRAJ25	0
TRAJ26	0
TRAJ27	0
TRAJ28	0.386110715
TRAJ29	0
TRAJ3	0.822042167
TRAJ30	0.223537782
TRAJ31	0
TRAJ32	0
TRAJ33	0
TRAJ34	0
TRAJ35	0.43192046
TRAJ36	0
TRAJ37	0
TRAJ38	0.411021083
TRAJ39	0
TRAJ4	0.404496939
TRAJ40	0
TRAJ41	0.205510542
TRAJ42	0
TRAJ43	0
TRAJ44	0
TRAJ45	0.772221429
TRAJ46	0
TRAJ47	0.447075564
TRAJ48	0
TRAJ49	0.227529528
TRAJ5	0.212360893
TRAJ50	0
TRAJ51	0
TRAJ52	0
TRAJ53	0
TRAJ54	0
TRAJ55	0
TRAJ56	0
TRAJ57	0
TRAJ58	0.20224847
TRAJ59	0.235956548
TRAJ6	0.616531625
TRAJ60	0
TRAJ61	0
TRAJ7	0
TRAJ8	0
TRAJ9	0.417759134
TRAK1	10.73628052
TRAK2	20.26936973
TRAM1	112.4997985
TRAM1L1	6.254306479
TRAM2	9.194722512
TRAM2-AS1	3.127860758
TRANK1	7.6903637
TRAP1	14.19449949
TRAPPC1	49.50856004
TRAPPC10	2.739119399
TRAPPC11	7.986165685
TRAPPC12	3.065869436
TRAPPC12-AS1	0.491143035
TRAPPC13	1.97749596
TRAPPC13P1	0
TRAPPC2	1.489690627
TRAPPC2B	3.754052032
TRAPPC2L	6.158132821
TRAPPC2P10	0
TRAPPC2P2	0
TRAPPC2P3	0
TRAPPC2P4	0
TRAPPC2P5	0
TRAPPC2P7	0
TRAPPC2P8	0
TRAPPC2P9	0
TRAPPC3	15.63896183
TRAPPC3L	0.009243129
TRAPPC4	7.825953378
TRAPPC5	0.06967565
TRAPPC6A	27.8595641
TRAPPC6B	5.112964453
TRAPPC8	4.562048532
TRAPPC9	8.606057742
TRAT1	1.925360628
TRAV10	0.706001914
TRAV11	0
TRAV1-1	0.227529528
TRAV1-2	0.507130491
TRAV12-1	1.236689907
TRAV12-2	1.88977334
TRAV12-3	2.235377822
TRAV13-1	2.973052503
TRAV13-2	1.180933747
TRAV14DV4	1.289155539
TRAV15	0
TRAV16	1.587865644
TRAV17	1.44791518
TRAV18	0.202708125
TRAV19	2.155440328
TRAV2	2.306678666
TRAV20	0.627667664
TRAV21	2.414599076
TRAV22	0.439367365
TRAV23DV6	1.152667928
TRAV24	0.371476781
TRAV25	0.411021083
TRAV26-1	0.735551697
TRAV26-2	0.740340728
TRAV27	1.73886096
TRAV28	0
TRAV29DV5	1.602894587
TRAV3	1.178418828
TRAV30	0.264663428
TRAV31	0.074512594
TRAV32	0
TRAV33	0
TRAV34	0.146036144
TRAV35	0.463332858
TRAV36DV7	0.429493941
TRAV37	0.037256297
TRAV38-1	0.252667352
TRAV38-2DV8	0
TRAV39	0.192472109
TRAV4	3.483793891
TRAV40	0.040194491
TRAV41	1.668549874
TRAV5	1.158332144
TRAV6	1.482321085
TRAV7	0
TRAV8-1	0.565697094
TRAV8-2	0.675352663
TRAV8-3	2.83978203
TRAV8-4	1.304049834
TRAV8-5	0.184661646
TRAV8-6	1.658004833
TRAV8-7	0
TRAV9-1	0
TRAV9-2	2.942869229
TRBC1	1.583649877
TRBC2	27.46602527
TRBJ2-1	3.822496075
TRBJ2-2	3.247872482
TRBJ2-2P	2.492932223
TRBJ2-3	2.080269973
TRBJ2-4	0.764499215
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	5.964178273
TRBV1	0.089729955
TRBV10-1	0.123705375
TRBV10-2	0.225801456
TRBV10-3	1.592706698
TRBV11-1	0.140018171
TRBV11-2	0.655820405
TRBV11-3	0.162521092
TRBV12-1	0
TRBV12-2	0
TRBV12-3	0.872289243
TRBV12-4	0.972884879
TRBV12-5	0.341017492
TRBV13	0.40882311
TRBV14	3.483555536
TRBV15	0.514508577
TRBV16	0
TRBV17	0
TRBV18	1.488510933
TRBV19	1.869699167
TRBV2	0.938221523
TRBV20-1	11.29163489
TRBV20OR9-2	0.30628975
TRBV21-1	0.25629763
TRBV21OR9-2	0
TRBV22-1	0
TRBV22OR9-2	0
TRBV23-1	0.220316777
TRBV23OR9-2	0
TRBV24-1	0.267541283
TRBV24OR9-2	0
TRBV25OR9-2	0
TRBV26	0
TRBV26OR9-2	0
TRBV27	1.152345931
TRBV28	12.40634691
TRBV29-1	3.042782945
TRBV29OR9-2	0
TRBV30	0.883649354
TRBV3-1	1.661954815
TRBV4-1	0.922318088
TRBV4-2	3.864501526
TRBV5-1	2.149665482
TRBV5-2	0
TRBV5-3	0
TRBV5-4	1.475595911
TRBV5-5	1.456188981
TRBV5-6	2.754055332
TRBV5-7	0
TRBV6-1	1.71583365
TRBV6-4	0
TRBV6-5	2.237558678
TRBV6-6	1.346411848
TRBV6-7	0.074079381
TRBV6-8	0.074731106
TRBV7-1	0.033530667
TRBV7-3	0.802371132
TRBV7-4	0.293755702
TRBV7-5	0.110796988
TRBV7-6	0.942622331
TRBV7-7	0.66095033
TRBV7-9	4.589932847
TRBV8-1	0
TRBV8-2	0.04719131
TRBV9	2.548330717
TRBVA	0.040321689
TRBVB	0
TRDC	4.589675392
TRDD1	0
TRDD2	0
TRDD3	0
TRDJ1	0
TRDJ2	0
TRDJ3	0
TRDJ4	0.265451116
TRDMT1	0.708743142
TRDN	0.001901739
TRDN-AS1	0
TRDV1	0.663264159
TRDV2	0
TRDV3	0.059960723
TREH	0.040042909
TREHP1	0.575429517
TREM1	0.679908057
TREM2	30.63814967
TREML1	0.369447811
TREML2	0.304842711
TREML3P	0.013028276
TREML4	0.155042245
TREML5P	0.022120926
TRERF1	1.944535855
TRERNA1	0.027579337
TREX1	0
TREX2	0.122019519
TRG-AS1	1.369804889
TRGC1	0.303929352
TRGC2	0.756822869
TRGJ1	0
TRGJ2	0
TRGJP	0.208879567
TRGJP1	0.637082679
TRGJP2	0.212360893
TRGV1	0
TRGV10	1.219416066
TRGV11	0
TRGV2	0.257643731
TRGV3	0.901644015
TRGV4	0.611154896
TRGV5	0.352042122
TRGV5P	0.035993372
TRGV6	0.255685356
TRGV7	0.79409739
TRGV8	0
TRGV9	0.044063355
TRGVA	0.044707556
TRGVB	0.081157029
TRH	0
TRHDE	0.00746373
TRHDE-AS1	0
TRHR	0
TRIAP1	14.1377571
TRIAP1P1	0
TRIB1	22.53037198
TRIB2	2.513338381
TRIB3	6.741870868
TRIL	5.817010238
TRIM10	0.021559482
TRIM11	2.862483814
TRIM13	2.983565418
TRIM14	15.27414169
TRIM15	0.005066264
TRIM16	4.427950536
TRIM16L	1.521698984
TRIM17	0.93730879
TRIM2	6.177647323
TRIM21	16.30852395
TRIM22	19.18867631
TRIM23	2.176180069
TRIM24	6.243037248
TRIM25	17.08253196
TRIM26	28.14109326
TRIM26BP	0.016921187
TRIM27	7.458956987
TRIM28	172.8177576
TRIM29	0.473852844
TRIM3	4.718779308
TRIM31	0.03964871
TRIM31-AS1	0
TRIM32	12.31356099
TRIM33	5.118487537
TRIM34	0.241570384
TRIM35	4.208416855
TRIM36	0.377268002
TRIM36-IT1	0
TRIM37	15.08219447
TRIM38	4.177280671
TRIM39	3.018077434
TRIM39-RPP21	0
TRIM4	4.212482896
TRIM40	0
TRIM41	1.688868713
TRIM42	0
TRIM43	0
TRIM43B	0
TRIM43CP	0
TRIM44	4.021167266
TRIM45	5.081492798
TRIM46	1.17775267
TRIM47	11.21281736
TRIM48	0
TRIM49	0
TRIM49B	0.005893457
TRIM49C	0
TRIM49D1	0
TRIM49D2	0
TRIM5	6.858850159
TRIM50	0.00511713
TRIM51	0
TRIM51BP	0
TRIM51CP	0
TRIM51DP	0.021378613
TRIM51EP	0
TRIM51FP	0
TRIM51GP	1.198659263
TRIM51HP	0
TRIM51JP	0.009652768
TRIM52	1.442707804
TRIM52-AS1	4.366630521
TRIM53AP	0
TRIM53BP	0
TRIM53CP	0
TRIM54	1.051048125
TRIM55	0.045491136
TRIM56	4.528515741
TRIM58	0.039509003
TRIM59	3.087805687
TRIM6	0.952315127
TRIM60	0
TRIM60P10Y	0
TRIM60P11Y	0
TRIM60P13	0
TRIM60P14	0.017958638
TRIM60P15	0
TRIM60P16	0
TRIM60P17	0
TRIM60P18	0.646315761
TRIM60P19	0
TRIM60P3Y	0
TRIM60P5Y	0
TRIM60P8Y	0
TRIM60P9Y	0
TRIM61	0.104703854
TRIM62	3.452757471
TRIM63	0.019808245
TRIM64	0
TRIM64B	0
TRIM64C	0
TRIM64DP	0
TRIM64EP	0
TRIM64FP	0.009537166
TRIM65	18.90370776
TRIM66	0.968346824
TRIM67	0.009563755
TRIM68	5.418624749
TRIM69	3.68703435
TRIM6-TRIM34	0
TRIM7	0.382006512
TRIM71	0.61324251
TRIM72	0.043471524
TRIM73	0.01149139
TRIM74	0.017323798
TRIM75P	0
TRIM77	0
TRIM77BP	0
TRIM8	31.22928606
TRIM80P	0.004473895
TRIM9	1.323308684
TRIML1	0
TRIML2	0
TRIO	5.698795577
TRIOBP	2.868381731
TRIP10	6.508418731
TRIP11	5.620233816
TRIP12	26.85419335
TRIP13	7.308555229
TRIP4	11.09966697
TRIP6	31.56037179
TRIQK	3.446916697
TRIR	43.12349947
TRIT1	16.08137352
TRMO	2.716279232
TRMT1	5.423914367
TRMT10A	2.144461907
TRMT10B	1.311510051
TRMT10BP1	0
TRMT10C	11.04096677
TRMT11	3.481455533
TRMT112	100.8354862
TRMT112P1	0.036301007
TRMT112P2	0
TRMT112P3	0
TRMT112P4	0
TRMT112P5	0
TRMT112P6	0.479524597
TRMT112P7	0
TRMT12	11.22752315
TRMT13	1.80966626
TRMT1L	3.957771467
TRMT2A	12.56482014
TRMT2B	9.300935784
TRMT2B-AS1	0.062154408
TRMT44	1.405474994
TRMT5	3.210037111
TRMT6	7.885922782
TRMT61A	9.119220016
TRMT61B	6.308853768
TRMT9B	0.027797444
TRMU	1.131410241
TRNAU1AP	5.565421874
TRNP1	9.001694535
TRNT1	3.147313127
TRO	0.29027293
TROAP	3.779959447
TROVE2	3.440890409
TRPA1	0.195810264
TRPC1	2.014934312
TRPC2	0.249989525
TRPC3	0.049703559
TRPC4	0.187867425
TRPC4AP	54.75435326
TRPC5	0
TRPC5OS	0.004326538
TRPC6	0.140372199
TRPC6P	0
TRPC7	0
TRPC7-AS1	0
TRPC7-AS2	0
