	54e1ee85-dbfa-499a-9bdd-6935a7661970
	tumor
AC073592.6	0
AC073592.7	0
AC073592.8	0.074804228
AC073592.9	0
AC073593.1	0
AC073594.1	0
AC073610.1	0.353934822
AC073610.2	0
AC073610.3	0.081416317
AC073611.1	0.551416229
AC073612.1	0
AC073614.1	0
AC073621.1	0.037329063
AC073626.1	0
AC073626.2	0
AC073636.1	0
AC073641.1	0.059401648
AC073648.1	0
AC073648.2	0
AC073648.3	0
AC073648.4	0
AC073648.5	0
AC073651.1	0
AC073651.2	0
AC073655.1	0.025845139
AC073655.2	0.205510542
AC073657.1	0
AC073657.2	0.042051662
AC073834.1	0
AC073842.1	0.149025188
AC073842.2	0.222756182
AC073848.1	0
AC073850.1	0.049967269
AC073857.1	0.713242468
AC073861.1	3.803064359
AC073862.1	0
AC073862.2	0.018176396
AC073862.3	0
AC073862.4	0
AC073862.5	0
AC073863.1	0
AC073864.1	0
AC073869.1	2.783370928
AC073869.2	0.012418766
AC073869.3	0.021968368
AC073869.4	0
AC073873.1	0
AC073878.1	0
AC073878.2	0
AC073896.1	0.060501679
AC073896.2	1.21665095
AC073896.3	0.43735653
AC073896.4	4.331529878
AC073896.5	0.047017172
AC073900.1	0
AC073901.1	0
AC073909.1	0.025508816
AC073910.1	0
AC073911.1	0.009793738
AC073911.2	0.054451511
AC073911.3	0.141349564
AC073912.1	0.021706395
AC073912.2	0
AC073912.3	0.01493746
AC073913.1	0
AC073913.2	0
AC073916.1	0
AC073934.1	0
AC073941.1	0
AC073941.2	0
AC073957.1	0.023816175
AC073957.2	0
AC073957.3	0.201739706
AC073964.1	0.041369005
AC073968.1	0
AC073987.1	0
AC074011.1	0.153513899
AC074019.1	0.011625596
AC074029.1	0
AC074029.2	0
AC074029.3	0.204193166
AC074029.4	0.006854036
AC074031.1	0
AC074032.1	0.399246084
AC074033.1	0.452507324
AC074035.1	0
AC074043.1	0.007174354
AC074044.1	0.144177127
AC074050.1	0
AC074050.2	0
AC074050.3	0
AC074050.4	0.047811083
AC074051.1	0
AC074051.2	0
AC074051.3	0
AC074051.4	0.014284365
AC074052.1	0
AC074052.2	0
AC074085.1	0
AC074085.2	0.119080875
AC074087.1	0
AC074091.1	0
AC074117.1	1.333168326
AC074117.2	0.320948453
AC074121.1	0.036613947
AC074124.1	0
AC074131.1	0.050362267
AC074133.1	0
AC074134.1	0
AC074135.1	24.2447183
AC074135.2	0
AC074138.1	0.224910232
AC074140.1	0.06125795
AC074143.1	0
AC074183.1	0
AC074183.2	0.193474132
AC074194.1	0.081939894
AC074198.1	0
AC074198.2	0
AC074212.1	0.249932436
AC074237.1	0.432837489
AC074250.1	0
AC074254.1	0
AC074255.1	0
AC074257.1	0
AC074276.1	0
AC074276.2	0.036613947
AC074281.1	0.006122851
AC074286.1	0.053875914
AC074290.1	0
AC074327.1	0.450858511
AC074338.1	0
AC074344.1	0.056882382
AC074344.2	0
AC074348.1	0
AC074351.1	0
AC074366.1	0.011732646
AC074367.1	0.033977743
AC074375.1	0.066362779
AC074389.1	0
AC074389.2	5.452378078
AC074389.3	0
AC074397.1	0
AC076966.1	0.036301007
AC076968.1	0
AC078776.1	0
AC078777.1	0.081992623
AC078778.1	0.173355831
AC078778.2	0.022472052
AC078785.1	0.127289247
AC078785.2	0.010168917
AC078785.3	0
AC078788.1	0.160777963
AC078788.2	0
AC078789.1	0
AC078795.1	0.085133543
AC078795.2	0
AC078795.3	0
AC078802.1	0.574356864
AC078809.1	0
AC078814.1	0
AC078814.2	0
AC078817.1	0.087873473
AC078819.1	0.099934538
AC078820.1	0.291924678
AC078828.1	0
AC078841.1	0
AC078842.1	0
AC078842.2	0
AC078845.1	0.069409786
AC078846.1	0.327400953
AC078850.1	0.06280544
AC078850.2	0.149399623
AC078851.1	0
AC078852.1	0
AC078852.2	0.048355422
AC078857.1	0
AC078860.1	0
AC078864.1	0.024886042
AC078865.1	0
AC078867.1	0.011396828
AC078878.1	0
AC078878.2	0
AC078880.1	0
AC078880.2	0
AC078880.3	0
AC078880.4	0
AC078880.5	0
AC078881.1	0.218158807
AC078882.1	0
AC078883.1	0.364493564
AC078883.2	0
AC078883.3	0.212952428
AC078883.4	0.034718402
AC078886.1	0
AC078889.1	0
AC078899.1	0.279563707
AC078899.2	0.480817116
AC078899.3	0.240408558
AC078899.4	0.103032239
AC078899.5	0
AC078905.1	0
AC078906.1	0
AC078909.1	0.02746046
AC078909.2	0.032014205
AC078918.1	0
AC078922.1	0.058717298
AC078923.1	0.441587994
AC078925.1	0
AC078925.2	0
AC078925.3	0
AC078925.4	0.007420882
AC078927.1	0.012948835
AC078929.1	0
AC078942.1	0.021632689
AC078950.1	0
AC078955.1	0
AC078960.1	0.143973487
AC078962.1	0
AC078962.2	0
AC078962.3	0.026434966
AC078962.4	0.250819952
AC078974.1	0
AC078980.1	0.048632266
AC078991.1	0
AC078993.1	0.062715276
AC079015.1	0.213786134
AC079031.1	0
AC079031.2	0
AC079035.1	0.015025535
AC079054.1	0
AC079061.1	0.534527906
AC079062.1	0.003716935
AC079064.1	0
AC079070.1	0
AC079075.1	0.028377848
AC079080.1	0
AC079089.1	0.038866254
AC079089.2	0
AC079089.3	0
AC079097.1	0
AC079098.1	0
AC079112.1	0
AC079117.1	0
AC079140.1	0.02616356
AC079140.2	0.17945991
AC079140.3	0
AC079140.4	0.096345207
AC079140.5	0
AC079145.1	0.306176519
AC079148.1	0.062230298
AC079150.1	0
AC079150.2	0
AC079154.1	0
AC079160.1	0
AC079163.1	0
AC079168.1	0.036932329
AC079168.2	0
AC079171.1	0.02788108
AC079174.1	0
AC079174.2	0.0565458
AC079178.1	0
AC079178.2	0
AC079193.1	0
AC079193.2	0
AC079203.1	0.031538746
AC079203.2	0
AC079209.1	0.067297466
AC079209.2	0
AC079210.1	0.099544169
AC079226.1	0
AC079226.2	0
AC079228.1	0.012146476
AC079238.1	0
AC079248.1	0
AC079248.2	0
AC079250.1	0.62388511
AC079296.1	0
AC079298.1	0.007870076
AC079298.2	0
AC079298.3	0.018519845
AC079305.1	0.510687518
AC079305.2	0
AC079305.3	0.058447952
AC079310.1	0
AC079313.1	0
AC079313.2	0.027579337
AC079315.1	0.920344159
AC079316.1	0
AC079316.2	0.018533314
AC079322.1	0.044904506
AC079325.1	0
AC079328.1	0.066920449
AC079328.2	0
AC079329.1	0
AC079331.1	0
AC079331.2	0.030027463
AC079336.1	0.182023623
AC079336.2	0.151195458
AC079336.3	0
AC079336.4	0
AC079336.5	0.066790926
AC079336.6	0.291000245
AC079336.7	0.08273801
AC079340.1	0.023082706
AC079340.2	0.016190157
AC079341.1	0.022854984
AC079341.2	0
AC079349.1	0
AC079354.1	0.020597565
AC079354.2	0
AC079354.3	0
AC079355.1	0
AC079355.2	0
AC079360.1	0.029358649
AC079362.1	0
AC079363.1	0
AC079380.1	0.020584255
AC079382.1	0
AC079384.1	0
AC079385.1	0.042949394
AC079385.2	0.014764373
AC079385.3	0
AC079395.1	0
AC079395.2	0
AC079395.3	0
AC079411.1	0.032054474
AC079411.2	0
AC079414.1	0
AC079414.2	0
AC079414.3	0.642927474
AC079416.1	0.056846128
AC079416.2	0
AC079416.3	0
AC079447.1	0.12786406
AC079448.1	0.102479788
AC079456.1	0
AC079465.1	0.003038067
AC079466.1	0.005722728
AC079466.2	0
AC079467.1	0.685035139
AC079584.1	0.164762762
AC079584.2	0.197928599
AC079587.1	0
AC079594.1	0
AC079594.2	0.003792159
AC079597.1	0
AC079598.1	0.068998124
AC079598.2	0
AC079598.3	0.144245135
AC079598.4	0
AC079600.1	0
AC079600.2	0
AC079600.3	0.028504818
AC079601.1	0.013695794
AC079601.2	0.04932253
AC079602.1	0
AC079602.2	0.045023511
AC079602.3	0
AC079610.1	0.228715264
AC079610.2	2.049744272
AC079610.3	0.173355831
AC079612.1	0
AC079612.2	0
AC079630.1	0.173241781
AC079684.1	0.408199428
AC079741.1	0.06010214
AC079742.1	0
AC079753.1	0
AC079760.1	0
AC079760.2	0.098687506
AC079763.1	0
AC079766.1	0
AC079768.1	0
AC079776.1	0.011060463
AC079776.2	0
AC079777.1	0.013048288
AC079779.1	0
AC079779.2	0
AC079779.3	0
AC079779.4	0
AC079780.1	0
AC079781.1	0
AC079781.2	0
AC079781.3	0
AC079790.1	0
AC079791.1	0
AC079793.1	0
AC079799.1	0
AC079801.1	0
AC079804.1	0.058447952
AC079804.2	0.127416536
AC079807.1	1.384315167
AC079809.1	0
AC079834.1	0.060530421
AC079834.2	0.745278865
AC079841.1	0
AC079848.1	0.434599037
AC079858.1	0
AC079866.1	0.031331935
AC079866.2	0
AC079880.1	0.08718629
AC079880.2	0.010504249
AC079896.1	0
AC079905.1	0.107298135
AC079905.2	0
AC079906.1	0.015633931
AC079907.1	0.068137185
AC079907.2	0
AC079910.1	0
AC079915.1	0
AC079917.1	0
AC079921.1	0.175096719
AC079921.2	0.532069051
AC079922.1	2.732889487
AC079922.2	0.649055548
AC079942.1	0
AC079943.1	0
AC079943.2	0
AC079944.1	0.205925714
AC079944.2	0.48605763
AC079949.1	0
AC079949.2	0.004344239
AC079950.1	0.034129429
AC079953.1	0
AC079987.1	0
AC079988.1	0
AC080011.1	0
AC080013.1	0.878524355
AC080013.2	0.039447844
AC080013.3	0.1322663
AC080013.4	1.354659626
AC080013.5	0.09382661
AC080013.6	1.422324121
AC080014.1	0
AC080023.1	0.39668909
AC080023.2	0.2450318
AC080037.1	0.085995412
AC080038.1	0.088330354
AC080038.2	0.180732675
AC080038.3	0.561363836
AC080075.1	0
AC080078.1	0
AC080078.2	0.02751977
AC080079.1	0
AC080080.1	0.315908767
AC080080.2	0.021596023
AC080100.1	0.030926344
AC080112.1	14.97478962
AC080112.2	0
AC080112.3	0.14322212
AC080125.1	0
AC080128.1	0.006646663
AC080129.1	0
AC080129.2	0
AC080162.1	0.207603317
AC080188.1	0.023082706
AC080188.2	0.051102889
AC082650.1	0
AC082651.1	0
AC082651.2	0
AC082651.3	0.032721247
AC082651.4	0.006879943
AC083760.1	0
AC083795.1	0
AC083795.2	0
AC083798.1	0.389058125
AC083798.2	0.220367582
AC083799.1	7.476970344
AC083800.1	0
AC083801.1	0
AC083801.2	0
AC083805.1	0.006631097
AC083805.2	0.06266387
AC083805.3	0.00968947
AC083806.1	0
AC083806.2	0.052200443
AC083806.3	0
AC083809.1	0
AC083822.1	0
AC083829.1	0.038787378
AC083836.1	0
AC083837.1	0.055324481
AC083841.1	0.019017393
AC083841.2	0.021165538
AC083841.3	0
AC083843.1	0.122751961
AC083843.2	0.075039185
AC083843.3	0.537949232
AC083843.4	0.093260045
AC083849.1	0
AC083855.1	0
AC083862.1	0.020517961
AC083862.2	0.667684904
AC083863.1	0
AC083864.1	0.042557293
AC083864.2	0
AC083864.3	0
AC083867.1	0.08364324
AC083873.1	0.104344752
AC083875.1	0
AC083880.1	0.762117597
AC083899.1	0.717322734
AC083899.2	0
AC083899.3	0
AC083900.1	0.271677049
AC083902.1	0
AC083902.2	0.127593398
AC083904.1	0
AC083906.1	0
AC083906.2	0
AC083906.3	0
AC083906.4	0
AC083923.1	0
AC083939.1	0
AC083949.1	0.497825958
AC083964.1	0.566295715
AC083964.2	0.047860969
AC083967.1	0.816455472
AC083973.1	0.014462717
AC083982.1	0.037039691
AC084017.1	0.681530308
AC084018.1	0.556890454
AC084018.2	0.092862071
AC084024.1	0.020517961
AC084024.2	0.016108285
AC084024.3	0
AC084026.1	0
AC084026.2	0.119080875
AC084026.3	0.008935241
AC084030.1	0.00904947
AC084032.1	0
AC084033.1	0.040257989
AC084033.2	0
AC084033.3	2.418194925
AC084036.1	1.0534438
AC084048.1	0.039817667
AC084064.1	0
AC084082.1	0
AC084083.1	0.035295439
AC084116.1	0
AC084116.2	0
AC084116.3	0
AC084117.1	0.094382619
AC084121.1	0
AC084121.2	0
AC084125.1	0
AC084125.2	0.104141018
AC084125.3	0
AC084125.4	0.376971999
AC084128.1	0
AC084149.1	0.044864977
AC084149.2	0
AC084198.1	0
AC084200.1	0.205510542
AC084211.1	0
AC084262.1	0.390223745
AC084290.1	0
AC084291.1	0
AC084337.1	0.57578901
AC084346.1	0
AC084346.2	0.067132
AC084357.1	0
AC084357.2	0.092666572
AC084357.3	0
AC084361.1	0
AC084364.1	0
AC084364.2	0
AC084365.1	0
AC084368.1	0
AC084373.1	0
AC084398.1	0
AC084398.2	0.248507428
AC084706.1	0
AC084752.1	0
AC084754.1	0.02746046
AC084756.1	0
AC084757.1	0
AC084757.2	0
AC084757.3	0.354116981
AC084757.4	0.048447352
AC084759.1	0
AC084759.2	0
AC084759.3	0
AC084768.1	0
AC084768.2	0
AC084781.1	0
AC084781.2	0
AC084782.1	0
AC084782.2	0.015186715
AC084782.3	0.044088767
AC084783.1	0.014001817
AC084809.1	0.733022372
AC084809.2	0.074658126
AC084816.1	0
AC084819.1	0
AC084824.1	0.469095704
AC084824.2	0.036932329
AC084824.3	0.119080875
AC084824.4	0.209165312
AC084824.5	0.277663153
AC084838.1	0
AC084851.1	0
AC084851.2	0
AC084851.3	0
AC084855.1	0
AC084855.2	0
AC084859.1	0
AC084864.1	0.626638701
AC084866.1	0
AC084866.2	0
AC084871.1	0.967076237
AC084871.2	0.142024801
AC084871.3	0
AC084876.1	0.059633324
AC084876.2	0.178934866
AC084878.1	0
AC084879.1	0
AC084879.2	0
AC084880.1	0.233791809
AC084880.2	0
AC084880.3	0
AC084880.4	0
AC084882.1	0
AC087045.1	0
AC087045.2	0.647880691
AC087045.3	0.015488234
AC087071.1	0.531957704
AC087071.2	0.066478193
AC087072.1	0.03026521
AC087072.2	0.018682777
AC087163.1	0.03344266
AC087163.2	0.074687301
AC087163.3	0.309440158
AC087164.1	0.027954484
AC087164.2	0
AC087190.1	0
AC087190.2	0
AC087190.3	0
AC087203.1	0
AC087203.2	0
AC087203.3	0
AC087222.1	0.404496939
AC087235.1	0
AC087239.1	0.423236745
AC087241.1	0
AC087241.2	0
AC087241.3	0
AC087241.4	0.026545112
AC087242.1	0
AC087257.1	0.009656426
AC087257.2	0
AC087258.1	0
AC087258.2	0
AC087260.1	0
AC087269.1	1.157079893
AC087272.1	0
AC087273.1	0
AC087273.2	0.040194491
AC087276.1	0.069626522
AC087276.2	0.080950785
AC087276.3	0
AC087277.1	0
AC087277.2	0
AC087280.1	0.012703543
AC087283.1	0
AC087284.1	0.036439429
AC087286.1	0
AC087286.2	0.096527679
AC087286.3	0
AC087286.4	0.034159929
AC087289.1	0.028632929
AC087289.2	0.260400249
AC087289.3	0.070479317
AC087289.4	0
AC087289.5	0.204669081
AC087292.1	0
AC087294.1	0.595561162
AC087301.1	0.158774499
AC087311.1	0
AC087311.2	0
AC087312.1	0
AC087318.1	0.131019574
AC087321.1	0.027699247
AC087341.1	0
AC087343.1	0.187771737
AC087354.1	0
AC087359.1	0.016210755
AC087360.1	0
AC087362.1	0
AC087362.2	0
AC087369.1	0
AC087373.1	0
AC087379.1	0
AC087379.2	0
AC087385.1	0.081677267
AC087385.2	0.127928249
AC087385.3	0
AC087386.1	0
AC087386.2	0
AC087388.1	0.641666008
AC087392.1	0.062154408
AC087392.2	0.304928462
AC087392.3	0.065341813
AC087392.4	0.131086971
AC087392.5	0.260565513
AC087393.1	0
AC087393.2	0
AC087393.3	0
AC087399.1	0
AC087430.1	0
AC087439.1	0
AC087439.2	0
AC087441.1	0
AC087441.2	0
AC087442.1	0.0511713
AC087457.1	0
AC087463.1	0
AC087463.2	0
AC087463.3	0
AC087463.4	0
AC087465.1	0
AC087468.1	0
AC087473.1	0.021364275
AC087477.1	0.037475452
AC087477.2	0.072081766
AC087477.3	0
AC087477.4	0
AC087477.5	0
AC087477.6	0
AC087481.1	0.039611358
AC087481.2	0
AC087481.3	1.406021963
AC087482.1	0.012553353
AC087491.1	0.062053508
AC087498.1	0.01409475
AC087499.1	0
AC087499.2	0.016988871
AC087499.3	0.143164647
AC087499.4	0.028483577
AC087499.5	0
AC087499.6	0
AC087499.7	0
AC087500.1	0.354904506
AC087500.2	0.358199097
AC087501.1	0.017820495
AC087501.2	0.049675063
AC087501.3	0
AC087501.4	0.47767783
AC087516.1	0
AC087516.2	0
AC087518.1	0
AC087521.1	0.031153187
AC087521.2	0.019328965
AC087521.3	0.03344266
AC087565.1	0
AC087575.1	0
AC087588.1	0
AC087588.2	0
AC087612.1	0.03872843
AC087620.1	0
AC087623.1	0
AC087623.2	0.143164647
AC087623.3	0.29011051
AC087623.4	0.018333315
AC087627.1	0.089820317
AC087632.1	0.009327711
AC087633.1	0
AC087633.2	0
AC087636.1	0
AC087639.1	0.013849623
AC087641.1	0
AC087645.1	0
AC087645.2	0.267073962
AC087645.3	0
AC087650.1	0.027225756
AC087664.1	0
AC087664.2	0
AC087664.3	0
AC087667.1	0
AC087672.1	0
AC087672.2	0.034530227
AC087683.1	0
AC087683.2	0.117254481
AC087685.1	0
AC087699.1	0
AC087721.1	0
AC087741.1	0.375632505
AC087741.2	6.29674741
AC087741.3	2.081042159
AC087742.1	0.103310705
AC087749.1	0
AC087749.2	0.036197879
AC087752.1	0.022834505
AC087752.2	0.090687926
AC087752.3	1.329876397
AC087752.4	0.165476021
AC087761.1	0
AC087762.1	0
AC087762.2	0.007214979
AC087763.1	0
AC087783.1	0
AC087783.2	0.15870387
AC087808.1	0
AC087821.1	0
AC087854.1	0.061553882
AC087855.1	0
AC087855.2	0
AC087857.1	0.027284055
AC087863.1	0
AC087878.1	0.022198003
AC087879.1	0
AC087883.1	0
AC087884.1	0
AC087885.1	0
AC087888.1	0
AC087893.1	0.038378475
AC087893.2	0
AC087894.1	0
AC087894.2	0
AC087894.3	0
AC087897.1	0
AC087897.2	0
AC089983.1	0.036352792
AC089984.1	0
AC089984.2	0.010609204
AC089984.3	0
AC089987.1	0.004114192
AC089987.2	0
AC089998.1	0
AC089998.2	0.045998749
AC089998.3	0.025845139
AC089998.4	0.416393908
AC089999.1	0
AC089999.2	0.220825885
AC090001.1	0.110317347
AC090004.1	0.095443098
AC090013.1	0.079635335
AC090017.1	0
AC090018.1	0
AC090022.1	0
AC090023.1	0
AC090023.2	0
AC090044.1	0.282008429
AC090049.1	0
AC090049.2	0.116895904
AC090058.1	0
AC090061.1	0.340374577
AC090071.1	0.019785176
AC090079.1	0
AC090079.2	0
AC090092.1	0
AC090093.1	0
AC090095.1	0
AC090099.1	0
AC090099.2	0
AC090099.3	0
AC090099.4	0
AC090103.1	0
AC090109.1	0
AC090114.1	0.426617866
AC090114.2	1.943580841
AC090114.3	0.414987511
AC090115.1	0.090687926
AC090116.1	0
AC090124.1	0
AC090124.2	0
AC090124.3	0
AC090125.1	0.180915974
AC090132.1	0
AC090132.2	0
AC090136.1	0.053090223
AC090136.2	0
AC090136.3	0.026591277
AC090138.1	0
AC090142.1	0
AC090142.2	0
AC090142.3	0
AC090150.1	0
AC090150.2	0
AC090151.1	0.06981728
AC090152.1	2.924074259
AC090155.1	0
AC090155.2	0
AC090159.1	0.015808503
AC090164.1	0
AC090164.2	0
AC090164.3	0
AC090181.1	0
AC090181.2	0.682588585
AC090181.3	0.092574762
AC090186.1	0.155929327
AC090192.1	0.078010124
AC090192.2	0
AC090193.1	0.013554951
AC090193.2	0
AC090197.1	0.039834265
AC090198.1	0.70336092
AC090200.1	0
AC090204.1	0.81613206
AC090206.1	0.053153501
AC090213.1	0
AC090220.1	0
AC090227.1	0
AC090227.2	0.074950903
AC090229.1	0.110865848
AC090236.1	0
AC090236.2	0.069436804
AC090241.1	0
AC090241.2	0.002490063
AC090241.3	0
AC090246.1	0.269189864
AC090260.1	0.065984741
AC090281.1	0.184661646
AC090282.1	0.016087946
AC090283.1	0
AC090286.1	0
AC090286.2	0.021706395
AC090286.3	0
AC090287.1	0
AC090311.1	0
AC090312.1	0
AC090312.2	0
AC090337.1	0.012287033
AC090340.1	0
AC090358.1	0
AC090360.1	0.022857913
AC090371.1	0
AC090371.2	0
AC090373.1	0
AC090376.1	0
AC090377.1	0
AC090386.1	0
AC090386.2	0
AC090398.1	0
AC090403.1	0
AC090409.1	0.021253801
AC090409.2	0
AC090415.1	0
AC090415.2	0
AC090424.1	0
AC090425.1	0.091011811
AC090425.2	0.076297327
AC090453.1	0
AC090457.1	0
AC090458.1	0
AC090498.1	17.28106334
AC090502.1	0
AC090502.2	0
AC090502.3	0
AC090502.4	0
AC090503.1	0
AC090503.2	0.011678876
AC090505.1	0
AC090505.2	0
AC090506.1	0.200480563
AC090506.2	0
AC090510.1	0
AC090510.2	0.081028004
AC090510.3	0
AC090515.1	0.02676818
AC090515.2	0.401599397
AC090515.3	0.040449694
AC090515.4	0.283147857
AC090515.5	0.072671028
AC090517.1	0
AC090517.2	1.124263551
AC090517.3	0
AC090518.1	0
AC090519.1	0.025432442
AC090519.2	0.019452906
AC090525.1	0
AC090525.2	0
AC090525.3	0
AC090527.1	0.029563001
AC090527.2	0
AC090527.3	0.046502385
AC090531.1	0
AC090539.1	0
AC090539.2	0
AC090541.1	0
AC090543.1	0
AC090543.2	0.25629763
AC090559.1	3.07951915
AC090559.2	0.029631753
AC090568.1	0
AC090568.2	0
AC090572.1	0
AC090572.2	0
AC090572.3	0
AC090574.1	0
AC090578.1	0.043118963
AC090579.1	0.429777998
AC090587.1	0.541649241
AC090587.2	0.531909637
AC090589.1	0.457573195
AC090589.2	0.115135424
AC090589.3	0.510554063
AC090592.1	0
AC090602.1	0.050562117
AC090607.1	0.056755695
AC090607.2	0.531666121
AC090607.3	0
AC090607.4	0
AC090607.5	0
AC090615.1	0
AC090616.1	0
AC090616.2	0
AC090616.3	0
AC090616.4	0
AC090616.5	0
AC090616.6	0.233899102
AC090617.1	0
AC090617.2	0
AC090617.3	0
AC090617.4	0
AC090617.5	1.466872083
AC090617.6	0
AC090617.7	0.152594654
AC090617.8	0
AC090617.9	0.095086967
AC090618.1	0
AC090621.1	0
AC090625.1	0
AC090625.2	0
AC090627.1	0.008115703
AC090630.1	0
AC090643.1	0
AC090643.2	0
AC090651.1	0
AC090666.1	0.028632929
AC090673.1	0.116159613
AC090673.2	0.056130633
AC090679.1	0
AC090680.1	0
AC090686.1	0.017011554
AC090692.1	0
AC090695.1	0.031280655
AC090696.1	0
AC090699.1	0
AC090707.1	0.032175893
AC090709.1	0.053386817
AC090735.1	0
AC090739.1	0.21596023
AC090740.1	0
AC090751.1	0.047721549
AC090753.1	0
AC090771.1	0
AC090771.2	0
AC090772.1	0.125657333
AC090772.2	0
AC090772.3	1.421517815
AC090772.4	3.238210303
AC090774.1	0
AC090774.2	0.079140705
AC090774.3	0.97512655
AC090791.1	0
AC090796.1	0.039386874
AC090802.1	0
AC090809.1	0
AC090819.1	0
AC090820.1	0.064678445
AC090821.1	0
AC090821.2	0
AC090825.1	0.197392
AC090825.2	0
AC090826.1	0.002576153
AC090826.2	0
AC090833.1	0
AC090844.1	0.081677267
AC090844.2	0.448928727
AC090844.3	0
AC090857.1	0
AC090857.2	0
AC090877.1	0.037039691
AC090877.2	0.036656081
AC090888.1	0
AC090888.2	0
AC090888.3	0
AC090897.1	0
AC090907.1	0.856363683
AC090907.2	2.636814422
AC090912.1	0.067061335
AC090912.2	0.010367497
AC090912.3	0.023905541
AC090921.1	0.021324943
AC090922.1	0.375490774
AC090948.1	0.417759134
AC090948.2	0.429240103
AC090948.3	0.300619776
AC090950.1	0.010452546
AC090950.2	0
AC090952.1	0
AC090953.1	0
AC090954.1	0.105886318
AC090955.1	0
AC090957.1	0
AC090958.1	0
AC090960.1	0
AC090970.1	0
AC090970.2	0.265144236
AC090970.3	0.662095163
AC090971.1	0
AC090971.2	0
AC090971.3	0.183597314
AC090971.4	0.007078696
AC090971.5	0
AC090983.1	0
AC090984.1	0
AC090985.1	0
AC090987.1	0
AC090993.1	0
AC091013.1	0
AC091027.1	0
AC091027.2	0
AC091042.1	0.073651177
AC091043.1	0
AC091044.1	0.033977743
AC091045.1	0.109794516
AC091046.1	0.123107764
AC091046.2	0.019160381
AC091047.1	0
AC091053.1	0
AC091053.2	0.047454948
AC091057.1	0.052542901
AC091057.2	0.032175893
AC091057.3	0.173828835
AC091059.1	0.059263505
AC091059.2	0
AC091060.1	0.036074897
AC091062.1	0
AC091073.1	0
AC091076.1	0
AC091078.1	0.006930462
AC091078.2	0
AC091078.3	0
AC091096.1	0
AC091096.2	0
AC091100.1	0.016238301
AC091114.1	0.018009404
AC091117.1	0
AC091117.2	0
AC091132.1	0.023293699
AC091132.2	0.099414722
AC091132.3	0
AC091132.4	0.005632915
AC091132.5	0.016780053
AC091132.6	0.077128654
AC091133.1	0
AC091133.2	0
AC091133.3	0
AC091133.4	0.165476021
AC091133.5	0.1693243
AC091135.1	0
AC091138.1	0
AC091144.1	0
AC091144.2	0
AC091151.1	0
AC091152.1	0.015204837
AC091152.2	0.024798859
AC091152.3	0
AC091152.4	0.036582411
AC091153.1	0.412043524
AC091153.2	0
AC091153.3	0.350935374
AC091153.4	0.106180447
AC091163.1	0.063181753
AC091163.2	0
AC091163.3	0
AC091167.1	0
AC091167.2	0.049798021
AC091167.3	0
AC091167.4	0.142524089
AC091167.5	0.061702923
AC091167.6	0.147586721
AC091170.1	0
AC091173.1	0.023166643
AC091175.1	0.022275618
AC091178.1	0.229111489
AC091178.2	0
AC091179.1	0.047900953
AC091179.2	0
AC091180.1	0
AC091180.2	0.159089886
AC091180.3	0
AC091180.4	0.364047245
AC091180.5	0.033355114
AC091181.1	0.048585905
AC091182.1	0.003005816
AC091182.2	0.044088767
AC091185.1	0.193055357
AC091193.1	0
AC091198.1	0
AC091212.1	0
AC091230.1	0.003751407
AC091231.1	0
AC091271.1	1.809270948
AC091286.1	0
AC091304.1	0
AC091304.2	0.016765334
AC091304.3	0
AC091304.4	0
AC091304.5	0
AC091304.6	0
AC091304.9	0
AC091305.1	0
AC091390.1	0.038494422
AC091390.2	0.034068592
AC091390.3	0.1130916
AC091390.4	0.241058311
AC091393.1	0
AC091429.1	0.058717298
AC091435.1	0
AC091435.2	0.022551599
AC091488.1	0.057916607
AC091489.1	0
AC091489.2	0
AC091492.1	0.374754517
AC091493.1	0.248012722
AC091515.1	0
AC091516.1	0.03624937
AC091534.1	0
AC091544.1	0
AC091544.2	0
AC091544.3	0.111768891
AC091544.4	0.013105326
AC091544.5	0.02856873
AC091544.6	0
AC091544.7	0
AC091551.1	0.019527438
AC091563.1	2.439891112
AC091564.1	0.133002647
AC091564.2	0
AC091564.3	0
AC091564.4	0
AC091564.5	0.104654239
AC091564.6	0
AC091588.1	0.035492071
AC091588.2	0
AC091588.3	0.165476021
AC091607.1	0
AC091614.1	0
AC091675.1	0
AC091685.1	0
AC091685.2	0.014747284
AC091691.1	0
AC091691.2	0
AC091705.1	0
AC091729.1	0.029324864
AC091729.2	0.126572718
AC091729.3	5.918949966
AC091730.1	0
AC091736.1	0
AC091769.1	0
AC091770.1	0.034159929
AC091799.1	0.062844161
AC091804.1	0
AC091805.1	0
AC091805.2	0
AC091806.1	0
AC091807.1	0.008252366
AC091808.1	0.03242151
AC091810.1	0
AC091812.1	0
AC091812.2	0.066190408
AC091812.3	0
AC091814.1	0.017721354
AC091819.1	0
AC091819.2	0
AC091820.1	0
AC091820.2	0
AC091825.1	0.218761698
AC091826.1	0
AC091826.2	0
AC091834.1	0
AC091839.1	0
AC091849.1	1.263635066
AC091849.2	2.614616776
AC091860.1	0
AC091860.2	0
AC091862.1	0
AC091868.1	0.125740002
AC091868.2	0.022916643
AC091874.1	0
AC091874.2	0
AC091874.3	0
AC091885.1	0
AC091885.2	0
AC091887.1	0.058048536
AC091891.1	0
